MoleculeID,LogP_exp,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP,LogP_CAS_neighbor_1,LogP_CAS_neighbor_2,LogP_CAS_neighbor_3,LogP_CAS_neighbor_4,LogP_CAS_neighbor_5,LogP_InChiKey_neighbor_1,LogP_InChiKey_neighbor_2,LogP_InChiKey_neighbor_3,LogP_InChiKey_neighbor_4,LogP_InChiKey_neighbor_5,LogP_DTXSID_neighbor_1,LogP_DTXSID_neighbor_2,LogP_DTXSID_neighbor_3,LogP_DTXSID_neighbor_4,LogP_DTXSID_neighbor_5,LogP_Exp_neighbor_1,LogP_Exp_neighbor_2,LogP_Exp_neighbor_3,LogP_Exp_neighbor_4,LogP_Exp_neighbor_5,LogP_pred_neighbor_1,LogP_pred_neighbor_2,LogP_pred_neighbor_3,LogP_pred_neighbor_4,LogP_pred_neighbor_5,CrippenLogP,GATS2c,LipoaffinityIndex,AATS1p,ATSC1i,ETA_EtaP,MLFER_S,nN,ETA_Beta,SaltIndex
DTXSID5025312,0.08,0.08,[0.04:0.12],1,1,0.978,100-74-3,109-02-4,4079-68-9,4318-37-0,1002-67-1,HVCNXQOWACZAFN-UHFFFAOYSA-N,SJRJJKPEHAURKC-UHFFFAOYSA-N,JZJXKEWVUBVOEH-UHFFFAOYSA-N,FXHRAKUEZPSMLJ-UHFFFAOYSA-N,CNJRPYFBORAQAU-UHFFFAOYSA-N,DTXSID5025312,DTXSID9029146,DTXSID5063287,DTXSID80281294,DTXSID80883636,0.08,-0.33,1.5,-0.4,0.37,0.12,-0.17,0.99,-0.03,0.02,0.3385,1.97389132425694,3.48053722222222,1.47773600142857,-15.2779374637214,0.73883,0.71,1,5.25,0
DTXSID9034650,-0.02,-0.02,[-0.02:0.06],1,1,0.758,100784-20-1,93697-74-6,111991-09-4,97780-06-8,94593-91-6,FMGZEUWROYGLAY-UHFFFAOYSA-N,BGNQYGRXEXDAIQ-UHFFFAOYSA-N,RTCOGUMHFFWOJV-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,WMLPCIHUFDKWJU-UHFFFAOYSA-N,DTXSID9034650,DTXSID9058496,DTXSID6034764,DTXSID9034573,DTXSID5058220,-0.02,1.3,0.01,1.59,2.04,2.21,0.71,0.92,2.91,2.12,1.50856,0.921472567603863,2.92562891951044,1.73880546886364,-35.0372174523126,0.7484,3.682,6,38,0
DTXSID9021845,-0.6,-0.6,[-0.65:-0.55],1,1,0.928,100-79-8,5187-23-5,108-61-2,106-62-7,110-98-5,RNVYQYLELCKWAN-UHFFFAOYSA-N,BGFBWRWYROQISE-UHFFFAOYSA-N,VMKMZRBPOSNUMX-UHFFFAOYSA-N,DUFKCOQISQKSAV-UHFFFAOYSA-N,AZUXKVXMJOIAOF-UHFFFAOYSA-N,DTXSID9021845,DTXSID0044949,DTXSID30274176,DTXSID30861722,DTXSID7026863,-0.6,0.19,-0.67,-0.67,-1.5,-0.36,0.4,-0.76,-0.85,-0.48,0.1302,1.16112199702349,1.67684988425926,1.45885978076191,-6.32010549696431,0.83711,0.784,0,5.75,0
DTXSID0027721,7.9,7.9,[7.82:7.9],1,1,0.786,10081-67-1,700863-48-5,787582-75-6,1198395-24-2,713127-22-1,UJAWGGOCYUPCPS-UHFFFAOYSA-N,FPBFSPUIZMRERG-UHFFFAOYSA-N,BQIXNVNLJJIBQL-UHFFFAOYSA-N,OBARUOOPPWHZRQ-UHFFFAOYSA-N,KZTKTOUDRRNTNB-UHFFFAOYSA-N,DTXSID0027721,DTXSID501104446,DTXSID001108700,DTXSID60735801,DTXSID901335742,7.9,5.7,5.7,6.5,6.5,6.36,6.32,6.31,6.25,7.49,8.21669000000001,0.8612795339865,17.055936178147,1.95474771692307,4.13319913540276,0.88784,2.247,1,42,0
DTXSID1047601,1.87,1.87,[1.87:1.93],1,1,0.83,100-86-7,2416-94-6,527-60-6,103-05-9,1006-59-3,RIWRBSMFKVOJMN-UHFFFAOYSA-N,QQOMQLYQAXGHSU-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,YXVSKJDFNJFXAJ-UHFFFAOYSA-N,METWAQRCMRWDAW-UHFFFAOYSA-N,DTXSID1047601,DTXSID6022187,DTXSID7022049,DTXSID3021851,DTXSID5061401,1.87,2.67,2.73,2.41,3.03,2.79,2.73,2.7,2.98,3.33,2,0.594534334919481,4.99905433673469,1.76956736064,2.20325352712989,0.72684,0.796,0,11.75,0
DTXSID20884445,NaN,6.34,[5.15:7.53],0,0.423,0.425,24271-12-3,13276-08-9,25088-57-7,105-62-4,6297-03-6,GAQPWOABOQGPKA-UHFFFAOYSA-N,DJWFNQUDPJTSAD-UHFFFAOYSA-N,OOFYMDXMQHPCQO-UHFFFAOYSA-N,UMHYVXGZRGOICM-UHFFFAOYSA-N,HBXWUCXDUUJDRB-UHFFFAOYSA-N,DTXSID3066974,DTXSID6065393,DTXSID801021087,DTXSID8026721,DTXSID10864175,6.5,6.1,6.5,8.47,4.1,5.69,6.6,6.71,6.33,6.55,14.12208,1.05143059553403,25.8309483342752,1.65484557066667,-5.12004034774536,1.57427,1.138,1,23.75,0
DTXSID6020692,-2.18,-2.18,[-2.26:-2.1],1,1,0.77,100-97-0,52338-87-1,4080-31-3,NOCAS_876145,90-89-1,VKYKSIONXSXAKP-UHFFFAOYSA-N,FCQPNTOQFPJCMF-UHFFFAOYSA-N,LDLCEGCJYSDJLX-UHFFFAOYSA-N,DJSJPMYCFOTWKZ-UHFFFAOYSA-N,RCKMWOKWVGPNJF-UHFFFAOYSA-N,DTXSID6020692,DTXSID4068741,DTXSID5024760,DTXSID40876145,DTXSID1022928,-2.18,0.82,-0.1,-3.09,0.1,-0.3,0.8,-0.12,-0.71,1.02,-1.0198,1.61736467817002,3.43425,1.475272155,-41.993232016394,0.66782,1.569,4,9,0
DTXSID3041584,NaN,5.94,[5.2:6.68],1,0.529,0.582,70124-77-5,129332-29-2,68085-85-8|91465-08-6,947701-81-7,69409-94-5,GBIHOLCMZGAKNG-UHFFFAOYSA-N,USGKHYXJISAYPE-UHFFFAOYSA-N,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,ZMIFHAGGIBCROR-UHFFFAOYSA-N,INISTDXBRIBGOC-UHFFFAOYSA-N,DTXSID0022301,DTXSID801035854,DTXSID6023997|DTXSID7032559,DTXSID001036660,DTXSID7024110,6.2,4.8,6.8,6.5,5.5,5.95,6,6.22,6.11,6.39,6.60367000000001,0.960888567524591,11.3203139342121,1.82360312311475,-6.24800463216361,0.97991,2.51,1,43.75,0
DTXSID0026252,NaN,5.17,[4.59:5.78],1,0.548,0.613,115-86-6,78-30-8,28108-99-8,597-82-0,56803-37-3,XZZNDPSIHUTMOC-UHFFFAOYSA-N,YSMRWXYRXBRSND-UHFFFAOYSA-N,PLBFTNYDDQQDME-UHFFFAOYSA-N,IKXFIBBKEARMLL-UHFFFAOYSA-N,NIAVXHWAURFNOW-UHFFFAOYSA-N,DTXSID1021952,DTXSID6032192,DTXSID6025484,DTXSID4029191,DTXSID6024701,4.59,6.3,5.31,5,5.12,5.27,5.22,5.5,4.23,5.55,5.67197,0.628252665558334,9.13087639116346,2.04244011923077,-9.15035522262374,0.5774,2.588,0,33,0
DTXSID9020089,3.88,3.88,[3.8:3.88],1,1,0.774,101-05-3,4886-26-4,68157-60-8,57-68-1,68475-42-3,IMHBYKMAHXWHRP-UHFFFAOYSA-N,QWBOUWUYHMQMSW-UHFFFAOYSA-N,GPXLRLUVLMHHIK-UHFFFAOYSA-N,ASWVTGNCAZCNNR-UHFFFAOYSA-N,CUCMIJQKFCWAPD-UHFFFAOYSA-N,DTXSID9020089,DTXSID801021106,DTXSID1034634,DTXSID6021290,DTXSID4048305,3.88,1.67,3.2,0.19,2.4,2.12,3.04,2.98,0.42,1.46,4.58068,0.323584794296636,4.17517730567764,2.16085679727273,-13.6295816741646,0.53098,2.552,4,25.25,0
DTXSID9034232,NaN,2.55,[2.1:3],1,0.846,0.759,3307-39-9,94-74-6,NOCAS_879301,93-65-2,588-32-9,DKHJWWRYTONYHB-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,UZUNPUFAQCUAJX-UHFFFAOYSA-N,WNTGYJSOUMFZEP-UHFFFAOYSA-N,XSBUXVWJQVTYLC-UHFFFAOYSA-N,DTXSID90875865,DTXSID4024195,DTXSID70879301,DTXSID9024194,DTXSID90207526,2.31,3.25,2.2,3.13,2.03,2.69,2.24,2.4,2.95,2.21,2.92658,0.981777250040068,3.30857492472915,1.85237647572727,-0.879718107136389,0.58852,1.108,0,16.25,0
DTXSID5020865,3.91,3.91,[3.86:3.91],1,1,0.836,101-14-4,91-94-1,139-65-1,NOCAS_877394,NOCAS_877683,IBOFVQJTBBUKMU-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,ICNFHJVPAJKPHW-UHFFFAOYSA-N,QEXIQGCBAFBJNW-UHFFFAOYSA-N,BWKDZWYZDFTGJK-UHFFFAOYSA-N,DTXSID5020865,DTXSID6020432,DTXSID9021344,DTXSID40877394,DTXSID50877683,3.91,3.51,2.18,3.91,2.95,3.02,3.58,1.65,2.89,3.22,4.66929,0.717847965847539,6.20359541102884,2.061401456,15.1690115373808,0.62353,2.027,2,24,0
DTXSID1045033,0.05,0.05,[0.03:0.07],1,1,0.965,10118-90-8,153832-46-3,3577-01-3,NOCAS_875432,35607-66-0,ZZZRUAITSXLWBH-UHFFFAOYSA-N,JUZNIMUFDBIJCM-UHFFFAOYSA-N,FUBBGQLTSCSAON-UHFFFAOYSA-N,CIHBTOCNDSEJCZ-UHFFFAOYSA-N,WZOZEZRFJCJXNZ-UHFFFAOYSA-N,DTXSID1045033,DTXSID50165456,DTXSID4022781,DTXSID00875432,DTXSID1022764,0.05,0.3,-0.3,1.15,-0.02,0.15,0.93,-0.27,-0.1,-0.58,-0.46252,1.01576848248874,1.54523727947767,1.77362190003175,-3.31309076299661,1.16099,4.015,3,36,0
DTXSID8024101,NaN,1.78,[1.08:2.48],1,0.533,0.57,104040-78-0,126801-58-9,74223-64-6,97780-06-8,82097-50-5,HWATZEJQIXKWQS-UHFFFAOYSA-N,UWVKRNOCDUPIDM-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,DTXSID3034610,DTXSID1057951,DTXSID6023864,DTXSID9034573,DTXSID0024345,1.08,2.89,2.2,1.59,1.1,1.35,1.54,1.72,2.91,1.95,1.54209,0.695842755289225,4.16054440970713,1.77671158355556,-36.3556385756221,0.74018,3.42,5,36.75,0
DTXSID4026214,4.34,4.34,[4.31:4.37],1,1,0.913,101-20-2,2008-73-3,127792-30-7,132483-29-5,85879-22-7,ICUTUKXCWQYESQ-UHFFFAOYSA-N,QQYLEGFGULSHPX-UHFFFAOYSA-N,XQGOLOQMSOYPPT-UHFFFAOYSA-N,NUZUQUYTGKCFIH-UHFFFAOYSA-N,RGZVZBUIGHHMHW-UHFFFAOYSA-N,DTXSID4026214,DTXSID80290669,DTXSID10440493,DTXSID10875009,DTXSID40877112,4.34,4.7,5.07,4.95,3.7,4.67,4.53,4.88,4.57,3.77,6.08897,0.542694571626806,6.22795019568773,2.14957568172414,0.476006212465573,0.58534,2.187,2,28,0
DTXSID0057918,NaN,4.67,[4.38:4.97],1,0.61,0.666,74051-80-2,17006-17-6,SRC007-43-1,NOCAS_875103|SRC007-42-2,SRC002-26-8|SRC007-42-5,NMHGOXYVOKDNHF-UHFFFAOYSA-N,MEEGGHJZTZFSBQ-UHFFFAOYSA-N,MLBZEEJFRKMYQY-UHFFFAOYSA-N,PKYIMZMXDYJOKR-UHFFFAOYSA-N,KLTXIVUKPMBXGP-UHFFFAOYSA-N,DTXSID9024304,DTXSID20937728,,DTXSID90875103,,4.38,5.07,5,4.48,4.48,4.61,3.3,4.71,4.27,4.25,3.72049,0.971928838915063,5.59947464252796,1.8222263274,2.90489174009781,1.24191,1.777,1,17.25,0
DTXSID7020764,3.51,3.51,[3.45:3.51],1,1,0.84,101-21-3,2364-50-3,2621-80-9,1538-74-5,NOCAS_875950,CWJSHJJYOPWUGX-UHFFFAOYSA-N,WQRPHHIOZYGAMQ-UHFFFAOYSA-N,WSKXXIMERYQVGJ-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,RNLUYLNMAJFNNW-UHFFFAOYSA-N,DTXSID7020764,DTXSID40946458,DTXSID00180851,DTXSID60165422,DTXSID80875950,3.51,2.51,1.97,3.3,2.95,2.69,2.62,2.94,2.92,1.46,3.49498,0.526959456754923,4.58343872064441,1.79331845038462,-5.27675918318094,0.6484,0.938,1,17,0
DTXSID70554727,6.5,6.5,[6.41:6.59],1,1,0.931,101238-01-1,37673-37-3,111-57-9,68140-98-7,20292-08-4,XVKKTGPETSQMSD-UHFFFAOYSA-N,HQWLBRJUMWPIOA-UHFFFAOYSA-N,OTGQIQQTPXJQRG-UHFFFAOYSA-N,FYWZXBFLSZJILE-UHFFFAOYSA-N,LWLRMRFJCCMNML-UHFFFAOYSA-N,DTXSID70554727,DTXSID20191101,DTXSID9042178,DTXSID40867497,DTXSID50864937,6.5,6.97,4.46,3.42,8.03,6.32,5.26,5.99,5.64,7.48,5.99359000000001,0.90913763032087,11.49158090516,1.63009791846154,-6.57382998694074,1.45379,0.776,1,14.75,0
DTXSID8037754,3.42,3.41,[3.35:3.42],1,1,0.816,101-37-1,111041-67-9,111041-57-7,84640-38-0,121788-14-5,BJELTSYBAHKXRW-UHFFFAOYSA-N,NVDXFDUKTBCVBI-UHFFFAOYSA-N,WNFVUAADJUNUPU-UHFFFAOYSA-N,MAFHAOGGCDWNAZ-UHFFFAOYSA-N,YAIDJRBLJZHIPY-UHFFFAOYSA-N,DTXSID8037754,DTXSID30876432,,DTXSID20877271,DTXSID20876805,3.42,2.14,3.08,1.59,2.28,2.32,1.85,2.47,2.33,1.87,2.56014,0.812745586547059,5.17895026643991,1.59074559545455,-26.6048731256594,0.58972,1.579,3,22.5,0
DTXSID4025587,2.47,2.47,[2.44:2.47],1,1,0.919,101-39-3|15174-47-7,2143-80-8,122-57-6,93-53-8,2481-53-0,VLUMOWNVWOXZAU-UHFFFAOYSA-N,ZUZCIZDIGXGYDS-UHFFFAOYSA-N,BWHOZHOGCMHOBV-UHFFFAOYSA-N,IQVAERDLDAZARL-UHFFFAOYSA-N,HMPIVEBXKYNVET-UHFFFAOYSA-N,DTXSID4025587|DTXSID401018359,DTXSID10876253,DTXSID4025662,DTXSID0052629,DTXSID50876252,2.47,2.34,2.07,1.96,2.25,2.17,2.31,2.12,2.14,2.3,2.33998,0.834534127022619,4.56440679091081,1.92208490952381,2.53130849614536e-14,0.46816,1.124,0,14.75,0
DTXSID1044352,1.83,1.84,[1.83:1.94],1,1,0.844,101-41-7,93-89-0,99-75-2,99-36-5,89-71-4,CRZQGDNQQAALAY-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,QSSJZLPUHJDYKF-UHFFFAOYSA-N,CPXCDEMFNPKOEF-UHFFFAOYSA-N,WVWZECQNFWFVFW-UHFFFAOYSA-N,DTXSID1044352,DTXSID3038696,DTXSID4025668,DTXSID2059196,DTXSID6048208,1.83,2.64,2.7,2.77,2.75,2.56,2.32,2.52,2.51,2.49,1.63599,1.00666721975732,3.84624330876795,1.78403157619048,-3.15454936702377,0.49083,0.984,0,13.75,0
DTXSID7037551,0.98,0.98,[0.98:1],1,1,0.937,101-42-8,938-91-0,330-39-2,332-33-2,7160-01-2,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,ZWOULFZCQXICLZ-UHFFFAOYSA-N,ANWCBSUPTRJETC-UHFFFAOYSA-N,GNIZUUCYAIPGKZ-UHFFFAOYSA-N,QTERLAXNZRFFMZ-UHFFFAOYSA-N,DTXSID7037551,DTXSID50239661,DTXSID80186634,DTXSID50186843,DTXSID60221835,0.98,1.02,1.37,1.13,1.33,1.2,1.29,1.2,1.32,1.27,1.97818,0.838173548923548,4.45357053665911,1.67667498791667,-12.5136683584001,0.50554,1.38,2,15.5,0
DTXSID7051507,3.13,3.13,[3.11:3.15],1,1,0.897,101-43-9,24199-46-0,5240-32-4,3066-71-5,5392-40-5|141-27-5,OIWOHHBRDFKZNC-UHFFFAOYSA-N,SAXWRVSDVXCTEL-UHFFFAOYSA-N,YASSLXHVJQGNOK-UHFFFAOYSA-N,KBLWLMPSVYBVDK-UHFFFAOYSA-N,WTEVQBCEXWBHNA-UHFFFAOYSA-N,DTXSID7051507,DTXSID4066967,DTXSID40863510,DTXSID2022204,DTXSID6024836|DTXSID20881217,3.13,3.3,2.8,2.8,3.1,2.7,2.99,2.74,2.7,2.94,2.59848,0.823705902200005,4.63650437688964,1.67624389142857,-3.54721702346448,0.84476,0.685,0,9.75,0
DTXSID1041978,6.16,6.16,[6.12:6.2],1,1,0.901,101463-69-8,83164-33-4,86811-58-7,147315-50-2,71422-67-8,RYLHNOVXKPXDIP-UHFFFAOYSA-N,WYEHFWKAOXOVJD-UHFFFAOYSA-N,YOWNVPAUWYHLQX-UHFFFAOYSA-N,LEVFXWNQQSSNAC-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,DTXSID1041978,DTXSID4041494,DTXSID1046556,DTXSID4051299,DTXSID5041772,6.16,4.9,5.1,7.1,5.8,5.78,5.96,5.87,5.87,5.65,6.88807,0.72719927830019,11.820931169637,1.93899876934783,-5.80384042591787,0.71841,2.516,2,45.25,0
DTXSID3047001,2.23,2.23,[2.19:2.27],1,1,0.902,101-48-4,5673-07-4,38064-90-3,2186-92-7,1004-66-6,WNJSKZBEWNVKGU-UHFFFAOYSA-N,FPEUDBGJAVKAEE-UHFFFAOYSA-N,OSNMRWURXNWCGA-UHFFFAOYSA-N,NNHYAHOTXLASEA-UHFFFAOYSA-N,GFNZJAUVJCGWLW-UHFFFAOYSA-N,DTXSID3047001,DTXSID4022230,DTXSID70191474,DTXSID3062239,DTXSID40143248,2.23,2.87,2.76,2.01,3.02,2.61,2.31,2.7,2.43,2.92,1.848,1.60918300853466,5.0329303590325,1.66377616692308,-6.79204333388473,0.61191,0.884,0,13,0
DTXSID6059231,NaN,-1.31,[-2.29:-0.33],1,0.445,0.515,81-11-8,123251-96-7,2783-94-0,84029-45-8,6408-78-2,REJHVSOVQBJEBF-UHFFFAOYSA-N,PEIQLVWMYVLUAU-UHFFFAOYSA-N,KEYWXKLGZZGHMT-UHFFFAOYSA-N,RLVVHEISMLHVND-UHFFFAOYSA-N,OPBOOIFXQHPAPJ-UHFFFAOYSA-N,DTXSID5024926,DTXSID701019770,DTXSID6021456,DTXSID20232907,DTXSID2044711,-1.7,-2.51,-0.1,-1.94,-0.09,-1.46,-1.2,-0.88,-1.41,-0.42,3.66998,0.675618808912888,2.65648222472326,2.1188540212,8.82299889154353,0.58995,4.819,3,33.75,0
DTXSID10869362,NaN,3.43,[2.96:3.9],1,0.455,0.609,2534-77-2,NOCAS_874627,60-40-2,108-85-0,56400-11-4,QXYOAWHKJRWNID-UHFFFAOYSA-N,HKIVGGVWIFGMGR-UHFFFAOYSA-N,IMYZQPCYWPFTAG-UHFFFAOYSA-N,AQNQQHJNRPDOQV-UHFFFAOYSA-N,NQLOCEHIABWQFH-UHFFFAOYSA-N,DTXSID20878960,DTXSID00874627,DTXSID0023240,DTXSID1044148,DTXSID30875783,3.54,3.57,2.7,3.2,4.15,3.15,3.46,3.55,3.69,3.04,3.1202,1.02966624833619,6.3667827218233,1.95344096387097,0.62627626637582,1.36166,0.764,1,6.5,0
DTXSID7025895,2.4,2.4,[2.36:2.44],1,1,0.878,101-54-2,578-07-4,1689-82-3,122-37-2,NOCAS_877416,ATGUVEKSASEFFO-UHFFFAOYSA-N,QWAGALBSTFENEE-UHFFFAOYSA-N,BEYOBVMPDRKTNR-UHFFFAOYSA-N,JTTMYKSFKOOQLP-UHFFFAOYSA-N,VIGUTMAIGWMVBQ-UHFFFAOYSA-N,DTXSID7025895,DTXSID80206487,DTXSID3022160,DTXSID5037739,DTXSID00877416,2.4,3.26,3.57,2.82,1.77,2.93,2.41,3.01,3.21,3.2,4.72078,0.708334864406974,5.88106635456034,1.89630058111111,7.30596193430736,0.44905,2.035,2,21.25,0
DTXSID5020869,NaN,3.55,[3:4.23],1,0.531,0.628,82-92-8,144458-97-9,50-49-7,58-73-1,83-98-7,UVKZSORBKUEBAZ-UHFFFAOYSA-N,NBGINXOTLONCOZ-UHFFFAOYSA-N,BCGWQEUPMDMJNV-UHFFFAOYSA-N,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,QVYRGXJJSLMXQH-UHFFFAOYSA-N,DTXSID4022864,DTXSID70878430,DTXSID1043881,DTXSID4022949,DTXSID3023396,3,3.05,4.8,3.27,3.77,3.83,3.24,5.21,3.61,3.82,3.2218,2.27202192335939,10.3113533540257,1.77534701952381,-16.5204085504578,0.69406,1.371,2,24.5,0
DTXSID30893609,NaN,2.78,[2.38:3.18],1,0.705,0.716,3874-54-2,4894-75-1,94723-89-4,2235-83-8,123989-31-1,HXAOUYGZEOZTJO-UHFFFAOYSA-N,YKAYMASDSHFOGI-UHFFFAOYSA-N,HROYTUBGASOINW-UHFFFAOYSA-N,DGMYRPFYNFQCHM-UHFFFAOYSA-N,UUZUQJOJASRJBK-UHFFFAOYSA-N,DTXSID3057729,DTXSID80197644,DTXSID60876824,DTXSID10176886,DTXSID701010223,2.84,2.3,3.26,2.42,3.3,3.63,2.94,2.86,2.57,2.88,3.00359,0.714944481906554,5.07526351699436,1.95367709130435,4.44089209850063e-15,0.67389,1.193,0,15.25,0
DTXSID1025485,2.8,2.8,[2.77:2.83],1,1,0.894,101-72-4,212485-59-1,95384-54-6,55814-41-0,99081-88-6,OUBMGJOQLXMSNT-UHFFFAOYSA-N,WXFPSYMBUDMSLW-UHFFFAOYSA-N,UYEQCMFKOLYLNW-UHFFFAOYSA-N,BCTQJXQXJVLSIG-UHFFFAOYSA-N,XEXPUYTXDUCYRG-UHFFFAOYSA-N,DTXSID1025485,DTXSID30877984,DTXSID60538339,DTXSID1037565,DTXSID20878006,2.8,3.6,2.59,3.66,3.37,3.23,2.81,2.92,3.56,3.25,4.85059,1.02016840815748,8.2491410519838,1.82434037666667,-0.956338450021382,0.62824,1.849,2,23,0
DTXSID6022422,1.59,1.59,[1.56:1.62],1,1,0.973,101-77-9,92-87-5,621-95-4,1454-80-4,2243-62-1,YBRVSVVVWCFQMG-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,UHNUHZHQLCGZDA-UHFFFAOYSA-N,HOLGXWDGCVTMTB-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,DTXSID6022422,DTXSID2020137,DTXSID3060742,DTXSID00163003,DTXSID3020916,1.59,1.34,2.25,1.34,0.89,1.53,1.47,1.55,1.47,1.46,3.36249,0.479630338954328,6.01497567208365,1.89293107666667,14.7152773894438,0.52261,1.847,2,21.5,0
DTXSID0021094,1.36,1.36,[1.36:1.44],1,1,0.801,101-80-4,25293-29-2,NOCAS_877419,NOCAS_877140,95384-59-1,HLBLWEWZXPIGSM-UHFFFAOYSA-N,UIPDOEPZZQRQKQ-UHFFFAOYSA-N,WKIWEDKDZPIULI-UHFFFAOYSA-N,VHYUYVYLFTZQFX-UHFFFAOYSA-N,DIHWGGRWJUIUJV-UHFFFAOYSA-N,DTXSID0021094,DTXSID10179933,DTXSID80877419,DTXSID70877140,DTXSID30538341,1.36,2.99,3.01,2.91,1.45,2.62,1.94,3.01,2.54,2.45,3.14409,0.726418878965456,4.92559678319476,1.84506156,11.337491582617,0.46763,2.032,2,22.5,0
DTXSID4046787,NaN,3.21,[2.73:3.69],1,0.465,0.614,110703-94-1,NOCAS_878244,NOCAS_872064,139051-78-8,NOCAS_872258,BCSVCWVQNOXFGL-UHFFFAOYSA-N,LUHTVPPVLNSXLB-UHFFFAOYSA-N,QTWWLLDGHIEDCM-UHFFFAOYSA-N,UCKHICKHGAOGAP-UHFFFAOYSA-N,WSAJKSBDWKKQIM-UHFFFAOYSA-N,DTXSID80149365,DTXSID80878244,DTXSID20872064,DTXSID90874898,DTXSID90872258,2.37,3.35,3.47,3.28,3.74,2.35,2.04,3.73,2.8,3.56,4.92088,0.673195108091049,6.05991258048313,2.16477585891892,0.962808579729603,0.70918,2.227,4,37.75,0
DTXSID6025018,3.5,3.5,[3.46:3.54],1,1,0.885,101-83-7,286-99-7,147064-42-4,NOCAS_877663,147085-68-5,XBPCUCUWBYBCDP-UHFFFAOYSA-N,VLJLXEKIAALSJE-UHFFFAOYSA-N,YNPJHPVRCSPJRY-UHFFFAOYSA-N,HCYSJBICYOIBLS-UHFFFAOYSA-N,KQLIVVYSTDBTMZ-UHFFFAOYSA-N,DTXSID6025018,DTXSID00883355,DTXSID30874711,DTXSID50877663,,3.5,4.7,3.54,4.51,3.38,3.98,5.33,3.55,5.09,3.69,3.2414,1.23685047542593,7.76146694444444,1.68573640864865,-0.210272335508309,1.12531,0.614,1,7.5,0
DTXSID9021847,4.13,4.13,[4.12:4.14],1,1,0.947,101-84-8,3586-14-9,132-64-9,92-83-1,92-52-4,USIUVYZYUHIAEV-UHFFFAOYSA-N,UDONPJKEOAWFGI-UHFFFAOYSA-N,TXCDCPKCNAJMEE-UHFFFAOYSA-N,GJCOSYZMQJWQCA-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,DTXSID9021847,DTXSID8027537,DTXSID2021993,DTXSID1059070,DTXSID4020161,4.13,4.46,4.12,4.23,4.01,4.31,3.86,4.36,4.16,4.07,3.97969,1.18024558542899,6.18315,1.9700384625,-1.3861725912337,0.4153,1.164,0,20,0
DTXSID2020470,NaN,1.72,[1.41:2.03],1,0.663,0.761,69098-08-4,120-25-2,2989-17-5,5451-71-8,23022-51-7,CDCQKYGCIPUMCF-UHFFFAOYSA-N,BERFDQAMXIBOHM-UHFFFAOYSA-N,OMAUDUHRMMRHBV-UHFFFAOYSA-N,XRZZOPVYBXOXCN-UHFFFAOYSA-N,SQOOCOWOFKBMOB-UHFFFAOYSA-N,DTXSID401036400,DTXSID3059509,DTXSID20875999,DTXSID30281507,DTXSID50177579,1.89,1.63,2.08,1.78,1.09,2.45,1.76,2,1.76,1.09,1.74259,1.43206682941106,4.24136239420462,1.693541885625,-9.30441025393356,0.63244,1.453,0,18,0
DTXSID8021355,NaN,8.82,[7.5:10.14],1,0.473,0.433,604-35-3,878665-13-5,110553-27-0,67-96-9,50-14-6,XUGISPSHIFXEHZ-UHFFFAOYSA-N,LNTJADZLGCWBQH-UHFFFAOYSA-N,GAODDBNJCKQQDY-UHFFFAOYSA-N,ILYCWAKSDCYMBB-UHFFFAOYSA-N,MECHNRXZTMCUDQ-UHFFFAOYSA-N,DTXSID60889358,DTXSID601020940,DTXSID6044199,DTXSID5022938,DTXSID5020233,7.2,9.4,10,7.5,10.44,8.04,9.2,9.84,7.95,7.88,8.97986,0.854888849494398,16.7448507790825,1.70725072165854,0.686911345178633,1.60109,0.894,0,23.25,0
