MoleculeID,LogBCF_exp,LogBCF_pred,BCF_predRange,AD_BCF,AD_index_BCF,Conf_index_BCF,LogBCF_CAS_neighbor_1,LogBCF_CAS_neighbor_2,LogBCF_CAS_neighbor_3,LogBCF_CAS_neighbor_4,LogBCF_CAS_neighbor_5,LogBCF_InChiKey_neighbor_1,LogBCF_InChiKey_neighbor_2,LogBCF_InChiKey_neighbor_3,LogBCF_InChiKey_neighbor_4,LogBCF_InChiKey_neighbor_5,LogBCF_DTXSID_neighbor_1,LogBCF_DTXSID_neighbor_2,LogBCF_DTXSID_neighbor_3,LogBCF_DTXSID_neighbor_4,LogBCF_DTXSID_neighbor_5,LogBCF_Exp_neighbor_1,LogBCF_Exp_neighbor_2,LogBCF_Exp_neighbor_3,LogBCF_Exp_neighbor_4,LogBCF_Exp_neighbor_5,LogBCF_pred_neighbor_1,LogBCF_pred_neighbor_2,LogBCF_pred_neighbor_3,LogBCF_pred_neighbor_4,LogBCF_pred_neighbor_5,XLogP,CrippenLogP,nHBAcc,minsCl,LipinskiFailures,ALogP,naasC,nAcid,ATSC0v,ATSC1s
DTXSID9034650,NaN,0.41,[0.15:0.67],0,0.191,0.564,1634-78-2,3089-11-0,839-90-7,78-51-3,108-78-1,WSORODGWGUUOBO-UHFFFAOYSA-N,BNCADMBVWNPPIZ-UHFFFAOYSA-N,BPXVHIRIPLPOPT-UHFFFAOYSA-N,WTLBZVNBAKMVDP-UHFFFAOYSA-N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,DTXSID9020790,DTXSID9027520,DTXSID4026266,DTXSID5021758,DTXSID6020802,0.05,0.54,0.2,0.76,0.58,0.91,0.65,0.17,1.16,0.36,0.0909999999999994,1.50856,11,0.105412447733589,1,-0.496100000000001,6,0,1825.15670557503,-24.2777549133485
DTXSID9021845,NaN,0.57,[0.37:0.77],1,0.558,0.73,110-98-5,126-30-7,479-27-6,2814-20-2,462-08-8,AZUXKVXMJOIAOF-UHFFFAOYSA-N,SLCVBVWXLSEKPL-UHFFFAOYSA-N,YFOOEYJGMMJJLS-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,CUYKNJBYIJFRCU-UHFFFAOYSA-N,DTXSID7026863,DTXSID8027036,DTXSID6044432,DTXSID1027502,DTXSID9047461,0.66,0.67,0.8,0.26,0.32,0.46,0.63,0.38,0.61,0.66,-0.0380000000000003,0.1302,3,0,0,-0.6731,0,0,944.445298806551,-6.75496031746032
DTXSID0027721,NaN,3.59,[3.07:4.11],0,0.22,0.485,2668-47-5,1460-02-2,84-15-1,41122-70-7,119-47-1,JIEWQZNTUPWNMX-UHFFFAOYSA-N,GUFMBISUSZUUCB-UHFFFAOYSA-N,OIAQMFOKAXHPNH-UHFFFAOYSA-N,VADSDVGLFDVIMG-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,DTXSID7062582,DTXSID50163255,DTXSID1049697,DTXSID4025404,DTXSID4020870,3.78,4.36,3.48,3.52,2.74,3.59,3.7,2.88,2.67,3.58,14.736,8.21669000000001,1,0,1,1.408,6,0,3439.1489755335,-3.0440513354145
DTXSID1047601,NaN,1.19,[0.72:1.66],1,0.545,0.608,1490-04-6|2216-51-5,91-66-7,622-57-1,3811-49-2,2631-40-5,NOOLISFMXDJSKH-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,AASABFUMCBTXRL-UHFFFAOYSA-N,OUNSASXJZHBGAI-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,DTXSID8029650|DTXSID1022180,DTXSID8021800,DTXSID7060754,DTXSID7041885,DTXSID6042072,1.04,2.01,0.61,1.31,0.95,2.15,1.44,1.15,1.42,1.03,4.066,2,1,0,0,0.454999999999999,1,0,1321.2234507653,-5.65138888888889
DTXSID20884445,NaN,1.7,[1.16:2.25],0,0.129,0.451,1116-76-3,3319-31-1,26761-40-0,78-42-2,60782-58-3,XTAZYLNFDRKIHJ-UHFFFAOYSA-N,KRADHMIOFJQKEZ-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,GTVWRXDRKAHEAD-UHFFFAOYSA-N,NOVLNRUYLAGEMC-UHFFFAOYSA-N,DTXSID3047635,DTXSID9026265,DTXSID4025082,DTXSID0021414,DTXSID30878375,1.93,1.17,1.16,1.7,2.7,2.48,1.93,2.05,2.11,2.49,19.574,14.12208,2,0,2,-8.43480000000001,0,0,6019.03213598898,0.637086492270565
DTXSID6020692,NaN,0.4,[0.08:0.72],1,0.429,0.633,111-94-4,96-45-7,2122-19-2,60-51-5,110-91-8,SBAJRGRUGUQKAF-UHFFFAOYSA-N,PDQAZBWRQCGBEV-UHFFFAOYSA-N,NGZJXCFNBVJLQN-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,YNAVUWVOSKDBBP-UHFFFAOYSA-N,DTXSID2041464,DTXSID5020601,DTXSID3052694,DTXSID7020479,DTXSID2025688,0.08,0.26,1,0.2,0.45,0.17,0.34,0.16,0.59,0.2,-0.186,-1.0198,4,0,0,0.0858000000000004,0,0,983.044024066149,0.793388429752066
DTXSID3041584,NaN,1.59,[0.87:2.31],1,0.248,0.418,126-72-7,1241-94-7,5124-25-4,25311-71-1,66332-96-5,PQYJRMFWJJONBO-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,HOQADATXFBOEGG-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,DTXSID5021413,DTXSID1025300,DTXSID8052148,DTXSID8032417,DTXSID8024109,0.51,2.49,1.61,2.12,1.29,2.37,2.19,1.54,1.73,1.82,8.396,6.60367000000001,5,0,2,2.6868,3,0,2623.60594700049,-20.5995543266622
DTXSID0026252,NaN,2.69,[2.33:3.05],1,0.425,0.605,5510-99-6,104-40-5,4821-19-6,90-30-2,115-86-6,FHTGJZOULSYEOB-UHFFFAOYSA-N,IGFHQQFPSIBGKE-UHFFFAOYSA-N,AUEZNTKYSSUTGZ-UHFFFAOYSA-N,XQVWYOYUZDUNRW-UHFFFAOYSA-N,XZZNDPSIHUTMOC-UHFFFAOYSA-N,DTXSID0044440,DTXSID5033836,DTXSID60197465,DTXSID2025892,DTXSID1021952,2.39,2.58,3.02,3.23,2.28,2.33,2.76,2.63,2.28,1.51,7.338,5.67197,0,0,1,-1.2589,3,0,1953.56250370114,-8.61600119193824
DTXSID9020089,NaN,1.91,[1.49:2.24],1,0.393,0.622,35367-38-5,330-54-1,709-98-8,91-94-1,101-14-4,QQQYTWIFVNKMRW-UHFFFAOYSA-N,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,LFULEKSKNZEWOE-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,DTXSID1024049,DTXSID0020446,DTXSID8022111,DTXSID6020432,DTXSID5020865,2.2,1.15,1.84,2.16,2.24,2.4,1.75,1.66,2.25,2.22,3.318,4.58068,4,0.687989927338105,0,0.9231,5,0,855.323454289984,-1.84538895576521
DTXSID9034232,NaN,0.6,[0.3:0.9],1,0.48,0.664,118-91-2,51-44-5,50-30-6,50-31-7,127-20-8,IKCLCGXPQILATA-UHFFFAOYSA-N,VPHHJAOJUJHJKD-UHFFFAOYSA-N,MRUDNSFOFOQZDA-UHFFFAOYSA-N,XZIDTOHMJBOSOX-UHFFFAOYSA-N,NDUPDOJHUQKPAG-UHFFFAOYSA-N,DTXSID4024771,DTXSID9024980,DTXSID0024979,DTXSID6040296,DTXSID5024001,1,0.36,0.26,0.54,0.86,0.42,0.51,0.56,0.43,0.42,2.356,2.92658,2,0.766091112370874,0,0.2446,2,1,1099.64759260267,-7.3370276842499
DTXSID5020865,2.24,2.24,[2.23:2.25],1,1,0.99,101-14-4,91-94-1,97-23-4,510-15-6,35367-38-5,IBOFVQJTBBUKMU-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,RAPBNVDSDCTNRC-UHFFFAOYSA-N,QQQYTWIFVNKMRW-UHFFFAOYSA-N,DTXSID5020865,DTXSID6020432,DTXSID6021824,DTXSID9020299,DTXSID1024049,2.24,2.16,2.28,2.68,2.2,2.22,2.25,2.42,2.04,2.4,3.461,4.66929,2,0.816498420241439,0,0.445,6,0,1561.66644153007,-6.15777000656602
DTXSID1045033,NaN,0.4,[0.15:0.65],0,0.211,0.579,839-90-7,66-81-9,78-51-3,108-78-1,1634-78-2,BPXVHIRIPLPOPT-UHFFFAOYSA-N,YPHMISFOHDHNIV-UHFFFAOYSA-N,WTLBZVNBAKMVDP-UHFFFAOYSA-N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,WSORODGWGUUOBO-UHFFFAOYSA-N,DTXSID4026266,DTXSID6024882,DTXSID5021758,DTXSID6020802,DTXSID9020790,0.2,0.45,0.76,0.58,0.05,0.17,0.34,1.16,0.36,0.91,-1.583,-0.46252,9,0,0,-3.135,4,0,2849.80143101036,-15.1795081018518
DTXSID8024101,NaN,0.19,[-0.15:0.53],0,0.211,0.528,962-58-3,839-90-7,108-78-1,1634-78-2,3761-42-0,VBLJFQYCTRKKKF-UHFFFAOYSA-N,BPXVHIRIPLPOPT-UHFFFAOYSA-N,JDSHMPZPIAZGSV-UHFFFAOYSA-N,WSORODGWGUUOBO-UHFFFAOYSA-N,ZDHYERRNXRANLI-UHFFFAOYSA-N,DTXSID5037523,DTXSID4026266,DTXSID6020802,DTXSID9020790,DTXSID6041975,-0.35,0.2,0.58,0.05,0.51,0.69,0.17,0.36,0.91,0.17,1.324,1.54209,10,0,0,-0.9399,5,0,1969.66571380427,-23.4645470469992
DTXSID4026214,NaN,2.75,[2.16:3.43],1,0.414,0.584,101-14-4,299-84-3,2104-96-3,35367-38-5,91-94-1,IBOFVQJTBBUKMU-UHFFFAOYSA-N,JHJOOSLFWRRSGU-UHFFFAOYSA-N,NYQDCVLCJXRDSK-UHFFFAOYSA-N,QQQYTWIFVNKMRW-UHFFFAOYSA-N,HUWXDEQWWKGHRV-UHFFFAOYSA-N,DTXSID5020865,DTXSID2034885,DTXSID1041683,DTXSID1024049,DTXSID6020432,2.24,3.58,3.59,2.2,2.16,2.22,3.25,3.27,2.4,2.25,4.302,6.08897,3,0.838983085812558,0,1.6052,5,0,1367.11400690467,-3.00341535791271
DTXSID0057918,NaN,0.88,[0.51:1.25],1,0.384,0.56,1212-29-9,102-82-9,1502-22-3,120-54-7,947-04-6,KAJICSGLHKRDLN-UHFFFAOYSA-N,IMFACGCPASFAPR-UHFFFAOYSA-N,GVNVAWHJIKLAGL-UHFFFAOYSA-N,VNDRMZTXEFFQDR-UHFFFAOYSA-N,JHWNWJKBPDFINM-UHFFFAOYSA-N,DTXSID9020451,DTXSID4026183,DTXSID30870879,DTXSID0044789,DTXSID1027344,0.64,1.4,0.7,1.23,0.41,1.18,1.44,1.99,1.91,1.28,2.729,3.72049,2,0,0,-0.742400000000003,0,0,2555.0425565649,3.65769749572794
DTXSID7020764,NaN,1.51,[1.15:1.96],1,0.523,0.62,330-54-1,709-98-8,330-55-2,131-09-9,1746-81-2,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,LFULEKSKNZEWOE-UHFFFAOYSA-N,XKJMBINCVNINCA-UHFFFAOYSA-N,FPKCTSIVDAWGFA-UHFFFAOYSA-N,LKJPSUCKSLORMF-UHFFFAOYSA-N,DTXSID0020446,DTXSID8022111,DTXSID2024163,DTXSID7049213,DTXSID0037576,1.15,1.84,1.25,2.28,1.15,1.75,1.66,1.83,1.66,1.72,3.192,3.49498,3,0.802485429128213,0,0.712500000000001,2,0,1337.72057786639,-3.53759100981323
DTXSID70554727,NaN,2.5,[1.92:2.97],1,0.347,0.518,117-81-7,60782-58-3,1241-94-7,13358-11-7,26761-40-0,BJQHLKABXJIVAM-UHFFFAOYSA-N,NOVLNRUYLAGEMC-UHFFFAOYSA-N,CGSLYBDCEGBZCG-UHFFFAOYSA-N,MVKYQJHRHHQPDM-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,DTXSID5020607,DTXSID30878375,DTXSID1025300,DTXSID9042176,DTXSID4025082,2.77,2.7,2.49,2.97,1.16,2.1,2.49,2.19,2.12,2.05,7.526,5.99359000000001,3,0,2,-1.3684,0,0,3181.01393310723,-2.73717948717949
DTXSID8037754,NaN,1.47,[0.95:1.95],1,0.525,0.609,315-18-4,2636-26-2,122-14-5,298-00-0,2655-14-3,YNEVBPNZHBAYOA-UHFFFAOYSA-N,SCKHCCSZFPSHGR-UHFFFAOYSA-N,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,RLBIQVVOMOPOHC-UHFFFAOYSA-N,CVQODEWAPZVVBU-UHFFFAOYSA-N,DTXSID7020893,DTXSID0041806,DTXSID4032613,DTXSID1020855,DTXSID7058042,1.42,1.56,1.95,1.93,0.4,1.15,1.03,1.74,1.46,1.23,2.001,2.56014,3,0,0,1.695,3,0,1543.61930240222,-7.26515151515151
DTXSID4025587,NaN,1.46,[0.83:2.09],1,0.606,0.625,91-66-7,622-57-1,103-83-3,103-69-5,118-44-5,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,AASABFUMCBTXRL-UHFFFAOYSA-N,XXBDWLFCJWSEKW-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,KDFFXYVOTKKBDI-UHFFFAOYSA-N,DTXSID8021800,DTXSID7060754,DTXSID8021854,DTXSID1025271,DTXSID8059473,2.01,0.61,1.15,1.11,2.32,1.44,1.15,0.9,0.97,2.31,4.166,2.33998,1,0,0,0.7218,1,0,1128.1762233803,-0.359788359788359
DTXSID1044352,NaN,0.83,[0.47:1.15],1,0.587,0.679,579-10-2,103-83-3,103-69-5,121-69-7,696-44-6,LMTGCJANOQOGPI-UHFFFAOYSA-N,XXBDWLFCJWSEKW-UHFFFAOYSA-N,OJGMBLNIHDZDGS-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,FBGJJTQNZVNEQU-UHFFFAOYSA-N,DTXSID8060373,DTXSID8021854,DTXSID1025271,DTXSID2020507,DTXSID2061014,0.18,1.15,1.11,0.9,0.86,1.01,0.9,0.97,1.16,0.93,3.401,1.63599,2,0,0,0.0459999999999999,1,0,1073.83278831114,-1.12962962962963
DTXSID7037551,NaN,0.73,[0.18:1.3],1,0.538,0.582,579-10-2,62-44-2,2814-20-2,2212-67-1,314-40-9,LMTGCJANOQOGPI-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,JSAKSKHTLVSNQJ-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,OSOBMCTWSONQHC-UHFFFAOYSA-N,DTXSID8060373,DTXSID1021116,DTXSID1027502,DTXSID6024206,DTXSID4022020,0.18,1.48,0.26,1.41,0.51,1.01,0.6,0.61,0.87,0.41,2.035,1.97818,3,0,0,-0.4231,1,0,1186.85430291621,-2.59953703703703
DTXSID7051507,NaN,1.12,[0.52:1.72],1,0.601,0.577,2212-67-1,579-10-2,142-96-1,1502-22-3,62-44-2,DEDOPGXGGQYYMW-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DURPTKYDGMDSBL-UHFFFAOYSA-N,GVNVAWHJIKLAGL-UHFFFAOYSA-N,CPJSUEIXXCENMM-UHFFFAOYSA-N,DTXSID6024206,DTXSID8060373,DTXSID1022007,DTXSID30870879,DTXSID1021116,1.41,0.18,1.86,0.7,1.48,0.87,1.01,1.47,1.99,0.6,2.542,2.59848,2,0,0,-0.4276,0,0,1406.41685593342,-1.28571428571429
DTXSID1041978,NaN,1.97,[1.23:2.82],1,0.256,0.36,5124-25-4,66332-96-5,79-94-7,69806-40-2,3864-99-1,BBFRYSKTTHYWQZ-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,VEORPZCZECFIRK-UHFFFAOYSA-N,MFSWTRQUCLNFOM-UHFFFAOYSA-N,UWSMKYBKUPAEJQ-UHFFFAOYSA-N,DTXSID8052148,DTXSID8024109,DTXSID1026081,DTXSID6024123,DTXSID4038893,1.61,1.29,2.43,1.23,3.57,1.54,1.82,5.33,1.74,2.57,7.649,6.88807,4,0.0243925741994768,1,2.3762,9,0,1701.70955987553,-18.9063749892144
DTXSID3047001,NaN,1.02,[0.46:1.58],1,0.582,0.62,134-62-3,2631-40-5,91-66-7,103-83-3,622-57-1,MMOXZBCLCQITDF-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,XXBDWLFCJWSEKW-UHFFFAOYSA-N,AASABFUMCBTXRL-UHFFFAOYSA-N,DTXSID2021995,DTXSID6042072,DTXSID8021800,DTXSID8021854,DTXSID7060754,0.38,0.95,2.01,1.15,0.61,1.07,1.03,1.44,0.9,1.15,3.692,1.848,2,0,0,0.2842,1,0,1328.58979449131,-0.394230769230769
DTXSID6059231,NaN,0.38,[0.26:0.5],0,0.226,0.662,135-51-3,134-47-4,5460-09-3,87-02-5,90-51-7,USWINTIHFQKJTR-UHFFFAOYSA-N,PCGISRHGYLRXSR-UHFFFAOYSA-N,APRRQJCCBSJQOQ-UHFFFAOYSA-N,KYARBIJYVGJZLB-UHFFFAOYSA-N,HBZVNWNSRNTWPS-UHFFFAOYSA-N,DTXSID8044543,DTXSID7059642,DTXSID4027600,DTXSID7026520,DTXSID0026547,0.3,0.26,0.46,0.38,0.61,0.48,0.48,0.42,0.61,0.38,2.373,3.66998,9,0,0,-1.8329,5,2,1520.72221328847,-58.0971720871839
DTXSID10869362,NaN,1.77,[0.8:2.74],1,0.505,0.462,1490-04-6|2216-51-5,544-01-4,78-59-1,79-92-5,135-88-6,NOOLISFMXDJSKH-UHFFFAOYSA-N,AQZGPSLYZOOYQP-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,CRPUJAZIXJMDBK-UHFFFAOYSA-N,KEQFTVQCIQJIQW-UHFFFAOYSA-N,DTXSID8029650|DTXSID1022180,DTXSID8052198,DTXSID8020759,DTXSID8026488,DTXSID4021131,1.04,2.23,0.3,2.98,2.37,2.15,2.04,1.25,2.17,2.16,3.134,3.1202,1,0,0,2.1245,0,0,1759.97539319309,-2.03608566750742
DTXSID7025895,NaN,1.7,[1.18:2.22],1,0.495,0.598,101-77-9,90-41-5,92-84-2,122-39-4,3766-81-2,YBRVSVVVWCFQMG-UHFFFAOYSA-N,TWBPWBPGNQWFSJ-UHFFFAOYSA-N,WJFKNYWRSNBZNX-UHFFFAOYSA-N,DMBHHRLKUKUOEG-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTXSID6022422,DTXSID3030189,DTXSID5021126,DTXSID4021975,DTXSID4058077,1.18,1.41,2.55,2.18,1.41,1.57,2.08,1.9,1.71,1.46,3.669,4.72078,2,0,0,-1.1703,3,0,1362.49879494794,-4.12536982248521
DTXSID5020869,NaN,1.53,[0.56:2.5],1,0.451,0.454,90-94-8,84-51-5,1582-09-8,3766-81-2,134-62-3,VVBLNCFGVYUYGU-UHFFFAOYSA-N,SJEBAWHUJDUKQK-UHFFFAOYSA-N,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,MMOXZBCLCQITDF-UHFFFAOYSA-N,DTXSID2020894,DTXSID5044994,DTXSID4021395,DTXSID4058077,DTXSID2021995,1.45,0.98,3.36,1.41,0.38,1.23,1.63,2.16,1.46,1.07,4.949,3.2218,2,0,0,0.891799999999999,4,0,2181.99239618937,-0.750842752329967
DTXSID30893609,NaN,1.67,[1.09:2.25],1,0.472,0.578,82-44-0,500-28-7,2463-84-5,622-57-1,91-66-7,BOCJQSFSGAZAPQ-UHFFFAOYSA-N,NZNRRXXETLSZRO-UHFFFAOYSA-N,OTKXWJHPGBRXCR-UHFFFAOYSA-N,AASABFUMCBTXRL-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,DTXSID7052571,DTXSID9041784,DTXSID0041850,DTXSID7060754,DTXSID8021800,2.3,1.55,1.89,0.61,2.01,1.72,2.01,1.99,1.15,1.44,3.507,3.00359,1,0.424940635604951,0,1.4578,2,0,1210.70154637503,-1.49512435140455
DTXSID1025485,NaN,1.44,[1.04:1.84],1,0.455,0.613,90-41-5,3766-81-2,122-39-4,101-77-9,84-51-5,TWBPWBPGNQWFSJ-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DMBHHRLKUKUOEG-UHFFFAOYSA-N,YBRVSVVVWCFQMG-UHFFFAOYSA-N,SJEBAWHUJDUKQK-UHFFFAOYSA-N,DTXSID3030189,DTXSID4058077,DTXSID4021975,DTXSID6022422,DTXSID5044994,1.41,1.41,2.18,1.18,0.98,2.08,1.46,1.71,1.57,1.63,4.942,4.85059,2,0,0,-0.788599999999999,3,0,1861.29918435561,-1.94888888888889
DTXSID6022422,1.18,1.18,[1.15:1.21],1,1,0.899,101-77-9,131-57-7,10319-14-9,84-51-5,129-43-1,YBRVSVVVWCFQMG-UHFFFAOYSA-N,DXGLGDHPHMLXJC-UHFFFAOYSA-N,DVBLPJWQXDCAKU-UHFFFAOYSA-N,SJEBAWHUJDUKQK-UHFFFAOYSA-N,BTLXPCBPYBNQNR-UHFFFAOYSA-N,DTXSID6022422,DTXSID3022405,DTXSID2044503,DTXSID5044994,DTXSID1020722,1.18,1.97,1.14,0.98,2.25,1.57,1.47,1.44,1.63,1.56,3.691,3.36249,2,0,0,-1.0436,4,0,1532.11356124677,-6.26932223543401
DTXSID0021094,NaN,1.52,[0.96:2.08],1,0.541,0.606,101-77-9,129-43-1,117-79-3,82-45-1,2243-62-1,YBRVSVVVWCFQMG-UHFFFAOYSA-N,BTLXPCBPYBNQNR-UHFFFAOYSA-N,XOGPDSATLSAZEK-UHFFFAOYSA-N,KHUFHLFHOQVFGB-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,DTXSID6022422,DTXSID1020722,DTXSID6020068,DTXSID2052572,DTXSID3020916,1.18,2.25,1.51,1.98,0.65,1.57,1.56,1.92,1.55,1.09,2.624,3.14409,2,0,0,-1.6539,4,0,1364.49252050847,-8.26665142508764
DTXSID4046787,NaN,1.94,[1:2.88],1,0.33,0.404,35367-38-5,36734-19-7,19666-30-9,1912-24-9,122-34-9,QQQYTWIFVNKMRW-UHFFFAOYSA-N,ONUFESLQCSAYKA-UHFFFAOYSA-N,CHNUNORXWHYHNE-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,ODCWYMIRDDJXKW-UHFFFAOYSA-N,DTXSID1024049,DTXSID3024154,DTXSID3024239,DTXSID9020112,DTXSID4021268,2.2,2.53,3.08,0.9,0.56,2.4,0.94,2.73,0.99,1.31,3.541,4.92088,6,0.526997408931565,0,1.898,6,0,1463.33156049699,-0.272333361328072
DTXSID6025018,NaN,0.68,[0.3:1.06],1,0.51,0.619,947-04-6,1212-29-9,102-82-9,85-00-7,1910-42-5,JHWNWJKBPDFINM-UHFFFAOYSA-N,KAJICSGLHKRDLN-UHFFFAOYSA-N,IMFACGCPASFAPR-UHFFFAOYSA-N,SYJFEGQWDCRVNX-UHFFFAOYSA-N,INFDPOAKFNIJBF-UHFFFAOYSA-N,DTXSID1027344,DTXSID9020451,DTXSID4026183,DTXSID3024075,DTXSID7024243,0.41,0.64,1.4,0.76,0.28,1.28,1.18,1.44,0.97,1.11,3.48,3.2414,1,0,0,-3.4012,0,0,1798.43327561916,-0.275184327846364
DTXSID9021847,2.5,2.5,[2.47:2.53],1,1,0.985,101-84-8,92-69-3,83-32-9,119-64-2,105-05-5,USIUVYZYUHIAEV-UHFFFAOYSA-N,YXVFYQXJAXKLAK-UHFFFAOYSA-N,CWRYPZZKDGJXCA-UHFFFAOYSA-N,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,DSNHSQKRULAAEI-UHFFFAOYSA-N,DTXSID9021847,DTXSID7021152,DTXSID3021774,DTXSID1026118,DTXSID4026711,2.5,1.59,2.88,2.53,2.68,2.48,1.97,2.48,2.27,2.73,5.106,3.97969,0,0,1,-0.1541,2,0,1228.83244821282,-0.774732199117832
DTXSID2020470,NaN,0.95,[0.44:1.46],1,0.522,0.59,62-44-2,579-10-2,2212-67-1,156-43-4,120-71-8,CPJSUEIXXCENMM-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DEDOPGXGGQYYMW-UHFFFAOYSA-N,IMPPGHMHELILKG-UHFFFAOYSA-N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,DTXSID1021116,DTXSID8060373,DTXSID6024206,DTXSID0025864,DTXSID1020350,1.48,0.18,1.41,1,0.55,0.6,1.01,0.87,0.6,0.79,1.182,1.74259,2,0,0,-0.670799999999999,2,0,1471.59961349504,-1.14666666666667
DTXSID8021355,NaN,3.23,[2.07:4.36],0,0.212,0.327,119-47-1,2668-47-5,1460-02-2,26761-40-0,732-26-3,KGRVJHAUYBGFFP-UHFFFAOYSA-N,JIEWQZNTUPWNMX-UHFFFAOYSA-N,GUFMBISUSZUUCB-UHFFFAOYSA-N,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,PFEFOYRSMXVNEL-UHFFFAOYSA-N,DTXSID4020870,DTXSID7062582,DTXSID50163255,DTXSID4025082,DTXSID2021311,2.74,3.78,4.36,1.16,4.14,3.58,3.59,3.7,2.05,3.47,10.938,8.97986,0,0,2,3.2935,6,0,4157.74689661613,-4.21673525377229
DTXSID8064989,NaN,0.73,[0.2:1.26],0,0.275,0.489,121-75-5,1634-78-2,66-81-9,950-37-8,119-12-0,JXSJBGJIGXNWCI-UHFFFAOYSA-N,WSORODGWGUUOBO-UHFFFAOYSA-N,YPHMISFOHDHNIV-UHFFFAOYSA-N,MEBQXILRKZHVCX-UHFFFAOYSA-N,CXJSOEPQXUCJSA-UHFFFAOYSA-N,DTXSID4020791,DTXSID9020790,DTXSID6024882,DTXSID5020819,DTXSID2042355,1.52,0.05,0.45,0.74,0.67,0.84,0.91,0.34,0.66,2,1.114,0.0986900000000019,8,0,1,0.549000000000001,0,0,2393.27947433591,2.0555693670605
DTXSID7024956,NaN,1.22,[0.92:1.45],1,0.458,0.671,3766-81-2,102-82-9,1212-29-9,101-77-9,90-94-8,DIRFUJHNVNOBMY-UHFFFAOYSA-N,IMFACGCPASFAPR-UHFFFAOYSA-N,KAJICSGLHKRDLN-UHFFFAOYSA-N,YBRVSVVVWCFQMG-UHFFFAOYSA-N,VVBLNCFGVYUYGU-UHFFFAOYSA-N,DTXSID4058077,DTXSID4026183,DTXSID9020451,DTXSID6022422,DTXSID2020894,1.41,1.4,0.64,1.18,1.45,1.46,1.44,1.18,1.57,1.23,3.998,4.10740000000001,2,0,0,-1.3124,2,0,2028.99617320594,-2.11666666666667
DTXSID6044353,NaN,0.94,[0.3:1.58],1,0.577,0.591,2631-40-5,134-62-3,91-66-7,103-83-3,579-10-2,QBSJMKIUCUGGNG-UHFFFAOYSA-N,MMOXZBCLCQITDF-UHFFFAOYSA-N,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,XXBDWLFCJWSEKW-UHFFFAOYSA-N,LMTGCJANOQOGPI-UHFFFAOYSA-N,DTXSID6042072,DTXSID2021995,DTXSID8021800,DTXSID8021854,DTXSID8060373,0.95,0.38,2.01,1.15,0.18,1.03,1.07,1.44,0.9,1.01,3.824,2.02609,2,0,0,0.2964,1,0,1237.79155614217,-1.42939814814815
