MoleculeID,MolWeight,nbAtoms,nbHeavyAtoms,nbC,nbO,nbN,nbAromAtom,nbRing,nbHeteroRing,Sp3Sp2HybRatio,nbRotBd,nbHBdAcc,ndHBdDon,nbLipinskiFailures,TopoPolSurfAir,MolarRefract,CombDipolPolariz
DTXSID80187464,253.990134856,24,16,12,2,0,12,2,0,0,2,0,1,0,29.46,15.4149,1.79
DTXSID5032498,287.951162504,24,17,12,2,0,12,2,0,0,2,0,1,0,29.46,21.0305,1.842
DTXSID8024157,309.168856216001,45,22,15,4,3,6,1,0,0.6,8,1,0,1,89.52,51.9908,0.966
DTXSID1032484,465.989724620001,47,27,16,6,0,12,2,0,0.25,10,4,0,1,164.48,68.5795,4.722
DTXSID1043910,246.128735714,38,16,11,4,0,0,2,1,1,6,4,0,0,40.22,50.8163,0.9
DTXSID9059834,520.96954162,31,31,9,0,1,0,0,0,1,9,1,0,1,3.24,52.0377,-0.693
DTXSID7063007,546.186659918001,72,38,33,2,0,30,5,0,0.0909090909090909,9,2,0,1,18.46,20.7429,2.177
DTXSID1037806,145.015522808,13,9,3,0,5,6,1,1,0,0,5,2,0,90.71,14.4363,2.369
DTXSID3024316,228.104482132,31,15,9,1,4,5,1,1,0.666666666666667,4,5,1,0,86.36,48.2563,1.571
DTXSID30865700,363.197818318001,54,25,18,3,3,6,1,0,0.5,10,0,0,1,64.77,72.2835,1.411
DTXSID80955605,144.115029752,26,10,8,2,0,0,0,0,0.875,5,2,1,0,37.3,35.8249,0.469
DTXSID5044817,236.214015516,45,17,16,1,0,0,3,0,1,1,1,1,1,20.23,63.7913,0.586
DTXSID1042077,206.141913196,33,15,12,1,2,6,1,0,0.416666666666667,4,3,1,0,32.34,35.6038,1.317
DTXSID70955679,324.350449408001,67,23,21,0,2,0,0,0,0.904761904761905,19,2,2,2,38.05,84.6304,0.742
DTXSID2067822,372.219282034001,57,25,16,4,4,0,0,0,0.75,12,0,0,2,86.36,96.378,1.321
DTXSID4022313,315.938010976,26,18,14,0,0,12,2,0,0,2,0,0,1,0,30.6431,1.611
DTXSID6029256,104.083729624,19,7,5,2,0,0,0,0,1,2,2,1,0,29.46,25.1429,0.555
DTXSID8023848,269.11825656,38,18,14,2,1,6,1,0,0.5,7,3,0,0,29.54,49.3152,1.713
DTXSID90889467,770.168949920001,84,54,34,8,10,36,6,2,0.0588235294117647,14,16,6,4,269.42,59.989,10.365
DTXSID6067830,284.271530392001,56,20,18,2,0,0,0,0,0.944444444444444,16,2,0,2,26.3,65.2013,0.558
DTXSID4029357,91.063328528,15,6,3,2,1,0,0,0,1,2,1,2,0,43.7,23.1483,0.629
DTXSID0063024,174.089208928,26,12,8,4,0,0,0,0,0.75,5,4,0,0,52.6,42.7566,0.911
DTXSID9042380,234.165121222,41,15,11,3,0,0,0,0,1,7,3,0,0,27.69,57.2885,0.414
DTXSID4047678,134.08439832,20,10,8,0,2,6,2,1,0.5,0,2,0,0,25.78,14.7268,0.923
DTXSID60865718,369.241627232001,58,27,22,2,3,12,2,0,0.454545454545455,11,5,0,2,46.42,52.9869,1.592
DTXSID80880024,843.476891268002,129,60,46,13,1,0,9,9,0.847826086956522,9,14,5,1,183.86,204.6979,3.656
DTXSID2044921,246.183109312,43,17,13,4,0,0,0,0,0.923076923076923,10,4,0,0,44.76,59.6425,0.395
DTXSID7044922,129.078978592,20,9,6,2,1,0,1,1,0.833333333333333,2,3,1,0,40.54,31.6035,1.151
DTXSID30885589,91.993200368,9,5,2,2,0,0,0,0,0.5,1,2,1,0,76.1,20.4729,1.226
DTXSID0067848,357.008118096,29,21,7,3,1,0,0,0,1,7,4,1,0,65.99,49.8752,0.702
DTXSID50188029,387.01868278,33,23,8,4,1,0,0,0,1,9,5,2,0,86.22,56.1675,0.957
DTXSID4041284,570.085794948001,54,35,15,4,2,0,0,0,0.933333333333333,15,5,1,1,94.68,81.7729,0.38
DTXSID1047368,556.199170364001,71,39,27,7,4,6,5,4,0.444444444444444,9,10,0,0,126.43,116.7514,4.343
DTXSID1029257,280.313001280001,60,20,20,0,0,0,0,0,0.9,17,0,0,2,0,67.0833,0.167
DTXSID7029661,144.15141526,30,10,9,1,0,0,0,0,1,4,1,1,0,20.23,42.6051,0.331
DTXSID3024609,287.936053888,25,11,7,2,0,0,0,0,1,6,2,2,0,40.46,52.7003,1.164
DTXSID9063039,208.14632988,35,15,13,2,0,6,1,0,0.538461538461538,4,2,0,1,18.46,33.2685,0.765
DTXSID60956155,244.093340256,26,18,8,0,10,0,3,3,0.125,0,10,6,1,171.07,54.0197,3.014
DTXSID0044658,147.079647288,20,11,8,0,3,0,2,1,0.25,0,3,3,0,59.73,42.7776,1.266
DTXSID6029258,338.06511942,35,25,16,5,4,16,3,0,0,4,2,1,1,131.23,10.3446,1.763
DTXSID9029358,685.146050858001,84,40,17,15,3,0,0,0,1,24,18,10,3,346.42,129.3346,9.081
DTXSID5044659,263.101141062,37,16,10,3,1,0,0,0,1,10,4,0,0,76.78,59.8261,1.524
DTXSID80188254,141.1153641,25,10,8,1,1,0,1,1,0.875,3,2,0,0,20.31,36.0486,0.896
DTXSID3067869,168.056863244,22,10,4,3,2,0,0,0,1,5,5,3,0,100.8,37.2903,2.245
DTXSID0058063,464.957636216,39,26,13,4,5,14,3,2,0.230769230769231,4,9,0,0,123.92,51.3807,3.911
DTXSID2067878,186.959169076,14,11,7,1,1,6,1,0,0,1,2,0,0,29.43,18.6727,1.275
DTXSID3047263,284.127325752,37,21,15,2,4,11,3,2,0.266666666666667,2,5,2,0,79.51,39.7922,2.317
DTXSID50883981,46.005479304,5,3,1,2,0,0,0,0,0,0,2,1,0,37.3,8.5717,0.532
DTXSID2032180,357.844416208,22,18,12,0,0,12,2,0,0,1,0,0,1,0,33.6936,1.655
DTXSID0027985,638.454639704002,108,46,40,6,0,12,2,0,0.65,19,4,2,2,93.06,134.1198,2.025
DTXSID2052027,173.12044948,28,13,12,0,1,6,1,0,0.454545454545455,4,1,0,1,23.79,25.9939,1.317
DTXSID5052705,525.641375344,22,15,9,1,0,6,1,0,0.333333333333333,4,0,0,1,9.23,57.4369,1.607
DTXSID60698427,488.357385256001,82,34,24,6,4,0,1,0,0.916666666666667,19,10,2,1,101.6,131.2934,1.512
DTXSID50885607,117.078978592,19,8,5,2,1,0,0,0,0.8,2,3,1,0,40.54,30.621,1.142
DTXSID2044422,265.182168254,44,17,10,3,3,0,0,0,1,12,6,3,1,77.77,62.1665,1.108
DTXSID70188687,154.135765196,29,11,10,1,0,0,0,0,0.7,7,1,0,0,17.07,41.565,0.638
DTXSID6052031,622.139927368001,68,44,32,2,8,24,6,2,0.125,7,10,0,1,114.78,56.8148,3.627
DTXSID2025977,140.040819256,17,9,6,0,2,6,1,1,0.333333333333333,2,2,0,0,64.58,16.3154,1.515
DTXSID80885615,117.1153641,23,8,6,1,1,0,0,0,1,4,2,2,0,32.26,33.3959,0.506
DTXSID3042348,180.078644244,25,13,10,3,0,6,1,0,0.3,4,2,1,0,46.53,22.3788,1.282
DTXSID5027146,90.05032132,15,5,4,0,0,0,0,0,1,2,0,0,0,25.3,27.7745,0.316
DTXSID10865763,215.061614276,27,14,9,3,1,6,1,0,0.333333333333333,4,4,2,0,74.78,27.715,1.481
DTXSID1047281,404.148455120001,50,30,22,4,4,21,4,2,0.181818181818182,7,4,2,0,110.37,31.7245,3.5
DTXSID00873918,561.172918396001,71,38,27,7,2,12,3,0,0.296296296296296,9,7,3,0,151.98,99.1583,5.107
DTXSID1024049,310.032061648,30,21,14,2,2,12,2,0,0,5,4,2,0,58.2,22.2447,2.156
DTXSID60188898,588.438989640002,102,42,36,6,0,6,1,0,0.75,30,6,0,2,78.9,111.8514,1.798
DTXSID1024251,119.999841132,8,7,2,0,0,0,0,0,1,1,0,0,0,0,11.9795,-0.126
DTXSID70865769,276.212071414001,50,18,14,3,0,0,0,0,1,10,3,0,1,27.69,70.1699,0.414
DTXSID5027148,185.9017677,8,8,2,0,0,0,0,0,1,1,0,0,0,0,27.3736,0.089
DTXSID6032516,190.139136324,34,12,10,1,0,0,0,0,1,9,1,1,0,45.53,47.863,0.638
DTXSID3074313,299.134202024001,38,21,10,4,7,0,3,3,0.7,3,11,8,2,179.81,60.0544,1.868
DTXSID20188995,319.987066892,20,19,6,0,0,0,0,0,1,5,0,0,1,0,30.6515,-0.378
DTXSID7040150,399.943881752,24,23,6,3,0,0,0,0,1,6,3,1,0,62.75,41.3033,1.287
DTXSID8024151,296.048318428,33,19,14,1,2,11,2,1,0.214285714285714,6,3,0,0,27.05,38.7178,1.589
DTXSID6044068,197.043655704,21,14,7,4,3,6,1,0,0.142857142857143,2,1,1,0,112.3,17.5042,1.253
DTXSID9034818,323.97365673,29,19,9,5,2,6,2,2,0.333333333333333,5,6,0,0,113.07,47.4877,3.107
DTXSID1052032,136.088815004,22,10,9,1,0,6,1,0,0.333333333333333,3,1,0,0,9.23,16.4798,0.738
DTXSID10865783,453.128447948001,52,33,21,7,5,12,3,1,0.19047619047619,10,12,3,1,164.62,55.4541,3.566
DTXSID5035084,172.14632988,32,12,10,2,0,0,1,0,1,1,2,2,0,40.46,46.9886,0.725
DTXSID6052033,664.659427928002,131,47,41,2,4,0,0,0,0.951219512195122,42,6,4,2,82.26,146.6142,1.723
DTXSID50890832,300.266445012001,57,21,18,3,0,0,0,0,0.944444444444444,16,3,2,2,57.53,64.3921,0.791
DTXSID1044562,423.019491756,41,28,16,7,3,16,3,0,0,4,9,4,0,196.47,28.6255,5.103
DTXSID3021225,458.024242788,45,31,20,7,2,20,4,0,0,4,8,3,0,170.45,24.4034,5.13
DTXSID3024944,263.889772392,16,10,6,0,2,0,0,0,1,3,2,0,0,47.58,45.6116,2.076
DTXSID4044660,153.99446332,17,7,4,0,0,0,0,0,1,4,0,0,0,102.9,44.0255,1.752
DTXSID50957156,235.104239288,26,17,6,0,11,0,2,2,0,2,11,9,2,180.27,49.2982,3.216
DTXSID501014629,281.90913442,15,15,2,5,0,0,0,0,1,4,5,0,0,94.27,32.2488,0.522
DTXSID8067945,291.130262270001,41,21,20,0,0,18,3,0,0.1,4,0,0,1,0,9.7429,1.958
DTXSID40189368,208.14632988,35,15,13,2,0,0,1,0,0.769230769230769,4,2,0,0,26.3,59.9166,0.777
DTXSID5041225,122.0579088,18,8,4,4,0,0,0,0,1,5,4,2,0,58.92,26.2596,1.141
DTXSID3067948,848.070442736001,82,59,40,8,8,38,7,0,0,12,8,4,2,234.38,44.639,4.917
DTXSID6044563,218.049666222,26,15,12,2,0,6,3,1,0.166666666666667,0,1,0,0,49.77,29.5072,2.209
DTXSID8063096,152.047344116,19,11,8,3,0,6,1,0,0.125,3,2,1,0,46.53,13.4004,1.052
DTXSID7067956,450.443681096002,90,32,30,2,0,0,0,0,0.9,27,2,0,2,26.3,107.7163,0.658
DTXSID2034625,458.079325512,48,32,21,5,4,18,4,2,0.142857142857143,7,3,0,1,96.65,42.2375,3.186
DTXSID2067959,525.090942444001,60,33,18,9,3,0,1,1,0.666666666666667,18,12,0,2,256.23,123.3351,2.092
DTXSID80957609,158.130679816,29,11,9,2,0,0,0,0,0.888888888888889,4,2,1,0,37.3,44.1852,0.39
DTXSID7027540,213.08234972,29,14,10,2,1,6,1,0,0.4,5,3,1,0,54.55,27.5757,1.367
DTXSID20883998,156.15141526,31,11,10,1,0,0,1,0,1,1,1,1,0,20.23,44.9238,0.443
DTXSID2042010,353.292994108001,64,25,21,3,1,0,0,0,0.80952380952381,18,4,1,2,57.61,86.6172,1.435
DTXSID1052038,152.040819256,18,10,7,0,2,6,2,2,0.428571428571429,0,2,0,0,51.08,23.1166,1.15
DTXSID5038919,188.058577496,22,14,10,2,2,6,1,0,0.25,4,4,0,1,58.86,23.9338,1.669
DTXSID0044236,586.350568560001,92,42,34,8,0,12,2,0,0.588235294117647,19,6,2,2,111.52,117.311,2.553
DTXSID8022402,320.162373868001,47,23,18,5,0,6,2,1,0.5,0,3,3,0,86.99,56.0084,2.253
DTXSID7025215,474.370910080001,84,34,30,4,0,6,1,0,0.733333333333333,24,4,0,2,52.6,86.214,1.391
DTXSID7073484,267.292600184,56,19,18,0,1,0,0,0,0.888888888888889,15,1,1,2,26.02,68.9944,0.477
DTXSID4067985,340.334130648001,68,24,22,2,0,0,0,0,0.954545454545455,20,2,0,2,26.3,76.8477,0.558
DTXSID2044343,364.07046262,39,24,14,4,2,11,2,1,0.357142857142857,4,5,2,0,100.8,43.6272,2.763
DTXSID80889173,250.193280072,44,18,16,2,0,0,3,1,0.875,0,2,0,0,18.46,72.1354,0.724
DTXSID0041517,128.047344116,17,9,6,3,0,0,1,1,0.666666666666667,0,3,0,0,43.37,30.7541,1.326
DTXSID9040635,156.068748256,20,12,10,0,2,12,2,2,0,1,2,0,0,25.78,0,1.314
DTXSID4027991,242.260965708,51,17,16,1,0,0,0,0,1,14,1,1,2,20.23,53.9379,0.449
DTXSID3021190,221.152812228,35,16,12,1,3,6,1,0,0.416666666666667,6,4,3,0,53.16,39.6457,1.401
DTXSID3024154,329.033396636,34,21,13,3,3,6,2,1,0.307692307692308,4,6,1,0,69.72,53.3152,0.710999999999999
DTXSID3026142,91.993200368,9,5,2,2,0,0,0,0,0.5,1,2,1,0,76.1,20.4729,1.226
DTXSID0041484,142.099379688,24,10,8,2,0,0,0,0,0.625,5,2,0,0,26.3,38.4688,0.658
DTXSID20893537,532.521931416002,106,38,36,2,0,0,0,0,0.861111111111111,32,2,0,2,26.3,132.7617,0.758
DTXSID1029259,422.412380968002,84,30,28,2,0,0,0,0,0.892857142857143,25,2,0,2,26.3,101.8931,0.658
DTXSID2068004,140.029585876,17,9,7,1,0,5,1,1,0.285714285714286,2,1,0,0,45.31,22.8977,0.924
DTXSID20190356,143.981590128,12,8,4,0,2,0,0,0,1,3,2,0,0,88.9,39.9156,1.763
DTXSID1047283,419.257277296001,64,31,26,2,3,12,5,2,0.5,6,4,2,0,53.6,68.6533,2.366
DTXSID7068007,367.055283008,36,27,16,6,5,6,4,3,0.0625,1,11,4,1,162.9,58.3021,1.212
DTXSID7024328,322.022739000001,37,17,8,5,0,0,0,0,1,10,5,0,0,129.95,76.611,3.544
DTXSID2032348,374.07097202,42,27,23,3,0,18,4,0,0.0869565217391304,4,3,0,1,51.21,28.8968,2.999
DTXSID6068014,440.148455120001,53,33,25,4,4,22,4,0,0.04,7,6,3,1,126.37,24.7634,3.469
DTXSID0029260,130.07422756,19,9,5,2,2,0,1,1,0.8,2,4,2,0,52.57,31.356,0.661
DTXSID20190558,180.035733876,20,12,8,1,2,6,2,1,0.125,1,2,2,0,65.38,25.2493,2.1
DTXSID6063147,110.109550448,22,8,8,0,0,0,0,0,0.5,5,0,0,0,0,35.0212,0.207
DTXSID2027543,89.084063972,17,6,4,1,1,0,0,0,1,2,0,1,0,23.47,25.4436,0.374
DTXSID9022027,111.048427412,14,8,6,0,1,6,1,0,0,0,1,1,0,26.02,5.0946,1.062
DTXSID60190638,131.01533278,13,8,3,1,3,0,1,1,0.666666666666667,1,2,1,0,76.79,33.515,1.654
DTXSID5052048,226.156894564,38,16,13,3,0,0,1,0,0.846153846153846,7,3,0,0,43.37,55.5755,1.101
DTXSID00721889,1292.164337304,136,84,44,22,12,36,6,2,0.272727272727273,26,34,14,3,589.36,161.1246,18.253
DTXSID5044237,338.139924172001,48,22,14,7,0,0,0,0,0.857142857142857,13,7,2,1,126.35,70.2922,2.566
DTXSID7020926,60.021129368,8,4,2,2,0,0,0,0,0.5,0,2,1,0,37.3,12.6437,0.508
DTXSID8034376,325.227988548001,53,24,21,1,2,12,2,0,0.380952380952381,8,2,1,1,29.1,47.7009,1.636
DTXSID9044663,465.03005644,46,31,18,8,3,16,3,0,0.0555555555555556,6,10,4,0,199.55,37.2693,5.602
DTXSID2048119,236.214015516,45,17,16,1,0,0,3,1,1,0,1,0,1,9.23,67.9243,0.447
DTXSID50670439,228.064725496,25,17,11,2,4,6,2,1,0.1,2,6,2,0,94.35,31.6305,2.776
DTXSID9027994,196.920196724,12,10,5,1,1,6,1,1,0,0,1,1,0,33.12,19.898,1.323
DTXSID20190891,594.659677664,18,16,8,2,1,6,1,0,0,2,3,1,0,60.16,68.2163,2.766
DTXSID4058075,411.123735864001,51,29,23,4,1,12,2,0,0.315789473684211,11,3,1,1,56.79,61.0507,2.944
DTXSID7027546,158.109550448,26,12,12,0,0,6,1,0,0.166666666666667,2,0,0,1,0,28.8584,0.561
DTXSID70880972,78.013935812,10,4,2,1,0,0,0,0,1,1,1,1,0,59.03,20.6806,1.167
DTXSID4059916,213.986476812,14,13,4,2,0,0,0,0,0.75,3,2,1,0,37.3,22.9899,0.152
DTXSID5030030,299.950268872,18,17,4,3,0,0,0,0,1,4,3,1,0,62.75,31.9673,1.413
DTXSID8031863,463.970509012,29,28,9,2,0,0,0,0,0.888888888888889,8,2,1,1,37.3,46.3299,-0.163
DTXSID60433193,169.070305728,21,12,9,0,1,6,2,0,0.333333333333333,1,1,1,0,26.02,16.6196,0.934
DTXSID9052052,264.012411588,26,17,12,1,2,6,2,0,0,1,2,0,0,25.45,35.3571,1.957
DTXSID6044931,185.141578848,32,13,10,2,1,0,0,0,0.7,6,3,1,0,38.33,52.9458,0.658
DTXSID00958815,181.073893212,24,13,9,3,1,6,1,0,0.222222222222222,3,3,2,0,72.55,22.0979,1.391
DTXSID9047679,138.104465068,24,10,9,1,0,5,1,1,0.555555555555556,4,0,0,0,13.14,20.7044,0.453
DTXSID10191216,152.120115132,27,11,10,1,0,5,1,1,0.6,5,0,0,0,13.14,23.616,0.453
DTXSID00863273,130.099379688,23,9,7,2,0,0,0,0,0.857142857142857,4,2,1,0,37.3,33.5659,0.469
DTXSID6063191,146.07316494,21,11,10,1,0,9,2,1,0.2,0,0,0,0,13.14,12.8537,0.771
DTXSID7029663,205.974525856,19,11,2,7,0,0,0,0,1,2,7,5,0,154.91,33.3638,3.654
DTXSID4027999,270.014068562,28,17,7,9,0,0,0,0,0.571428571428571,7,9,5,0,179.24,48.7902,2.833
DTXSID8028000,579.907757068001,53,29,13,8,0,0,0,0,1,20,8,0,1,109.14,114.8779,3.616
DTXSID2027549,732.558663604002,131,49,41,6,0,0,2,2,1,36,6,0,2,82.56,159.2489,2.714
DTXSID6046555,292.097855464,37,20,15,2,2,11,2,1,0.333333333333333,5,3,0,0,44.12,37.8013,1.846
DTXSID3028001,520.1158176,59,39,31,8,0,24,6,2,0.0967741935483871,6,6,0,1,105.2,39.3293,5.972
DTXSID9026053,581.265669688001,79,40,21,12,7,0,3,2,0.857142857142857,11,19,14,3,331.43,122.1623,3.746
DTXSID3042390,128.017009812,14,8,5,1,1,6,1,1,0,0,0,1,0,62.91,11.2562,1.733
DTXSID2059932,96.002285744,8,6,2,2,0,0,0,0,0.5,1,2,1,0,37.3,12.7825,0.485
DTXSID8047680,155.040484908,19,10,7,1,1,5,1,1,0.428571428571429,1,2,0,0,58.2,30.1951,1.049
DTXSID5068077,129.024834844,15,8,5,1,1,5,1,1,0.4,1,1,0,0,50.36,21.008,0.787
DTXSID7059933,298.98042404,18,18,5,1,1,0,1,1,1,1,2,0,0,12.47,32.434,0.328
DTXSID8037708,413.973702572,26,25,8,2,0,0,0,0,0.875,7,2,1,1,37.3,41.6619,-0.1
DTXSID2057863,146.153146576,28,10,6,0,4,0,0,0,1,7,4,4,0,76.1,43.3174,0.851
DTXSID70865906,232.059171752,30,14,10,2,0,0,3,3,1,0,2,0,0,69.06,57.2672,1.089
DTXSID6073499,357.844416208,22,18,12,0,0,12,2,0,0,1,0,0,1,0,33.6936,1.655
DTXSID2020189,749.166118764001,88,51,37,9,2,24,5,0,0.162162162162162,12,10,3,2,194.5,96.9565,7.423
DTXSID60863279,314.245709568001,56,22,18,4,0,0,0,0,0.888888888888889,11,4,0,2,52.6,86.5152,0.753
DTXSID1044564,201.220497864,41,14,11,0,3,0,0,0,1,8,3,0,0,9.72,61.8495,0.871
DTXSID0034649,169.014008986,18,10,3,5,1,0,0,0,0.666666666666667,4,6,4,0,116.67,30.7811,2.246
DTXSID10865920,223.157228912,37,16,13,2,1,6,1,0,0.538461538461538,5,3,2,0,43.7,41.5469,1.181
DTXSID3037709,399.943881752,24,23,6,3,0,0,0,0,1,6,3,1,0,62.75,41.3033,1.287
DTXSID10959535,380.01193292,36,26,20,2,2,18,5,2,0,0,4,2,0,58.2,28.5232,3.396
DTXSID60192036,128.083729624,21,9,7,2,0,0,0,0,0.571428571428571,2,2,1,0,37.3,36.0877,0.545
DTXSID4041995,184.063662876,22,14,11,1,2,14,3,2,0,1,2,1,0,41.82,4.9191,1.464
DTXSID40473572,230.163451892,40,14,10,0,2,0,1,1,1,4,2,1,0,29.26,54.4149,0.152
DTXSID1029758,188.104858992,29,13,9,4,0,0,0,0,0.777777777777778,8,4,2,0,74.6,38.095,0.889
DTXSID70878056,390.116211524001,49,27,16,11,0,0,0,0,0.625,15,11,0,2,148.57,83.1031,2.621
DTXSID1058634,212.250401024,47,15,15,0,0,0,0,0,1,9,0,0,1,0,63.7791,0.01
DTXSID9036438,315.113839876,40,22,17,1,3,15,3,1,0.294117647058824,2,3,1,1,50.42,35.7071,1.837
DTXSID60192278,200.083729624,27,15,13,2,0,10,2,0,0.153846153846154,2,1,0,0,26.3,18.0862,1.527
DTXSID8052063,792.061313968001,78,54,40,4,6,38,7,0,0,10,8,4,1,148.1,42.4746,4.751
DTXSID1074622,382.236876200001,58,28,22,2,4,12,2,0,0.363636363636364,15,6,4,2,82.26,50.3804,2.575
DTXSID0044818,186.198365452,39,13,12,1,0,0,0,0,1,9,1,1,1,20.23,48.2502,0.41
DTXSID5047035,154.135765196,29,11,10,1,0,0,0,0,0.7,7,1,0,0,17.07,41.4459,0.722
DTXSID1020643,110.013280714,13,6,2,3,0,0,0,0,1,2,3,1,0,70,15.0614,1.707
DTXSID10192425,299.030961548,32,18,16,0,1,12,2,0,0.2,4,1,0,1,23.79,26.5822,1.939
DTXSID001014636,217.040878832,25,14,8,4,1,6,1,1,0.375,4,4,1,0,89.69,24.0285,2.458
DTXSID4042468,218.108898816,32,14,9,2,2,0,0,0,0.777777777777778,6,2,1,0,75.99,58.2716,0.671
DTXSID2040151,388.109109472,43,27,11,8,8,0,2,2,0.454545454545455,10,16,8,2,221.54,73.8759,2.365
DTXSID1044934,146.06914218,20,10,5,3,2,0,1,1,0.8,0,5,2,0,64.01,32.8202,0.908
DTXSID7047198,144.115029752,26,10,8,2,0,0,0,0,0.875,5,2,0,0,26.3,38.8984,0.519
DTXSID1027550,93.982157016,8,5,2,2,0,0,0,0,0.5,1,2,1,0,37.3,17.3969,0.665
DTXSID5063237,160.14632988,31,11,9,2,0,0,0,0,1,8,2,2,0,40.46,34.9348,0.771
DTXSID60408886,199.028085892,20,14,8,4,1,6,1,0,0.125,3,2,0,0,69.44,16.7509,1.225
DTXSID0024002,349.167793596001,49,26,22,3,1,12,3,0,0.380952380952381,6,3,0,1,59.32,48.3032,2.288
DTXSID3028005,198.06807956,25,15,13,2,0,12,2,0,0,3,1,0,0,26.3,7.913,1.635
DTXSID20192658,217.10625596,30,15,8,4,3,0,0,0,0.625,7,7,4,0,135.51,46.3295,2.216
DTXSID0052708,561.672028072,27,21,12,4,0,12,2,0,0,2,2,2,0,82.98,48.1672,2.926
DTXSID7052070,170.026520364,21,9,6,1,0,0,0,0,1,2,1,0,0,9.23,42.0195,0.468
DTXSID6027551,274.01472366,28,18,10,7,0,6,1,0,0.2,5,7,1,0,115.35,34.8962,3.072
DTXSID70865966,246.146723804,39,17,12,5,0,0,0,0,0.75,12,5,0,1,53.99,63.8419,1.129
DTXSID5047039,211.19361442,40,15,13,1,1,0,1,0,0.923076923076923,4,2,1,0,29.1,60.4285,1.032
DTXSID2020896,505.665204512,22,21,10,0,0,0,2,0,1,0,0,0,1,0,88.0131,1.754
DTXSID8058089,447.165742908001,56,32,24,4,1,12,2,0,0.391304347826087,10,5,0,1,76.39,62.7584,2.533
DTXSID6025480,116.083729624,20,8,6,2,0,0,1,1,1,3,2,0,0,21.76,31.2558,0.569
DTXSID1044936,423.127779252001,51,30,18,9,3,0,1,1,0.333333333333333,15,12,0,2,139.83,99.6924,0.0579999999999999
DTXSID0047290,366.107184564001,46,24,17,3,2,12,2,0,0.294117647058824,6,4,1,0,106.31,50.7566,2.394
DTXSID90885424,246.03104242,26,16,8,5,2,6,1,0,0.125,3,6,4,0,138.1,30.572,3.249
DTXSID9020241,305.199093724001,49,22,18,3,1,6,1,0,0.5,10,2,2,0,58.56,61.4447,2.084
DTXSID7024245,281.137556088001,39,20,13,4,3,6,1,0,0.538461538461538,6,1,1,1,98.31,43.1027,0.753
DTXSID2052079,444.111006992,50,34,28,4,2,24,6,0,0,1,6,2,0,120.32,29.8282,4.499
DTXSID5068235,371.100501884,44,27,19,7,1,12,3,0,0.210526315789474,7,6,2,0,125.15,46.1557,2.552
DTXSID60896481,331.97066788,20,20,6,2,0,0,0,0,0.666666666666667,6,2,0,0,18.46,36.1726,0.329
DTXSID8028008,699.424736544002,108,51,42,6,3,18,4,1,0.5,9,6,3,1,121.62,134.5512,0.364
DTXSID4068242,859.983369264001,78,56,40,4,6,38,7,0,0,10,8,4,1,148.1,53.7058,4.855
DTXSID2042436,308.035459104,33,21,14,6,0,12,2,0,0.0714285714285714,4,4,2,0,109.28,26.1458,3.165
DTXSID6052081,392.271530392001,65,29,27,2,0,12,4,0,0.555555555555556,4,0,2,1,40.46,61.6168,1.701
DTXSID7025843,232.237544896,44,16,10,0,6,0,0,0,1,13,6,6,2,100.16,68.7662,1.177
DTXSID90861920,209.97516318,13,13,4,3,0,0,0,0,0.5,4,3,0,0,43.37,24.1024,0.544
DTXSID1027556,74.036779432,11,5,3,2,0,0,0,0,0.666666666666667,1,2,1,0,37.3,17.6672,0.508
DTXSID5024760,215.106349192,30,14,9,0,4,0,0,0,0.777777777777778,2,3,0,0,9.72,53.7584,1.428
DTXSID1027558,197.014664084,20,13,8,3,1,6,1,0,0.142857142857143,2,4,0,0,71.95,21.5852,2.482
DTXSID5041859,326.011264224,33,21,15,4,0,12,2,0,0.133333333333333,5,2,1,0,55.76,30.9102,1.785
DTXSID4063290,346.022739000001,39,19,10,5,0,0,2,2,1,2,5,0,0,129.95,82.7472,3.686
DTXSID90961393,238.120509056,35,17,13,4,0,0,2,1,0.692307692307692,0,4,0,0,52.6,62.9251,2.402
DTXSID50961435,642.325141660001,95,45,32,13,0,0,6,2,0.90625,7,13,8,2,215.83,152.4845,3.12
DTXSID3041249,1172.122078568,120,76,40,18,12,36,6,2,0.2,22,30,10,3,508.44,134.793,17.389
DTXSID3032464,371.93514175,33,18,11,3,0,6,1,0,0.454545454545455,7,2,0,0,70.64,55.1797,2.374
DTXSID7052864,170.00713618,19,9,4,3,0,0,0,0,1,3,3,1,0,87,34.497,2.159
DTXSID40194179,488.174120324001,65,33,18,15,0,0,2,2,0.944444444444444,10,15,10,2,256.29,100.7941,3.63
DTXSID9068295,329.201773800001,50,25,23,0,2,12,3,0,0.173913043478261,3,1,0,1,6.25,57.3929,1.528
DTXSID1044938,232.040314634,27,15,8,6,0,0,0,0,0.375,7,6,0,0,78.9,44.6306,1.31
DTXSID3029364,213.1153641,31,16,14,1,1,12,2,0,0.142857142857143,3,1,1,0,21.26,16.1179,1.738
DTXSID0027561,206.061279928,27,13,8,4,0,0,0,0,0.75,8,4,0,0,77.9,50.2931,1.178
DTXSID00194296,176.083729624,25,13,11,2,0,6,2,0,0.363636363636364,1,1,0,0,26.3,26.6256,1.311
DTXSID5020863,211.084457896,28,15,10,4,1,6,1,0,0.3,3,3,4,0,103.78,29.3607,1.632
