MoleculeID,LogHL_exp,LogHL_pred,HL_predRange,AD_HL,AD_index_HL,Conf_index_HL,HL_CAS_neighbor_1,HL_CAS_neighbor_2,HL_CAS_neighbor_3,HL_CAS_neighbor_4,HL_CAS_neighbor_5,HL_InChiKey_neighbor_1,HL_InChiKey_neighbor_2,HL_InChiKey_neighbor_3,HL_InChiKey_neighbor_4,HL_InChiKey_neighbor_5,HL_DTXSID_neighbor_1,HL_DTXSID_neighbor_2,HL_DTXSID_neighbor_3,HL_DTXSID_neighbor_4,HL_DTXSID_neighbor_5,LogHL_Exp_neighbor_1,LogHL_Exp_neighbor_2,LogHL_Exp_neighbor_3,LogHL_Exp_neighbor_4,LogHL_Exp_neighbor_5,LogHL_pred_neighbor_1,LogHL_pred_neighbor_2,LogHL_pred_neighbor_3,LogHL_pred_neighbor_4,LogHL_pred_neighbor_5,nHBDon,MLFER_S,GATS1e,ndssC,ATS3m,nHBint6,nHBAcc2,AATSC0i,SpAD_Dzm
DTXSID2027886,NaN,-10.31,[-10.83:-9.79],1,0.577,0.662,107534-96-3,55179-31-2|70585-36-3,70585-38-5,76738-62-0,55219-65-3,PXMNMQRDXWABCY-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,RMOGWMIKYWRTKW-UHFFFAOYSA-N,BAZVSMNPJJMILC-UHFFFAOYSA-N,DTXSID9032113,DTXSID2037502|DTXSID701031930,DTXSID301335049,DTXSID2024242,DTXSID0032493,-10.01,-10.29,-11.18,-9.63,-10.46,-9.88,-11.18,-11.18,-9.52,-9.02,1,1.625,0.752777553208872,0,8064.57188999999,0,3,1.45330698940014,179.507850603378
DTXSID9045895,NaN,-10.07,[-13.05:-7.09],0,0.137,0.1,51596-11-3,28772-56-7,90982-32-4,71422-67-8,126801-58-9,VOZIAWLUULBIPN-UHFFFAOYSA-N,QUNMLCCVZLKSGL-UHFFFAOYSA-N,NSWAMPCUPHPTTC-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,UWVKRNOCDUPIDM-UHFFFAOYSA-N,DTXSID4052760,DTXSID9032589,DTXSID0023955,DTXSID5041772,DTXSID1057951,-6.59,-11.05,-14.74,-11.74,-7.72,-12.13,-9.98,-10.14,-9.69,-11.08,4,2.088,0.859204526310439,2,14785.628071,2,8,1.25319679998636,595.242879111078
DTXSID7032688,-5.18,-5.18,[-5.24:-5.12],1,1,0.882,26002-80-2,10453-86-8|28434-01-7,52645-53-1,84-75-3,84-61-7,SBNFWQZLDJGRLK-UHFFFAOYSA-N,VEMKTZHHVJILDY-UHFFFAOYSA-N,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,KCXZNSGUUQJJTR-UHFFFAOYSA-N,VOWAEIGWURALJQ-UHFFFAOYSA-N,DTXSID7032688,DTXSID7022253|DTXSID2034382,DTXSID8022292,DTXSID6025068,DTXSID5025021,-5.18,-5.66,-5.73,-4.47,-7,-5.68,-5.34,-5.62,-5.92,-5.91,0,1.64,0.731675875023002,2,6347.944022,0,3,1.35089265639498,246.68610913261
DTXSID90862997,NaN,-7.28,[-8.16:-6.4],1,0.391,0.517,513-08-6,91-80-5,50782-69-9,78-40-0,7292-16-2,RXPQRKFMDQNODS-UHFFFAOYSA-N,HNJJXZKZRAWDPF-UHFFFAOYSA-N,JJIUCEJQJXNMHV-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N,PWYIUEFFPNVCMW-UHFFFAOYSA-N,DTXSID4052712,DTXSID2023278,DTXSID80866161,DTXSID8026228,DTXSID2058172,-6.17,-6.56,-7.96,-7.44,-8.54,-6.88,-7.83,-6.7,-6.87,-6.94,0,1.013,1.30586895193064,0,5165.19248100001,0,5,1.58883366229037,121.339547108021
DTXSID7027887,NaN,-7.23,[-9.31:-5.15],0,0.181,0.239,143-50-0,27304-13-8,39765-80-5|5103-73-1,207122-16-5,1031-07-8,LHHGDZSESBACKH-UHFFFAOYSA-N,VWGNQYSIWFHEQU-UHFFFAOYSA-N,OCHOKXCPKDPNQU-UHFFFAOYSA-N,ILPSCQCLBHQUEM-UHFFFAOYSA-N,AAPVQEMYVNZIOO-UHFFFAOYSA-N,DTXSID1020770,DTXSID9044166,DTXSID5052709|DTXSID40872581,DTXSID8052693,DTXSID3037541,-7.31,-6.42,-4.44,-7.14,-10.92,-6.51,-4.32,-4.67,-6.78,-5.01,0,1.956,0.655012046490983,2,35715.3664300002,0,4,1.26477611445191,347.732994621282
DTXSID1042239,NaN,-2.94,[-3.4:-2.48],1,0.686,0.722,112-31-2,124-19-6,2162-98-3,18829-56-6,2162-99-4,KSMVZQYAVGTKIV-UHFFFAOYSA-N,GYHFUZHODSMOHU-UHFFFAOYSA-N,RBBNTRDPSVZESY-UHFFFAOYSA-N,BSAIUMLZVGUGKX-UHFFFAOYSA-N,WXYMNDFVLNUAIA-UHFFFAOYSA-N,DTXSID4021553,DTXSID9021639,DTXSID9062225,DTXSID0047086,DTXSID4062226,-2.74,-3.13,-2.31,-3.77,-2.88,-3.44,-3.4,-2.81,-3.33,-2.16,0,0.486,0.473877539603406,0,2054.377489,0,1,1.17644152282532,86.1003024761468
DTXSID7042190,NaN,-2.71,[-3.26:-2.18],1,0.604,0.672,3922-28-9,2162-98-3,112-31-2,205646-11-3,124-19-6,RNXPZVYZVHJVHM-UHFFFAOYSA-N,RBBNTRDPSVZESY-UHFFFAOYSA-N,KSMVZQYAVGTKIV-UHFFFAOYSA-N,VXBHNYIEBLRXAW-UHFFFAOYSA-N,GYHFUZHODSMOHU-UHFFFAOYSA-N,DTXSID00192479,DTXSID9062225,DTXSID4021553,DTXSID10578806,DTXSID9021639,-2.18,-2.31,-2.74,-3.75,-3.13,-3.14,-2.81,-3.44,-3.54,-3.4,0,0.486,0.493228249072348,0,2447.890947,0,1,1.18446610053814,121.246929961075
DTXSID5074399,NaN,-7.62,[-8.37:-7.01],1,0.559,0.635,2655-19-8,24579-73-5,3766-81-2,2631-37-0,2032-59-9,SLZWBCGZQRRUNG-UHFFFAOYSA-N,WZZLDXDUQPOXNW-UHFFFAOYSA-N,DIRFUJHNVNOBMY-UHFFFAOYSA-N,DTAPQAJKAFRNJB-UHFFFAOYSA-N,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,DTXSID0041690,DTXSID1040295,DTXSID4058077,DTXSID4037617,DTXSID7022172,-7.01,-8.83,-7.18,-7.05,-8.28,-7.17,-7.43,-7.13,-7.19,-8.29,1,0.538,0.832964544280671,1,4677.69040700001,0,4,1.18868768764366,131.927766122986
DTXSID2044896,NaN,-6.97,[-8.75:-5.19],0,0.157,0.357,82560-54-1,65907-30-4,123-79-5,103-23-1,84-76-4,FYZBOYWSHKHDMT-UHFFFAOYSA-N,HAWJXYBZNNRMNO-UHFFFAOYSA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,SAOKZLXYCUGLFA-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,DTXSID2041622,DTXSID3052725,DTXSID2021606,DTXSID0020606,DTXSID9047966,-8.68,-8.88,-6.36,-6.36,-4.05,-8.85,-8.46,-5.11,-5.66,-5.33,0,-0.14,1.36299108064778,3,14313.376395,0,15,1.90577343199764,427.434035767422
DTXSID9021213,NaN,-11.69,[-15.44:-7.94],0,0.085,0.1,2781-11-5,208465-21-8,1071-83-6,173159-57-4,213464-77-8,CCJKFLLIJCGHMO-UHFFFAOYSA-N,NIFKBBMCXCMCAO-UHFFFAOYSA-N,XDDAORKBJWWYJS-UHFFFAOYSA-N,PXDNXJSDGQBLKS-UHFFFAOYSA-N,UCDPMNSCCRBWIC-UHFFFAOYSA-N,DTXSID2029242,DTXSID6034712,DTXSID1024122,DTXSID7034753,DTXSID4034788,-6.8,-16,-11.26,-16,-9.12,-11.64,-10.69,-9.18,-9.65,-11.52,4,6.773,0.6320113201674,0,13049.40264,10,12,1.67625146398079,256.440119077647
DTXSID9034286,NaN,-4.98,[-6.06:-3.9],1,0.593,0.563,106-51-4,431-03-8,123-54-6,105-45-3,78-59-1,AZQWKYJCGOJGHM-UHFFFAOYSA-N,QSJXEFYPDANLFS-UHFFFAOYSA-N,YRKCREAYFQTBPV-UHFFFAOYSA-N,WRQNANDWMGAFTP-UHFFFAOYSA-N,HJOVHMDZYOCNQW-UHFFFAOYSA-N,DTXSID6020145,DTXSID6021583,DTXSID4021979,DTXSID9026716,DTXSID8020759,-3.33,-4.88,-5.44,-6.57,-5.24,-5.24,-4.86,-4.57,-6.16,-4.31,0,0.995,0.612724341465441,2,2339.689092,0,2,1.75748613556464,18.4209359616547
DTXSID0062557,NaN,-9.83,[-10.16:-9.5],1,0.451,0.622,117671-01-9,874967-67-6,494793-67-8,63284-71-9,101-05-3,ZVAJJLYQUHJURI-UHFFFAOYSA-N,XQJQCBDIXRIYRP-UHFFFAOYSA-N,GOFJDXZZHFNFLV-UHFFFAOYSA-N,SAPGTCDSBGMXCD-UHFFFAOYSA-N,IMHBYKMAHXWHRP-UHFFFAOYSA-N,DTXSID50869609,DTXSID2058207,DTXSID9058107,DTXSID2042220,DTXSID9020089,-9.7,-10.4,-9.98,-9.49,-9.55,-9.68,-9.87,-8.47,-9.91,-8.2,1,2.607,0.357973687028873,0,7906.255002,0,5,1.66669055469702,72.6972998735664
DTXSID7047279,NaN,-8.35,[-10.91:-5.79],0,0.175,0.182,83164-33-4,134098-61-6,119738-06-6,82560-54-1,131860-33-8,WYEHFWKAOXOVJD-UHFFFAOYSA-N,YYJNOYZRYGDPNH-UHFFFAOYSA-N,BBKDWPHJZANJGB-UHFFFAOYSA-N,FYZBOYWSHKHDMT-UHFFFAOYSA-N,WFDXOXNFNRHQEC-UHFFFAOYSA-N,DTXSID4041494,DTXSID7032557,DTXSID3058290,DTXSID2041622,DTXSID0032520,-6.49,-5.75,-8.05,-8.68,-13.15,-8.23,-8.46,-8.18,-8.85,-7.81,0,1.483,0.578250722047317,2,13432.1394010336,0,14,3.97710388119632,434.344885632812
DTXSID8034580,-7.81,-7.81,[-7.88:-7.74],1,1,0.932,26225-79-6,32861-85-1,60207-31-0,60-11-7,1836-77-7,IRCMYGHHKLLGHV-UHFFFAOYSA-N,DXXVCXKMSWHGTF-UHFFFAOYSA-N,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,JCYPECIVGRXBMO-UHFFFAOYSA-N,XQNAUQUKWRBODG-UHFFFAOYSA-N,DTXSID8034580,DTXSID6058055,DTXSID3041613,DTXSID5020491,DTXSID0041775,-7.81,-7.82,-10.07,-8.15,-5.91,-7.6,-7.52,-8.67,-6.78,-7.27,0,1.327,0.638684086018361,0,5924.419015,0,5,1.38276930378384,107.12437482662
DTXSID9047338,NaN,-6.27,[-9.16:-3.21],1,0.507,0.223,83657-24-3,104030-54-8,42019-78-3,60168-88-9,93-72-1,FBOUIAKEJMZPQG-UHFFFAOYSA-N,RXDMAYSSBPYBFW-UHFFFAOYSA-N,RUETVLNXAGWCDS-UHFFFAOYSA-N,NHOWDZOIZKMVAI-UHFFFAOYSA-N,ZLSWBLPERHFHIS-UHFFFAOYSA-N,DTXSID2040363,DTXSID4057922,DTXSID4047961,DTXSID2032390,DTXSID0021387,-6.4,-8.35,-0.82,-8.16,-9.16,-7.15,-6.31,-7.2,-8.77,-7.46,1,2.061,0.762284748957711,1,7674.296439,1,2,1.51305793243631,117.869366880401
DTXSID9043720,NaN,-10.98,[-13.44:-8.1],0,0.22,0.147,6915-15-7,144-62-7,7374-53-0,141-82-2,110-15-6,BJEPYKJPYRNKOW-UHFFFAOYSA-N,MUBZPKHOEPUJKR-UHFFFAOYSA-N,RUOTUMSRCIMLJK-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,KDYFGRWQOYBRFD-UHFFFAOYSA-N,DTXSID0027640,DTXSID0025816,DTXSID40224061,DTXSID7021659,DTXSID6023602,-13.44,-9.84,-5.8,-13.28,-12.44,-11.39,-11.86,-12.62,-11.8,-11.47,3,-1.304,1.05856889487356,3,1839.174453,0,6,1.46616564059669,27.0738985802886
DTXSID7038810,NaN,0.58,[-0.96:1.49],1,0.6,0.487,107-46-0,107-51-7,541-05-9,141-62-8,1825-62-3,UQEAIHBTYFGYIE-UHFFFAOYSA-N,CXQXSVUQTKDNFP-UHFFFAOYSA-N,HTDJPCNNEPUOOQ-UHFFFAOYSA-N,YFCGDEUVHLPRCZ-UHFFFAOYSA-N,RSIHJDGMBDPTIM-UHFFFAOYSA-N,DTXSID4026769,DTXSID9040710,DTXSID501337639,DTXSID2044551,DTXSID5051814,0.94,1.49,0.25,1.23,-4.38,0.1,1.02,1.35,1.26,0.22,0,0.092,2.17646853491841,0,3667.4374,0,1,2.51380868096911,24.0930382521795
DTXSID7073301,NaN,-6.08,[-6.41:-5.75],1,0.932,0.848,620-17-7,589-18-4,123-07-9,90-00-6,60-12-8,HMNKTRSOROOSPP-UHFFFAOYSA-N,KMTDMTZBNYGUNX-UHFFFAOYSA-N,HXDOZKJGKXYMEW-UHFFFAOYSA-N,IXQGCWUGDFDQMF-UHFFFAOYSA-N,WRMNZCZEMHIOCP-UHFFFAOYSA-N,DTXSID0022480,DTXSID5025574,DTXSID4021977,DTXSID1022479,DTXSID9026342,-6.2,-5.96,-6.11,-5.54,-6.59,-6.02,-6.08,-6.07,-6.12,-6.01,1,0.891,0.988928290654312,0,1624.208473,0,1,1.36455836690771,29.5198287202626
DTXSID1051937,NaN,-5.2,[-9.35:-2.56],0,0.197,0.1,16260-09-6,119-06-2,10094-45-8,630-06-8,84-77-5,VMRGZRVLZQSNHC-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,FUSNPOOETKRESL-UHFFFAOYSA-N,YDLYQMBWCWFRAI-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,DTXSID00893434,DTXSID2025214,DTXSID20884445,DTXSID7060885,DTXSID3026512,-3.85,-2.56,-3.11,-13.94,-3.67,-5.72,-5.89,-6.22,-2.46,-4.72,0,0.529,0.647467461853049,2,7979.65173500003,0,6,1.19276764521816,963.169120537793
DTXSID5032523,NaN,-8.05,[-9.06:-7.2],1,0.57,0.567,55-21-0,1119-49-9,103-82-2,65-85-0,13749-94-5,KXDAEFPNCMNJSK-UHFFFAOYSA-N,GYLDXXLJMRTVSS-UHFFFAOYSA-N,WLJVXDMOQOGPHL-UHFFFAOYSA-N,WPYMKLBDIGXBTP-UHFFFAOYSA-N,TYEVWCPZVQACAE-UHFFFAOYSA-N,DTXSID0021709,DTXSID2061511,DTXSID2021656,DTXSID6020143,DTXSID7027754,-9.61,-8.44,-7.22,-7.24,-7.2,-7.76,-7.28,-7,-7.3,-6.8,1,1.239,0.604419660481758,1,2909.867629,0,2,1.76287241125355,29.1123900701145
DTXSID6047313,NaN,-8.81,[-10.09:-7.53],1,0.453,0.463,82558-50-7,119168-77-3,161050-58-4,66063-05-6,131807-57-3,PMHURSZHKKJGBM-UHFFFAOYSA-N,ZZYSLNWGKKDOML-UHFFFAOYSA-N,QCAWEPFNJXQPAN-UHFFFAOYSA-N,OGYFATSSENRIKG-UHFFFAOYSA-N,PCCSBWNGDMYFCW-UHFFFAOYSA-N,DTXSID8024159,DTXSID0034223,DTXSID3032628,DTXSID3042261,DTXSID8034588,-8.71,-7.96,-8.79,-11.31,-7.34,-9,-9.26,-8.5,-8.1,-8.83,1,2.314,0.813263270149918,1,6752.54651699999,0,5,1.42785724572131,241.236953367585
DTXSID3044629,NaN,-8.01,[-10.86:-5.02],1,0.34,0.174,132-66-1,113136-77-9,140923-17-7,144651-06-9,82558-50-7,JXTHEWSKYLZVJC-UHFFFAOYSA-N,GLWWLNJJJCTFMZ-UHFFFAOYSA-N,NWUWYYSKZYIQAE-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,PMHURSZHKKJGBM-UHFFFAOYSA-N,DTXSID6032437,DTXSID5032600,DTXSID0047662,DTXSID4034364,DTXSID8024159,-2.72,-9.14,-10.86,-9.61,-8.71,-9.51,-7.85,-9.38,-9.84,-9,2,2.462,0.789329515452515,2,4863.55545700001,0,8,1.46636676784913,156.103764557401
DTXSID8047559,NaN,-3.07,[-3.23:-2.91],1,0.926,0.9,106-32-1,1731-84-6,103-11-7,103-09-3,111-11-5,YYZUSRORWSJGET-UHFFFAOYSA-N,IJXHLVMUNBOGRR-UHFFFAOYSA-N,GOXQRTZXKQZDDN-UHFFFAOYSA-N,WOYWLLHHWAMFCB-UHFFFAOYSA-N,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,DTXSID8051542,DTXSID8061921,DTXSID9025297,DTXSID8026694,DTXSID2026864,-3.07,-2.85,-3.37,-3.05,-3.11,-3.08,-3.14,-3.02,-3.15,-3.16,0,0.558,0.710867594003819,1,2078.30097,0,2,1.17634532843531,84.0479773359362
DTXSID90893468,NaN,-2.76,[-4.48:-1.42],0,0.426,0.435,929-77-1,123-95-5,1120-28-1,123-79-5,84-76-4,QSQLTHHMFHEFIY-UHFFFAOYSA-N,ULBTUVJTXULMLP-UHFFFAOYSA-N,QGBRLVONZXHAKJ-UHFFFAOYSA-N,NEHDRDVHPTWWFG-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,DTXSID6029206,DTXSID5027013,DTXSID2061515,DTXSID2021606,DTXSID9047966,-1.78,-1.42,-2.01,-6.36,-4.05,-2.97,-2.46,-2.27,-5.11,-5.33,0,0.619,0.765244960772884,1,5523.42596000003,0,2,1.21566274846789,468.488820721758
DTXSID2044559,-3.51,-4.02,[-4.34:-3.7],1,1,0.858,1582-09-8,26399-36-0,1861-40-1,33245-39-5,55283-68-6,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,ITVQAKZNYJEWKS-UHFFFAOYSA-N,SMDHCQAYESWHAE-UHFFFAOYSA-N,MNFMIVVPXOGUMX-UHFFFAOYSA-N,PTFJIKYUEPWBMS-UHFFFAOYSA-N,DTXSID4021395,DTXSID2044559,DTXSID3023899,DTXSID9032614,DTXSID8032386,-3.99,-3.51,-4.05,-4.85,-3.82,-4.22,-4.44,-4.18,-4.11,-4.32,0,0.986,0.412338460448371,0,7106.2271370112,0,8,2.86500731060751,165.698614645449
DTXSID6067206,NaN,-4.29,[-7.69:-2.56],0,0.308,0.1,119-06-2,16260-09-6,84-77-5,630-06-8,84-76-4,YCZJVRCZIPDYHH-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,YDLYQMBWCWFRAI-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,DTXSID2025214,DTXSID00893434,DTXSID3026512,DTXSID7060885,DTXSID9047966,-2.56,-3.85,-3.67,-13.94,-4.05,-5.89,-5.72,-4.72,-2.46,-5.33,0,0.911,0.727387103553408,2,7156.20986700004,0,4,1.20345691395524,791.158455101625
DTXSID20181022,NaN,-4.18,[-4.68:-3.68],1,0.667,0.747,3740-92-9,NOCAS_871935,2444-89-5,24910-68-7,6903-65-7,NRFQZTCQAYEXEE-UHFFFAOYSA-N,HPRGYUWRGCTBAV-UHFFFAOYSA-N,URUJZHZLCCIILC-UHFFFAOYSA-N,LEKOWSSKXYFERR-UHFFFAOYSA-N,MWKULKMSBBSGTP-UHFFFAOYSA-N,DTXSID90190843,DTXSID60871935,DTXSID90179198,DTXSID20179621,DTXSID00219099,-4.96,-4.11,-4.34,-3.82,-3.52,-5.15,-4,-3.94,-4.03,-4.1,0,1.401,0.584672709141002,0,3517.420975,0,2,1.37061513337409,74.8045707749155
DTXSID8047341,NaN,-5.72,[-7.37:-4.07],0,0.199,0.357,56073-10-0,84-77-5,104653-34-1,84-76-4,139001-49-3,XDXSRIVLWONVPW-UHFFFAOYSA-N,PGIBJVOPLXHHGS-UHFFFAOYSA-N,VBRCOACYVRNNDF-UHFFFAOYSA-N,DROMNWUQASBTFM-UHFFFAOYSA-N,UQBHMWHKJIHQHK-UHFFFAOYSA-N,DTXSID5032529,DTXSID3026512,DTXSID4032374,DTXSID9047966,DTXSID5057969,-8.01,-3.67,-6,-4.05,-6.76,-6.16,-4.72,-7.02,-5.33,-6.94,1,3.518,0.657699353298874,2,15209.365733,0,6,1.43094760860941,585.584700676827
DTXSID40181069,NaN,-12.54,[-13.44:-11.22],1,0.393,0.433,6915-15-7,144-62-7,141-82-2,110-16-7,110-15-6,BJEPYKJPYRNKOW-UHFFFAOYSA-N,MUBZPKHOEPUJKR-UHFFFAOYSA-N,OFOBLEOULBTSOW-UHFFFAOYSA-N,VZCYOOQTPOCHFL-UHFFFAOYSA-N,KDYFGRWQOYBRFD-UHFFFAOYSA-N,DTXSID0027640,DTXSID0025816,DTXSID7021659,DTXSID8021517,DTXSID6023602,-13.44,-9.84,-13.28,-13.15,-12.44,-11.39,-11.86,-11.8,-11.62,-11.47,3,0.368,1.23076412908937,2,897.96822,0,5,1.09093726152208,20.4739907148743
DTXSID4034310,NaN,-10.14,[-13.37:-6.91],0,0.103,0.1,51596-11-3,28772-56-7,144651-06-9,56073-10-0,74223-64-6,VOZIAWLUULBIPN-UHFFFAOYSA-N,QUNMLCCVZLKSGL-UHFFFAOYSA-N,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,XDXSRIVLWONVPW-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,DTXSID4052760,DTXSID9032589,DTXSID4034364,DTXSID5032529,DTXSID6023864,-6.59,-11.05,-9.61,-8.01,-16,-12.13,-9.98,-9.84,-6.16,-11.12,3,7.423,0.541116214690415,3,16489.406523,1,10,1.53069339171022,663.711923807995
DTXSID1025805,-7.69,-7.67,[-7.69:-7.44],1,1,0.705,26530-20-1,2008-41-5,110-42-9,123-29-5,112-12-9,JPMIIZHYYWMHDT-UHFFFAOYSA-N,BMTAFVWTTFSTOG-UHFFFAOYSA-N,YRHYCMZPEVDGFQ-UHFFFAOYSA-N,BYEVBITUADOIGY-UHFFFAOYSA-N,KYWIYKKSMDLRDC-UHFFFAOYSA-N,DTXSID1025805,DTXSID7023936,DTXSID4026842,DTXSID1047651,DTXSID2021943,-7.69,-4.04,-3.1,-3.12,-4.2,-3.57,-5.67,-3.12,-3.1,-3.79,0,0.862,0.588431611189323,1,3144.728727,0,2,1.44657870449108,104.52011198416
DTXSID4022315,NaN,-10.75,[-12.08:-9.29],0,0.255,0.364,13684-63-4,150-13-0,99-96-7,97-23-4,6334-25-4,IDOWTHOLJBTAFI-UHFFFAOYSA-N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,FJKROLUGYXJWQN-UHFFFAOYSA-N,MDNWOSOZYLHTCG-UHFFFAOYSA-N,OKRNLSUTBJUVKA-UHFFFAOYSA-N,DTXSID1024255,DTXSID6024466,DTXSID3026647,DTXSID6021824,DTXSID40212726,-12.08,-9.83,-11.15,-11.93,-8.1,-10.45,-10.91,-9.97,-8.62,-9.73,3,2.153,0.900129046251735,1,6529.58117500001,3,5,1.27399990433049,176.248756538951
DTXSID8044412,NaN,-7.13,[-7.78:-6.48],1,0.653,0.675,101-21-3,122-42-9,1967-16-4,2655-15-4,2631-40-5,CWJSHJJYOPWUGX-UHFFFAOYSA-N,VXPLXMJHHKHSOA-UHFFFAOYSA-N,ULBXWWGWDPVHAO-UHFFFAOYSA-N,NYOKZHDTNBDPOB-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,DTXSID7020764,DTXSID7020766,DTXSID6041769,DTXSID9041318,DTXSID6042072,-6.33,-7.08,-8.06,-6.66,-7.7,-7.4,-7.04,-8.28,-7.35,-7.07,1,0.96,0.626387581610488,1,3056.493376,0,3,1.51786961116295,59.9009245751453
DTXSID3027906,NaN,-6.49,[-7.08:-5.9],1,0.538,0.645,35400-43-2,7526-26-3,55-38-9,26087-47-8,298-04-4,JXHJNEJVUNHLKO-UHFFFAOYSA-N,HPUPGAFDTWIMBR-UHFFFAOYSA-N,PNVJTZOFSHSLTO-UHFFFAOYSA-N,FCOAHACKGGIURQ-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,DTXSID8032675,DTXSID2064731,DTXSID8020620,DTXSID7058040,DTXSID0022018,-6.07,-6.77,-6.66,-7.42,-5.66,-6.42,-7.08,-5.41,-7.69,-5.02,0,2.383,1.15712862381338,0,5091.87971514801,0,2,1.45723963123934,118.138524559072
DTXSID7041178,NaN,-9.51,[-9.8:-9.22],1,0.332,0.529,50-65-7,1420-04-8,117-79-3,178928-70-6,57966-95-7,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,XOGPDSATLSAZEK-UHFFFAOYSA-N,MNHVNIJQQRJYDH-UHFFFAOYSA-N,XERJKGMBORTKEO-UHFFFAOYSA-N,DTXSID7040362,DTXSID3020338,DTXSID6020068,DTXSID4034869,DTXSID6032358,-9.18,-9.42,-10.05,-9.44,-9.45,-9.42,-9.42,-6.11,-8.82,-9.62,2,3.157,0.567693259492432,2,5764.150578,1,5,1.73125283491512,73.6531714464154
DTXSID301014861,NaN,-2.19,[-2.37:-2.01],1,0.753,0.842,513-53-1,107-03-9,109-79-5,100-41-4,110-66-7,LOCHFZBWPCLPAN-UHFFFAOYSA-N,SUVIGLJNEAMWEG-UHFFFAOYSA-N,WQAQPCDUOCURKW-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,DTXSID1041396,DTXSID5026750,DTXSID6026824,DTXSID3020596,DTXSID9041605,-2.15,-2.39,-2.34,-2.1,-1.89,-2.28,-2.25,-2.2,-2.19,-2.26,0,0.756,1.11054813450023,0,1166.770462,0,0,1.52105416901705,21.6185197448317
DTXSID80849595,NaN,-5.68,[-9.73:-2.56],0,0.092,0.1,10094-45-8,16260-09-6,119-06-2,630-06-8,51596-11-3,FUSNPOOETKRESL-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,YDLYQMBWCWFRAI-UHFFFAOYSA-N,VOZIAWLUULBIPN-UHFFFAOYSA-N,DTXSID20884445,DTXSID00893434,DTXSID2025214,DTXSID7060885,DTXSID4052760,-3.11,-3.85,-2.56,-13.94,-6.59,-6.22,-5.72,-5.89,-2.46,-12.13,4,3.31,0.88205249737175,3,23054.6993590001,1,13,1.27794636471558,1110.41117188502
DTXSID40849596,NaN,-5.69,[-9.75:-2.56],0,0.096,0.1,10094-45-8,16260-09-6,119-06-2,630-06-8,51596-11-3,FUSNPOOETKRESL-UHFFFAOYSA-N,VMRGZRVLZQSNHC-UHFFFAOYSA-N,YCZJVRCZIPDYHH-UHFFFAOYSA-N,YDLYQMBWCWFRAI-UHFFFAOYSA-N,VOZIAWLUULBIPN-UHFFFAOYSA-N,DTXSID20884445,DTXSID00893434,DTXSID2025214,DTXSID7060885,DTXSID4052760,-3.11,-3.85,-2.56,-13.94,-6.59,-6.22,-5.72,-5.89,-2.46,-12.13,4,3.373,0.883052452605861,2,21970.2088650001,1,13,1.28078322108915,1070.24126871641
