MoleculeID,BioDeg_exp,BioDeg_LogHalfLife_pred,BioDeg_predRange,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,BioDeg_CAS_neighbor_1,BioDeg_CAS_neighbor_2,BioDeg_CAS_neighbor_3,BioDeg_CAS_neighbor_4,BioDeg_CAS_neighbor_5,BioDeg_InChiKey_neighbor_1,BioDeg_InChiKey_neighbor_2,BioDeg_InChiKey_neighbor_3,BioDeg_InChiKey_neighbor_4,BioDeg_InChiKey_neighbor_5,BioDeg_DTXSID_neighbor_1,BioDeg_DTXSID_neighbor_2,BioDeg_DTXSID_neighbor_3,BioDeg_DTXSID_neighbor_4,BioDeg_DTXSID_neighbor_5,BioDeg_LogHalfLife_Exp_neighbor_1,BioDeg_LogHalfLife_Exp_neighbor_2,BioDeg_LogHalfLife_Exp_neighbor_3,BioDeg_LogHalfLife_Exp_neighbor_4,BioDeg_LogHalfLife_Exp_neighbor_5,BioDeg_LogHalfLife_pred_neighbor_1,BioDeg_LogHalfLife_pred_neighbor_2,BioDeg_LogHalfLife_pred_neighbor_3,BioDeg_LogHalfLife_pred_neighbor_4,BioDeg_LogHalfLife_pred_neighbor_5,BCUTp_1l,IC2,nF6Ring,nT6Ring,ATSC1p,VP_6
DTXSID1037806,NaN,0.92,[0.52:1.32],1,0.512,0.578,100-41-4|,108-88-3|,141-93-5|,108-38-3|,644-08-6|,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,AFZZYIJIWUTJFO-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,ZZLCFHIKESPLTH-UHFFFAOYSA-N,DTXSID3020596|,DTXSID7021360|,DTXSID1022003|,DTXSID6026298|,DTXSID4047177|,0.9,0.3,0.85,1,1.58,0.63,0.78,0.66,0.82,1.18,5.40636405781594,2.62351664121802,0,1,0.337482443076923,0.0922405334853038
DTXSID3024316,NaN,0.67,[0.48:0.92],1,0.433,0.633,21964-49-8|,1074-17-5|,103-65-1|,620-14-4|,874-41-9|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID80176373|,DTXSID4061466|,DTXSID3042219|,DTXSID6050386|,DTXSID0061246|,1.11,0.48,0.6,0.48,0.6,0.59,0.57,0.61,0.58,0.54,4.97257910579397,3.38019671298458,0,0,-0.372716954516115,0.738744172419917
DTXSID30865700,NaN,1.04,[0.56:1.52],0,0.092,0.387,1921-70-6|,111-01-3|,2213-23-2|,592-27-8|,2216-33-3|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID70870919|,DTXSID0046513|,DTXSID10862873|,DTXSID2060460|,DTXSID30862875|,1.62,1.62,0.78,0.48,0.7,1.03,2.2,0.52,0.61,0.56,5.3639097768111,3.54262309438811,0,1,-4.59144659633332,1.67624335248008
DTXSID80955605,NaN,0.68,[0.48:0.92],0,0.391,0.615,21964-49-8|,103-65-1|,592-27-8|,3221-61-2|,591-76-4|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,DTXSID80176373|,DTXSID3042219|,DTXSID2060460|,DTXSID30863125|,DTXSID5052256|,1.11,0.6,0.48,0.7,0.48,0.59,0.61,0.61,0.56,0.84,4.15400946734284,3.10390991028236,0,0,-0.191069172226827,0.231647780422837
DTXSID5044817,NaN,2.1,[1.58:2.62],0,0.223,0.391,2294-82-8|,2825-82-3|,30232-26-9|,2381-21-7|,238-84-6|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,LPSXSORODABQKT-UHFFFAOYSA-N,RPXNJRYZAWDANB-UHFFFAOYSA-N,KBSPJIWZDWBDGM-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,DTXSID10872977|,DTXSID2029244|,DTXSID90184328|,DTXSID0025654|,DTXSID3075204|,1.46,3,1.92,1.96,2.15,1.19,1.87,1.52,2.13,2.08,5.13641702749097,3.3772194186392,1,2,1.14042139777545,2.9453993278276
DTXSID1042077,NaN,0.64,[0.35:0.93],0,0.333,0.569,21964-49-8|,2213-23-2|,1074-17-5|,592-27-8|,15869-89-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID4061466|,DTXSID2060460|,DTXSID70871244|,1.11,0.78,0.48,0.48,0.3,0.59,0.52,0.57,0.61,0.66,4.77608735147738,3.61955927061137,0,1,-0.814531260909081,0.42548131563976
DTXSID70955679,NaN,0.72,[0.49:0.95],1,0.391,0.624,21964-49-8|,103-65-1|,1074-17-5|,622-96-8|,934-80-5|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,DTXSID80176373|,DTXSID3042219|,DTXSID4061466|,DTXSID9029194|,DTXSID6061317|,1.11,0.6,0.48,0.6,0.7,0.59,0.61,0.57,0.62,0.55,4.74509257514264,3.28286388929122,0,0,-0.282181612487756,1.18908703714362
DTXSID2067822,NaN,0.68,[0.5:0.86],0,0.052,0.551,592-27-8|,2213-23-2|,2216-33-3|,589-34-4|,589-81-1|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,VLJXXKKOSFGPHI-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID2060460|,DTXSID10862873|,DTXSID30862875|,DTXSID3044334|,DTXSID90862250|,0.48,0.78,0.7,0.95,0.48,0.61,0.52,0.56,0.74,0.65,5.31675506932961,3.06027422438741,0,0,-8.30276807220599,1.06147368338122
DTXSID4022313,NaN,1.21,[1.03:1.39],1,0.588,0.719,28804-88-8|,91-57-6|,581-40-8|,644-08-6|,538-93-2|,QNLZIZAQLLYXTC-UHFFFAOYSA-N,QIMMUPPBPVKWKM-UHFFFAOYSA-N,WWGUMAYGTYQSGA-UHFFFAOYSA-N,ZZLCFHIKESPLTH-UHFFFAOYSA-N,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,DTXSID7025130|,DTXSID4020878|,DTXSID2060383|,DTXSID4047177|,DTXSID6027181|,1.18,1.15,1.18,1.58,1,1.18,1.32,1.15,1.18,0.64,6.19077929845012,2.95006375643621,0,2,0.0530001150152924,0.76807577450529
DTXSID6029256,NaN,0.57,[0.48:0.68],0,0.347,0.674,591-76-4|,109-66-0|,592-27-8|,3221-61-2|,589-81-1|,GXDHCNNESPLIKD-UHFFFAOYSA-N,OFBQJSOFQDEBGM-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID5052256|,DTXSID2025846|,DTXSID2060460|,DTXSID30863125|,DTXSID90862250|,0.48,0.7,0.48,0.7,0.48,0.84,0.92,0.61,0.56,0.65,3.63755987226511,2.53585777591828,0,0,-0.159930799684917,0
DTXSID8023848,NaN,0.69,[0.48:0.93],0,0.238,0.569,1074-17-5|,21964-49-8|,620-14-4|,2213-23-2|,874-41-9|,YQZBFMJOASEONC-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,MEMBJMDZWKVOTB-UHFFFAOYSA-N,DTXSID4061466|,DTXSID80176373|,DTXSID6050386|,DTXSID10862873|,DTXSID0061246|,0.48,1.11,0.48,0.78,0.6,0.57,0.59,0.58,0.52,0.54,4.96026379800843,4.32636040795269,0,1,-1.15513581894736,0.70982236613707
DTXSID90889467,NaN,1.12,[0.67:1.57],0,0.112,0.398,1921-70-6|,21964-49-8|,111-01-3|,2213-23-2|,592-27-8|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID70870919|,DTXSID80176373|,DTXSID0046513|,DTXSID10862873|,DTXSID2060460|,1.62,1.11,1.62,0.78,0.48,1.03,0.59,2.2,0.52,0.61,4.81935861902856,4.1955397440528,0,6,-3.17986441275333,1.80184879720928
DTXSID6067830,NaN,0.75,[0.54:0.96],0,0.361,0.626,21964-49-8|,2216-33-3|,592-27-8|,3221-61-2|,1071-26-7|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,PSABUFWDVWCFDP-UHFFFAOYSA-N,DTXSID80176373|,DTXSID30862875|,DTXSID2060460|,DTXSID30863125|,DTXSID0061454|,1.11,0.7,0.48,0.7,0.78,0.59,0.56,0.61,0.56,0.64,4.34005314432634,2.69573826689732,0,0,-1.04356371088145,0.886646250345772
DTXSID4029357,NaN,0.65,[0.48:0.9],0,0.334,0.59,591-76-4|,21964-49-8|,592-27-8|,589-81-1|,3221-61-2|,GXDHCNNESPLIKD-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID5052256|,DTXSID80176373|,DTXSID2060460|,DTXSID90862250|,DTXSID30863125|,0.48,1.11,0.48,0.48,0.7,0.84,0.59,0.61,0.65,0.56,3.8047447522097,3.32323142879762,0,0,-0.507962021550086,0
DTXSID0063024,NaN,0.66,[0.49:0.83],1,0.413,0.666,109-66-0|,110-54-3|,591-76-4|,592-27-8|,3221-61-2|,OFBQJSOFQDEBGM-UHFFFAOYSA-N,VLKZOEOYAKHREP-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID2025846|,DTXSID0021917|,DTXSID5052256|,DTXSID2060460|,DTXSID30863125|,0.7,0.95,0.48,0.48,0.7,0.92,0.78,0.84,0.61,0.56,4.172875,2.35353394857748,0,0,-0.870073668151472,0.0948392656214749
DTXSID9042380,NaN,0.63,[0.51:0.75],0,0.086,0.59,592-27-8|,2216-33-3|,3221-61-2|,2213-23-2|,589-81-1|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,DTXSID10862873|,DTXSID90862250|,0.48,0.7,0.7,0.78,0.48,0.61,0.56,0.56,0.52,0.65,4.4548671875,3.16697791856625,0,0,-4.98274581966798,1.06066017177982
DTXSID4047678,NaN,1.02,[0.8:1.24],1,0.45,0.637,98-82-8|,538-93-2|,583-57-3|,108-38-3|,526-73-8|,RWGFKTVRMDUZSP-UHFFFAOYSA-N,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,KVZJLSYJROEPSQ-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,FYGHSUNMUKGBRK-UHFFFAOYSA-N,DTXSID1021827|,DTXSID6027181|,DTXSID50858730|,DTXSID6026298|,DTXSID8047769|,1.18,1,1.26,1,0.6,0.89,0.64,0.82,0.82,0.81,6.4131875,2.92192809488736,0,2,-0.324770119787742,0.39244288047745
DTXSID60865718,NaN,0.69,[0.41:0.97],0,0.204,0.53,2213-23-2|,21964-49-8|,2216-30-0|,15869-89-3|,592-27-8|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,HQZHQNKZOYIKQC-UHFFFAOYSA-N,HOAAQUNESXYFDT-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID10862873|,DTXSID80176373|,DTXSID70862874|,DTXSID70871244|,DTXSID2060460|,0.78,1.11,0.78,0.3,0.48,0.52,0.59,0.62,0.66,0.61,5.59649140548707,3.95619198609657,0,2,-1.71232028991441,0.723746872586432
DTXSID80880024,NaN,2.23,[1.9:2.55],0,0.116,0.475,50-32-8|,207-08-9|,238-84-6|,111-01-3|,189-55-9|,FMMWHPNWAFZXNH-UHFFFAOYSA-N,HAXBIWFMXWRORI-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,TUGYIJVAYAHHHM-UHFFFAOYSA-N,DTXSID2020139|,DTXSID0023909|,DTXSID3075204|,DTXSID0046513|,DTXSID9059751|,2.35,2.55,2.15,1.62,2.47,2.17,2.19,2.08,2.2,2.66,3.82822836006958,5.07284235834907,0,6,-0.0478711541252428,6.67740892713298
DTXSID2044921,NaN,0.57,[0.48:0.68],0,0.249,0.645,592-27-8|,591-76-4|,3221-61-2|,589-81-1|,2216-33-3|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID2060460|,DTXSID5052256|,DTXSID30863125|,DTXSID90862250|,DTXSID30862875|,0.48,0.48,0.7,0.48,0.7,0.61,0.84,0.56,0.65,0.56,3.94690344967397,3.25514274455579,0,0,-1.50882361409945,0.377529819551938
DTXSID7044922,NaN,0.63,[0.48:0.88],0,0.329,0.6,1074-17-5|,21964-49-8|,103-65-1|,620-14-4|,592-27-8|,YQZBFMJOASEONC-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,ZLCSFXXPPANWQY-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID4061466|,DTXSID80176373|,DTXSID3042219|,DTXSID6050386|,DTXSID2060460|,0.48,1.11,0.6,0.48,0.48,0.57,0.59,0.61,0.58,0.61,4.06424477706743,3.62192809488736,0,0,-0.468680534799995,0.162234053792919
DTXSID30885589,NaN,0.56,[0.48:0.67],0,0.377,0.685,591-76-4|,592-27-8|,589-81-1|,3221-61-2|,2216-34-4|,GXDHCNNESPLIKD-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID5052256|,DTXSID2060460|,DTXSID90862250|,DTXSID30863125|,DTXSID90862876|,0.48,0.48,0.48,0.7,0.7,0.84,0.61,0.65,0.56,0.5,3.84462124256394,2.94770277922009,0,0,-0.433500006464,0
DTXSID0067848,NaN,0.65,[0.48:0.9],0,0.213,0.55,21964-49-8|,592-27-8|,591-76-4|,589-81-1|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID5052256|,DTXSID90862250|,DTXSID30863125|,1.11,0.48,0.48,0.48,0.7,0.59,0.61,0.84,0.65,0.56,3.18442706271088,3.97833358118526,0,0,-1.28136007155567,0.20955492178428
DTXSID50188029,NaN,0.65,[0.48:0.9],0,0.236,0.557,21964-49-8|,592-27-8|,591-76-4|,3221-61-2|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID5052256|,DTXSID30863125|,DTXSID90862250|,1.11,0.48,0.48,0.7,0.48,0.59,0.61,0.84,0.56,0.65,3.1961288335463,3.8093975283838,0,0,-1.0108222524122,0.300728619566065
DTXSID4041284,NaN,0.75,[0.55:0.95],0,0.155,0.554,21964-49-8|,592-27-8|,3221-61-2|,2213-23-2|,2216-33-3|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID30863125|,DTXSID10862873|,DTXSID30862875|,1.11,0.48,0.7,0.78,0.7,0.59,0.61,0.56,0.52,0.56,3.02104891801958,4.30602026220926,0,0,-2.1576128868575,0.879896537595258
DTXSID1047368,NaN,1.13,[0.68:1.58],0,0.109,0.397,1921-70-6|,111-01-3|,21964-49-8|,2213-23-2|,592-27-8|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,DTXSID70870919|,DTXSID0046513|,DTXSID80176373|,DTXSID10862873|,DTXSID2060460|,1.62,1.62,1.11,0.78,0.48,1.03,2.2,0.59,0.52,0.61,5.15810310882306,5.1351119079933,0,4,-3.21979099922286,2.12327619870404
DTXSID1029257,NaN,1.33,[1.27:1.39],1,0.532,0.783,544-76-3|,629-78-7|,629-62-9|,593-45-3|,629-59-4|,DCAYPVUWAIABOU-UHFFFAOYSA-N,NDJKXXJCMXVBJW-UHFFFAOYSA-N,YCOZIPAWZNQLMR-UHFFFAOYSA-N,RZJRJXONCZWCBN-UHFFFAOYSA-N,BGHCVCJVXZWKCC-UHFFFAOYSA-N,DTXSID0027195|,DTXSID7047061|,DTXSID6027268|,DTXSID9047172|,DTXSID1027267|,1.23,1.3,1.42,1.32,1.36,1.34,1.31,1.26,1.3,1.21,5.11742069151155,2.20592632209235,0,0,-0.447299682155081,1.24160939142891
DTXSID7029661,NaN,0.65,[0.48:0.9],1,0.405,0.613,21964-49-8|,592-27-8|,591-76-4|,3221-61-2|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID2060460|,DTXSID5052256|,DTXSID30863125|,DTXSID90862250|,1.11,0.48,0.48,0.7,0.48,0.59,0.61,0.84,0.56,0.65,4.14948115098204,2.98107601191461,0,0,-0.221691224643981,0.136930639376292
DTXSID3024609,NaN,0.53,[0.39:0.67],0,0.391,0.705,874-35-1|,103-65-1|,622-96-8|,934-80-5|,1074-17-5|,RFXBCGVZEJEYGG-UHFFFAOYSA-N,ODLMAHJVESYWTB-UHFFFAOYSA-N,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,SBUYFICWQNHBCM-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,DTXSID5061245|,DTXSID3042219|,DTXSID9029194|,DTXSID6061317|,DTXSID4061466|,0.3,0.6,0.6,0.7,0.48,0.44,0.61,0.62,0.55,0.57,5.0286875,3.20385618977472,0,0,0.566126139317761,0.482142857142857
DTXSID9063039,NaN,1.05,[0.89:1.21],1,0.537,0.696,98-82-8|,108-38-3|,583-57-3|,538-93-2|,95-47-6|,RWGFKTVRMDUZSP-UHFFFAOYSA-N,IVSZLXZYQVIEFR-UHFFFAOYSA-N,KVZJLSYJROEPSQ-UHFFFAOYSA-N,KXUHSQYYJYAXGZ-UHFFFAOYSA-N,CTQNGGLPUBDAKN-UHFFFAOYSA-N,DTXSID1021827|,DTXSID6026298|,DTXSID50858730|,DTXSID6027181|,DTXSID3021807|,1.18,1,1.26,1,0.78,0.89,0.82,0.82,0.64,0.73,5.99051171875,2.73720374800521,0,1,-0.327862943999986,0.267961766662498
DTXSID60956155,NaN,1.34,[0.71:1.97],0,0.324,0.383,832-69-9|,2294-82-8|,90-12-0|1321-94-4,779-02-2|,2177-47-1|,DOWJXOHBNXRUOD-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,QPUYECUOLPXSFR-UHFFFAOYSA-N,CPGPAVAKSZHMBP-UHFFFAOYSA-N,YSAXEHWHSLANOM-UHFFFAOYSA-N,DTXSID6025648|,DTXSID10872977|,DTXSID9020877|DTXSID3025625,DTXSID3061134|,DTXSID00176173|,1.36,1.46,0.96,2.42,0.48,1.92,1.19,0.6,1.55,0.45,5.42911640875762,4.28679019882711,0,3,0.648361581332357,0.620594031202659
DTXSID0044658,NaN,0.59,[0.3:1.02],0,0.431,0.572,874-35-1|,824-22-6|,2177-47-1|,2294-82-8|,767-60-2|,RFXBCGVZEJEYGG-UHFFFAOYSA-N,LNNSODHYZXCEJP-UHFFFAOYSA-N,YSAXEHWHSLANOM-UHFFFAOYSA-N,QBBCCEYJCKGWIK-UHFFFAOYSA-N,COOKKJGOGWACMY-UHFFFAOYSA-N,DTXSID5061245|,DTXSID7073931|,DTXSID00176173|,DTXSID10872977|,DTXSID40227496|,0.3,0.3,0.48,1.46,0.48,0.44,0.49,0.45,1.19,0.47,5.82828125,3.42192809488736,0,1,0.779561534331928,0.347708878548682
DTXSID6029258,NaN,1,[0.5:1.46],0,0.191,0.435,2294-82-8|,2531-84-2|,874-35-1|,832-69-9|,1074-17-5|,QBBCCEYJCKGWIK-UHFFFAOYSA-N,KANLOADZXMMCQA-UHFFFAOYSA-N,RFXBCGVZEJEYGG-UHFFFAOYSA-N,DOWJXOHBNXRUOD-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,DTXSID10872977|,DTXSID1025649|,DTXSID5061245|,DTXSID6025648|,DTXSID4061466|,1.46,1.36,0.3,1.36,0.48,1.19,1.39,0.44,1.92,0.57,3.7416060004572,3.89259123079799,0,3,1.58732792495494,0.792818302317103
DTXSID9029358,NaN,0.61,[0.5:0.7],0,0.06,0.593,592-27-8|,2216-33-3|,3221-61-2|,589-81-1|,2216-34-4|,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DOGIHOCMZJUJNR-UHFFFAOYSA-N,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,DTXSID90862250|,DTXSID90862876|,0.48,0.7,0.7,0.48,0.7,0.61,0.56,0.56,0.65,0.5,2.92783945846557,3.43414165766053,0,0,-7.04631781691999,2.08522919795502
DTXSID5044659,NaN,1.03,[0.54:1.52],0,0.084,0.382,1921-70-6|,111-01-3|,592-27-8|,2216-33-3|,3221-61-2|,XOJVVFBFDXDTEG-UHFFFAOYSA-N,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID70870919|,DTXSID0046513|,DTXSID2060460|,DTXSID30862875|,DTXSID30863125|,1.62,1.62,0.48,0.7,0.7,1.03,2.2,0.61,0.56,0.56,4.6881918857287,3.47151383795873,0,0,-5.03668772467522,1.93976376667206
DTXSID80188254,NaN,0.72,[0.48:0.96],1,0.384,0.615,21964-49-8|,2213-23-2|,592-27-8|,589-81-1|,3221-61-2|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID2060460|,DTXSID90862250|,DTXSID30863125|,1.11,0.78,0.48,0.48,0.7,0.59,0.52,0.61,0.65,0.56,4.52419872023332,3.35326968951511,0,0,-0.751766387999989,0.36454238708329
DTXSID3067869,NaN,0.67,[0.48:0.92],1,0.38,0.6,21964-49-8|,2213-23-2|,592-27-8|,591-76-4|,589-81-1|,XMRSTLBCBDIKFI-UHFFFAOYSA-N,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,GXDHCNNESPLIKD-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,DTXSID80176373|,DTXSID10862873|,DTXSID2060460|,DTXSID5052256|,DTXSID90862250|,1.11,0.78,0.48,0.48,0.48,0.59,0.52,0.61,0.84,0.65,4.76263105208829,3.48171457298607,0,0,-0.695683286550105,0.140838836885585
DTXSID0058063,NaN,0.75,[0.55:0.95],0,0.091,0.533,2213-23-2|,592-27-8|,21964-49-8|,2216-33-3|,3221-61-2|,AUKVIBNBLXQNIZ-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,SEEOMASXHIJCDV-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,DTXSID10862873|,DTXSID2060460|,DTXSID80176373|,DTXSID30862875|,DTXSID30863125|,0.78,0.48,1.11,0.7,0.7,0.52,0.61,0.59,0.56,0.56,4.57849533284276,4.49002914171728,0,1,-4.48205516696978,1.39060211394166
DTXSID2067878,NaN,0.68,[0.48:0.91],0,0.302,0.596,103-65-1|,21964-49-8|,592-27-8|,3221-61-2|,1074-17-5|,ODLMAHJVESYWTB-UHFFFAOYSA-N,XMRSTLBCBDIKFI-UHFFFAOYSA-N,JVSWJIKNEAIKJW-UHFFFAOYSA-N,ZUBZATZOEPUUQF-UHFFFAOYSA-N,YQZBFMJOASEONC-UHFFFAOYSA-N,DTXSID3042219|,DTXSID80176373|,DTXSID2060460|,DTXSID30863125|,DTXSID4061466|,0.6,1.11,0.48,0.7,0.48,0.61,0.59,0.61,0.56,0.57,3.39504411228963,3.03914867190307,0,1,-0.139553140714285,0.29018379110356
