MoleculeID,LogD55_pred,LogD55_predRange,LogD74_pred,LogD74_predRange,AD_LogD,AD_index_LogD,Conf_index_LogD,LogD_CAS_neighbor_1,LogD_CAS_neighbor_2,LogD_CAS_neighbor_3,LogD_CAS_neighbor_4,LogD_CAS_neighbor_5,LogD_InChiKey_neighbor_1,LogD_InChiKey_neighbor_2,LogD_InChiKey_neighbor_3,LogD_InChiKey_neighbor_4,LogD_InChiKey_neighbor_5,LogD_DTXSID_neighbor_1,LogD_DTXSID_neighbor_2,LogD_DTXSID_neighbor_3,LogD_DTXSID_neighbor_4,LogD_DTXSID_neighbor_5
DTXSID1045033,0.04,[-1.78:1.86],-0.37,[-4.09:3.35],1,0.627,0.6515,10118-90-8,153832-46-3,3577-01-3,NOCAS_875432,35607-66-0,ZZZRUAITSXLWBH-UHFFFAOYSA-N,JUZNIMUFDBIJCM-UHFFFAOYSA-N,FUBBGQLTSCSAON-UHFFFAOYSA-N,CIHBTOCNDSEJCZ-UHFFFAOYSA-N,WZOZEZRFJCJXNZ-UHFFFAOYSA-N,DTXSID1045033,DTXSID50165456,DTXSID4022781,DTXSID00875432,DTXSID1022764
DTXSID8024101,1.78,[1.08:2.48],1.78,[1.08:2.48],0,0.353,0.4545,104040-78-0,126801-58-9,74223-64-6,97780-06-8,82097-50-5,HWATZEJQIXKWQS-UHFFFAOYSA-N,UWVKRNOCDUPIDM-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,ZINJLDJMHCUBIP-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,DTXSID3034610,DTXSID1057951,DTXSID6023864,DTXSID9034573,DTXSID0024345
DTXSID4026214,4.34,[4.31:4.37],4.34,[4.31:4.37],1,0.667,0.728,101-20-2,2008-73-3,127792-30-7,132483-29-5,85879-22-7,ICUTUKXCWQYESQ-UHFFFAOYSA-N,QQYLEGFGULSHPX-UHFFFAOYSA-N,XQGOLOQMSOYPPT-UHFFFAOYSA-N,NUZUQUYTGKCFIH-UHFFFAOYSA-N,RGZVZBUIGHHMHW-UHFFFAOYSA-N,DTXSID4026214,DTXSID80290669,DTXSID10440493,DTXSID10875009,DTXSID40877112
DTXSID0057918,4.67,[4.37:4.97],4.67,[4.37:4.97],1,0.4555,0.5815,74051-80-2,17006-17-6,SRC007-43-1,NOCAS_875103|SRC007-42-2,SRC002-26-8|SRC007-42-5,NMHGOXYVOKDNHF-UHFFFAOYSA-N,MEEGGHJZTZFSBQ-UHFFFAOYSA-N,MLBZEEJFRKMYQY-UHFFFAOYSA-N,PKYIMZMXDYJOKR-UHFFFAOYSA-N,KLTXIVUKPMBXGP-UHFFFAOYSA-N,DTXSID9024304,DTXSID20937728,,DTXSID90875103,
DTXSID7020764,3.51,[-0.53:7.55],3.51,[-2.43:9.45],1,0.7095,0.6695,101-21-3,2364-50-3,2621-80-9,1538-74-5,NOCAS_875950,CWJSHJJYOPWUGX-UHFFFAOYSA-N,WQRPHHIOZYGAMQ-UHFFFAOYSA-N,WSKXXIMERYQVGJ-UHFFFAOYSA-N,ZTIMKJROOYMUMU-UHFFFAOYSA-N,RNLUYLNMAJFNNW-UHFFFAOYSA-N,DTXSID7020764,DTXSID40946458,DTXSID00180851,DTXSID60165422,DTXSID80875950
DTXSID70554727,3.04,[2.95:3.13],4.93,[4.84:5.02],1,0.6875,0.725,101238-01-1,37673-37-3,111-57-9,68140-98-7,20292-08-4,XVKKTGPETSQMSD-UHFFFAOYSA-N,HQWLBRJUMWPIOA-UHFFFAOYSA-N,OTGQIQQTPXJQRG-UHFFFAOYSA-N,FYWZXBFLSZJILE-UHFFFAOYSA-N,LWLRMRFJCCMNML-UHFFFAOYSA-N,DTXSID70554727,DTXSID20191101,DTXSID9042178,DTXSID40867497,DTXSID50864937
DTXSID8037754,3.4,[3.34:3.46],3.41,[3.35:3.47],1,0.668,0.7215,101-37-1,111041-67-9,111041-57-7,84640-38-0,121788-14-5,BJELTSYBAHKXRW-UHFFFAOYSA-N,NVDXFDUKTBCVBI-UHFFFAOYSA-N,WNFVUAADJUNUPU-UHFFFAOYSA-N,MAFHAOGGCDWNAZ-UHFFFAOYSA-N,YAIDJRBLJZHIPY-UHFFFAOYSA-N,DTXSID8037754,DTXSID30876432,,DTXSID20877271,DTXSID20876805
DTXSID4025587,2.47,[2.44:2.47],2.47,[2.44:2.47],0,0.5,0.4595,101-39-3|15174-47-7,2143-80-8,122-57-6,93-53-8,2481-53-0,VLUMOWNVWOXZAU-UHFFFAOYSA-N,ZUZCIZDIGXGYDS-UHFFFAOYSA-N,BWHOZHOGCMHOBV-UHFFFAOYSA-N,IQVAERDLDAZARL-UHFFFAOYSA-N,HMPIVEBXKYNVET-UHFFFAOYSA-N,DTXSID4025587|DTXSID401018359,DTXSID10876253,DTXSID4025662,DTXSID0052629,DTXSID50876252
DTXSID1044352,1.84,[1.83:1.94],1.84,[1.83:1.94],0,0.5,0.422,101-41-7,93-89-0,99-75-2,99-36-5,89-71-4,CRZQGDNQQAALAY-UHFFFAOYSA-N,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,QSSJZLPUHJDYKF-UHFFFAOYSA-N,CPXCDEMFNPKOEF-UHFFFAOYSA-N,WVWZECQNFWFVFW-UHFFFAOYSA-N,DTXSID1044352,DTXSID3038696,DTXSID4025668,DTXSID2059196,DTXSID6048208
DTXSID7037551,0.98,[-4.36:6.32],0.98,[-6.26:8.22],1,0.723,0.854,101-42-8,938-91-0,330-39-2,332-33-2,7160-01-2,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,ZWOULFZCQXICLZ-UHFFFAOYSA-N,ANWCBSUPTRJETC-UHFFFAOYSA-N,GNIZUUCYAIPGKZ-UHFFFAOYSA-N,QTERLAXNZRFFMZ-UHFFFAOYSA-N,DTXSID7037551,DTXSID50239661,DTXSID80186634,DTXSID50186843,DTXSID60221835
DTXSID7051507,3.13,[3.11:3.15],3.13,[3.11:3.15],0,0.5,0.4485,101-43-9,24199-46-0,5240-32-4,3066-71-5,5392-40-5|141-27-5,OIWOHHBRDFKZNC-UHFFFAOYSA-N,SAXWRVSDVXCTEL-UHFFFAOYSA-N,YASSLXHVJQGNOK-UHFFFAOYSA-N,KBLWLMPSVYBVDK-UHFFFAOYSA-N,WTEVQBCEXWBHNA-UHFFFAOYSA-N,DTXSID7051507,DTXSID4066967,DTXSID40863510,DTXSID2022204,DTXSID6024836|DTXSID20881217
DTXSID1041978,6.16,[2.49:9.83],6.16,[0.59:11.73],0,0.6535,0.7265,101463-69-8,83164-33-4,86811-58-7,147315-50-2,71422-67-8,RYLHNOVXKPXDIP-UHFFFAOYSA-N,WYEHFWKAOXOVJD-UHFFFAOYSA-N,YOWNVPAUWYHLQX-UHFFFAOYSA-N,LEVFXWNQQSSNAC-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,DTXSID1041978,DTXSID4041494,DTXSID1046556,DTXSID4051299,DTXSID5041772
DTXSID3047001,2.23,[2.19:2.27],2.23,[2.19:2.27],0,0.5,0.451,101-48-4,5673-07-4,38064-90-3,2186-92-7,1004-66-6,WNJSKZBEWNVKGU-UHFFFAOYSA-N,FPEUDBGJAVKAEE-UHFFFAOYSA-N,OSNMRWURXNWCGA-UHFFFAOYSA-N,NNHYAHOTXLASEA-UHFFFAOYSA-N,GFNZJAUVJCGWLW-UHFFFAOYSA-N,DTXSID3047001,DTXSID4022230,DTXSID70191474,DTXSID3062239,DTXSID40143248
DTXSID6059231,-2.18,[-2.56:-1.8],-4.02,[-6.28:-1.76],0,0.365,0.4055,81-11-8,123251-96-7,2783-94-0,84029-45-8,6408-78-2,REJHVSOVQBJEBF-UHFFFAOYSA-N,PEIQLVWMYVLUAU-UHFFFAOYSA-N,KEYWXKLGZZGHMT-UHFFFAOYSA-N,RLVVHEISMLHVND-UHFFFAOYSA-N,OPBOOIFXQHPAPJ-UHFFFAOYSA-N,DTXSID5024926,DTXSID701019770,DTXSID6021456,DTXSID20232907,DTXSID2044711
DTXSID10869362,3.26,[2.79:3.73],3.43,[2.96:3.9],1,0.4025,0.5335,2534-77-2,NOCAS_874627,60-40-2,108-85-0,56400-11-4,QXYOAWHKJRWNID-UHFFFAOYSA-N,HKIVGGVWIFGMGR-UHFFFAOYSA-N,IMYZQPCYWPFTAG-UHFFFAOYSA-N,AQNQQHJNRPDOQV-UHFFFAOYSA-N,NQLOCEHIABWQFH-UHFFFAOYSA-N,DTXSID20878960,DTXSID00874627,DTXSID0023240,DTXSID1044148,DTXSID30875783
DTXSID7025895,2.4,[2.36:2.44],2.4,[2.36:2.44],1,0.7475,0.578,101-54-2,578-07-4,1689-82-3,122-37-2,NOCAS_877416,ATGUVEKSASEFFO-UHFFFAOYSA-N,QWAGALBSTFENEE-UHFFFAOYSA-N,BEYOBVMPDRKTNR-UHFFFAOYSA-N,JTTMYKSFKOOQLP-UHFFFAOYSA-N,VIGUTMAIGWMVBQ-UHFFFAOYSA-N,DTXSID7025895,DTXSID80206487,DTXSID3022160,DTXSID5037739,DTXSID00877416
DTXSID5020869,2.54,[1.86:3.22],3.5,[2.82:4.18],1,0.6555,0.5135,82-92-8,144458-97-9,50-49-7,58-73-1,83-98-7,UVKZSORBKUEBAZ-UHFFFAOYSA-N,NBGINXOTLONCOZ-UHFFFAOYSA-N,BCGWQEUPMDMJNV-UHFFFAOYSA-N,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,QVYRGXJJSLMXQH-UHFFFAOYSA-N,DTXSID4022864,DTXSID70878430,DTXSID1043881,DTXSID4022949,DTXSID3023396
DTXSID30893609,2.78,[2.38:3.18],2.78,[2.38:3.18],0,0.3525,0.358,3874-54-2,4894-75-1,94723-89-4,2235-83-8,123989-31-1,HXAOUYGZEOZTJO-UHFFFAOYSA-N,YKAYMASDSHFOGI-UHFFFAOYSA-N,HROYTUBGASOINW-UHFFFAOYSA-N,DGMYRPFYNFQCHM-UHFFFAOYSA-N,UUZUQJOJASRJBK-UHFFFAOYSA-N,DTXSID3057729,DTXSID80197644,DTXSID60876824,DTXSID10176886,DTXSID701010223
DTXSID1025485,2.78,[2.75:2.81],2.8,[2.77:2.83],1,0.87,0.731,101-72-4,212485-59-1,95384-54-6,55814-41-0,99081-88-6,OUBMGJOQLXMSNT-UHFFFAOYSA-N,WXFPSYMBUDMSLW-UHFFFAOYSA-N,UYEQCMFKOLYLNW-UHFFFAOYSA-N,BCTQJXQXJVLSIG-UHFFFAOYSA-N,XEXPUYTXDUCYRG-UHFFFAOYSA-N,DTXSID1025485,DTXSID30877984,DTXSID60538339,DTXSID1037565,DTXSID20878006
DTXSID6022422,1.48,[1.45:1.51],1.59,[1.56:1.62],1,1,0.937,101-77-9,92-87-5,621-95-4,1454-80-4,2243-62-1,YBRVSVVVWCFQMG-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,UHNUHZHQLCGZDA-UHFFFAOYSA-N,HOLGXWDGCVTMTB-UHFFFAOYSA-N,KQSABULTKYLFEV-UHFFFAOYSA-N,DTXSID6022422,DTXSID2020137,DTXSID3060742,DTXSID00163003,DTXSID3020916
DTXSID0021094,1.22,[1.14:1.3],1.36,[1.28:1.44],1,1,0.884,101-80-4,25293-29-2,NOCAS_877419,NOCAS_877140,95384-59-1,HLBLWEWZXPIGSM-UHFFFAOYSA-N,UIPDOEPZZQRQKQ-UHFFFAOYSA-N,WKIWEDKDZPIULI-UHFFFAOYSA-N,VHYUYVYLFTZQFX-UHFFFAOYSA-N,DIHWGGRWJUIUJV-UHFFFAOYSA-N,DTXSID0021094,DTXSID10179933,DTXSID80877419,DTXSID70877140,DTXSID30538341
DTXSID4046787,3.21,[-1.42:7.84],3.2,[-3.33:9.73],1,0.3765,0.6525,110703-94-1,NOCAS_878244,NOCAS_872064,139051-78-8,NOCAS_872258,BCSVCWVQNOXFGL-UHFFFAOYSA-N,LUHTVPPVLNSXLB-UHFFFAOYSA-N,QTWWLLDGHIEDCM-UHFFFAOYSA-N,UCKHICKHGAOGAP-UHFFFAOYSA-N,WSAJKSBDWKKQIM-UHFFFAOYSA-N,DTXSID80149365,DTXSID80878244,DTXSID20872064,DTXSID90874898,DTXSID90872258
DTXSID6025018,-1.81,[-1.85:-1.77],0.09,[0.05:0.13],1,0.8665,0.8795,101-83-7,286-99-7,147064-42-4,NOCAS_877663,147085-68-5,XBPCUCUWBYBCDP-UHFFFAOYSA-N,VLJLXEKIAALSJE-UHFFFAOYSA-N,YNPJHPVRCSPJRY-UHFFFAOYSA-N,HCYSJBICYOIBLS-UHFFFAOYSA-N,KQLIVVYSTDBTMZ-UHFFFAOYSA-N,DTXSID6025018,DTXSID00883355,DTXSID30874711,DTXSID50877663,
DTXSID9021847,4.13,[4.12:4.14],4.13,[4.12:4.14],0,0.5,0.4735,101-84-8,3586-14-9,132-64-9,92-83-1,92-52-4,USIUVYZYUHIAEV-UHFFFAOYSA-N,UDONPJKEOAWFGI-UHFFFAOYSA-N,TXCDCPKCNAJMEE-UHFFFAOYSA-N,GJCOSYZMQJWQCA-UHFFFAOYSA-N,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,DTXSID9021847,DTXSID8027537,DTXSID2021993,DTXSID1059070,DTXSID4020161
DTXSID2020470,1.72,[1.41:2.03],1.72,[1.41:2.03],0,0.3315,0.3805,69098-08-4,120-25-2,2989-17-5,5451-71-8,23022-51-7,CDCQKYGCIPUMCF-UHFFFAOYSA-N,BERFDQAMXIBOHM-UHFFFAOYSA-N,OMAUDUHRMMRHBV-UHFFFAOYSA-N,XRZZOPVYBXOXCN-UHFFFAOYSA-N,SQOOCOWOFKBMOB-UHFFFAOYSA-N,DTXSID401036400,DTXSID3059509,DTXSID20875999,DTXSID30281507,DTXSID50177579
DTXSID8021355,7.1,[5.78:8.42],8.6,[7.28:9.92],1,0.392,0.5595,604-35-3,878665-13-5,110553-27-0,67-96-9,50-14-6,XUGISPSHIFXEHZ-UHFFFAOYSA-N,LNTJADZLGCWBQH-UHFFFAOYSA-N,GAODDBNJCKQQDY-UHFFFAOYSA-N,ILYCWAKSDCYMBB-UHFFFAOYSA-N,MECHNRXZTMCUDQ-UHFFFAOYSA-N,DTXSID60889358,DTXSID601020940,DTXSID6044199,DTXSID5022938,DTXSID5020233
DTXSID8064989,0.93,[-3.02:4.88],-0.92,[-6.77:4.93],0,0.571,0.66,10193-99-4,7575-23-7,114084-78-5,33007-83-9,5625-37-6,RUDUCNPHDIMQCY-UHFFFAOYSA-N,JOBBTVPTPXRUBP-UHFFFAOYSA-N,MPBVHIBUJCELCL-UHFFFAOYSA-N,IMQFZQVZKBIPCQ-UHFFFAOYSA-N,IHPYMWDTONKSCO-UHFFFAOYSA-N,DTXSID8064989,DTXSID1044728,DTXSID5048340,DTXSID8044919,DTXSID8063965
DTXSID7024956,2.9,[2.42:3.38],3.47,[2.99:3.95],1,0.5895,0.6685,88132-28-9,NOCAS_874863,74938-11-7,54739-18-3,91374-21-9,BJLYHEXZMSVYPP-UHFFFAOYSA-N,MDBWEQVKJDMEMK-UHFFFAOYSA-N,BLYMJBIZMIGWFK-UHFFFAOYSA-N,CJOFXWAVKWHTFT-UHFFFAOYSA-N,UHSKFQJFRQCDBE-UHFFFAOYSA-N,DTXSID50632335,DTXSID40874863,DTXSID00874864,DTXSID2044002,DTXSID8045195
DTXSID6044353,2.28,[2.28:2.34],2.28,[2.28:2.34],0,0.5,0.446,101-97-3,122-63-4,103-45-7,103-25-3,939-48-0,DULCUDSUACXJJC-UHFFFAOYSA-N,VHOMAPWVLKRQAZ-UHFFFAOYSA-N,MDHYEMXUFSJLGV-UHFFFAOYSA-N,RPUSRLKKXPQSGP-UHFFFAOYSA-N,FEXQDZTYJVXMOS-UHFFFAOYSA-N,DTXSID6044353,DTXSID4044791,DTXSID7044506,DTXSID2059271,DTXSID9044746
DTXSID60893612,0.32,[-0.06:0.7],0.65,[0.27:1.03],1,0.55,0.6505,36385-57-6,54-92-2,16566-20-4,36385-59-8,33225-17-1,SSMDZXXROYTJIS-UHFFFAOYSA-N,NYMGNSNKLVNMIA-UHFFFAOYSA-N,SAAYZFAHJFPOHZ-UHFFFAOYSA-N,SMGLSSFCQYDWOV-UHFFFAOYSA-N,OAGBEOHRGRUDEO-UHFFFAOYSA-N,DTXSID90874232,DTXSID5023168,DTXSID90168002,DTXSID20874341,DTXSID00374354
DTXSID0024397,0.93,[-4.53:6.39],0.93,[-6.43:8.29],1,1,0.9505,102-01-2,2719-21-3,7463-31-2,5234-26-4,93-68-5,DYRDKSSFIWVSNM-UHFFFAOYSA-N,WECHHDJTILFYQT-UHFFFAOYSA-N,AFZTYHRVDOKRKV-UHFFFAOYSA-N,YSZGCNKBKQQPAH-UHFFFAOYSA-N,TVZIWRMELPWPPR-UHFFFAOYSA-N,DTXSID0024397,DTXSID10181657,DTXSID30323577,DTXSID80200369,DTXSID3026562
DTXSID3025178,-2.28,[-2.32:-2.24],-0.38,[-0.42:-0.34],1,1,0.9765,102-06-7,97-39-2,102-07-8,78508-44-8,14005-50-6,OWRCNXZUPFZXOS-UHFFFAOYSA-N,OPNUROKCUBTKLF-UHFFFAOYSA-N,GWEHVDNNLFDJLR-UHFFFAOYSA-N,ABBMQADJUMXTAJ-UHFFFAOYSA-N,TXPOSODBCCBORG-UHFFFAOYSA-N,DTXSID3025178,DTXSID2026606,DTXSID2025183,DTXSID60877139,DTXSID60296023
DTXSID4026139,1.76,[-3.29:6.81],1.76,[-5.19:8.71],1,0.751,0.689,102-08-9,63020-20-2,15804-61-2,2990-06-9,18109-43-8,FCSHMCFRCYZTRQ-UHFFFAOYSA-N,QYMUFCDNSROFHA-UHFFFAOYSA-N,OIKLEXHAFRNQHO-UHFFFAOYSA-N,WYJLJXRDWVMLDM-UHFFFAOYSA-N,GAWITMMQHFGOMV-UHFFFAOYSA-N,DTXSID4026139,DTXSID20877418,DTXSID90877940,DTXSID80352337,DTXSID40308613
DTXSID3020540,3.28,[3.25:3.31],3.28,[3.25:3.31],0,0.5,0.4735,102-09-0,4930-03-4,3739-38-6,2215-77-2,4089-04-7,ROORDVPLFPIABK-UHFFFAOYSA-N,XVNKRRXASPPECQ-UHFFFAOYSA-N,NXTDJHZGHOFSQG-UHFFFAOYSA-N,RYAQFHLUEMJOMF-UHFFFAOYSA-N,RLEPUHXXMVRJDI-UHFFFAOYSA-N,DTXSID3020540,DTXSID80197765,DTXSID1038321,DTXSID6062258,DTXSID00193885
DTXSID7044762,4.55,[4.48:4.55],4.55,[4.48:4.55],0,0.5,0.4215,10217-34-2,3069-40-7,5089-70-3,14814-09-6,2550-02-9,UDUKMRHNZZLJRB-UHFFFAOYSA-N,NMEPHPOFYLLFTK-UHFFFAOYSA-N,KSCAZPYHLGGNPZ-UHFFFAOYSA-N,DCQBZYNUSLHVJC-UHFFFAOYSA-N,NBXZNTLFQLUFES-UHFFFAOYSA-N,DTXSID7044762,DTXSID80863094,DTXSID5029267,DTXSID7044479,DTXSID60862984
DTXSID2044501,4.08,[4.04:4.12],4.08,[4.04:4.12],0,0.5,0.4755,102-19-2,26537-19-9,6789-88-4,94-46-2,67662-96-8,QWBQBUWZZBUFHN-UHFFFAOYSA-N,UPIJOAFHOIWPLT-UHFFFAOYSA-N,UUGLJVMIFJNVFH-UHFFFAOYSA-N,MLLAPOCBLWUFAP-UHFFFAOYSA-N,DPVYDTACPLLHCF-UHFFFAOYSA-N,DTXSID2044501,DTXSID10885360,DTXSID9025403,DTXSID8047185,DTXSID8070542
DTXSID0044494,3.8,[3.76:3.84],3.8,[3.76:3.84],0,0.5,0.469,102-20-5,60045-26-3,94-47-3,102-16-9,103-41-3,ZOZIRNMDEZKZHM-UHFFFAOYSA-N,ONPVMQLRVWKFFL-UHFFFAOYSA-N,OSORMYZMWHVFOZ-UHFFFAOYSA-N,MIYFJEKZLFWKLZ-UHFFFAOYSA-N,NGHOLYJTSCBCGC-UHFFFAOYSA-N,DTXSID0044494,DTXSID60323626,DTXSID9047590,DTXSID6024597,DTXSID3041663
DTXSID70907259,1.1,[1.06:1.14],1.1,[1.06:1.14],0,0.5,0.454,10221-57-5,629-14-1,111-43-3,628-81-9,112-36-7,VPBZZPOGZPKYKX-UHFFFAOYSA-N,LZDKZFUFMNSQCJ-UHFFFAOYSA-N,POLCUAVZOMRGSN-UHFFFAOYSA-N,PZHIWRCQKBBTOW-UHFFFAOYSA-N,RRQYJINTUHWNHW-UHFFFAOYSA-N,DTXSID70907259,DTXSID5025285,DTXSID8042343,DTXSID7052311,DTXSID3025047
DTXSID5032361,0.82,[0.79:0.85],0.82,[0.79:0.85],1,0.719,0.797,10222-01-2,85579-26-6,85579-17-5,594-65-0,NOCAS_872119,UUIVKBHZENILKB-UHFFFAOYSA-N,WXEYFCVQXVSSNR-UHFFFAOYSA-N,QIOKDHLEWQMZFX-UHFFFAOYSA-N,UPQQXPKAYZYUKO-UHFFFAOYSA-N,UGQVTTBSGZLNIL-UHFFFAOYSA-N,DTXSID5032361,DTXSID20234784,DTXSID60234783,DTXSID5021671,DTXSID10872119
DTXSID6051514,-0.93,[-0.93:-0.88],-0.93,[-0.93:-0.88],0,0.5,0.397,102-24-9,30989-05-0,NOCAS_876988,107-49-3,NOCAS_876138,ZFMOJHVRFMOIGF-UHFFFAOYSA-N,BYRJZJXBVKUYFH-UHFFFAOYSA-N,ALQJQWJBPCTNHI-UHFFFAOYSA-N,IDCBOTIENDVCBQ-UHFFFAOYSA-N,BGSZPXLMIBTLRR-UHFFFAOYSA-N,DTXSID6051514,DTXSID40184974,DTXSID40876988,DTXSID3034957,DTXSID70876138
DTXSID50144847,1.43,[1.4:1.46],1.43,[1.4:1.46],0,0.5,0.4665,10226-30-9,2046-23-3,589-92-4,110-93-0,3282-30-2,CMDIDTNMHQUVPE-UHFFFAOYSA-N,LPRBSWPDOZIDQE-UHFFFAOYSA-N,VGVHNLRUAMRIEW-UHFFFAOYSA-N,UHEPJGULSIKKTP-UHFFFAOYSA-N,JVSFQJZRHXAUGT-UHFFFAOYSA-N,DTXSID50144847,DTXSID30878991,DTXSID5060435,DTXSID5021629,DTXSID4027529
DTXSID3041904,5.7,[5.7:5.74],5.7,[5.7:5.74],0,0.5,0.449,10233-13-3,3681-78-5,5461-02-9,5933-87-9,5132-75-2,UJPPXNXOEVDSRW-UHFFFAOYSA-N,FTBUKOLPOATXGV-UHFFFAOYSA-N,DPMDQRRFSVRUMR-UHFFFAOYSA-N,BGYFCELTJPRWBA-UHFFFAOYSA-N,XAZROQGRFWCMBU-UHFFFAOYSA-N,DTXSID3041904,DTXSID30190286,DTXSID00203039,DTXSID00208064,DTXSID60199323
DTXSID9033008,2.31,[2.11:2.51],2.31,[2.11:2.51],1,0.5375,0.604,622-44-6,2402-78-0,623-00-7,3012-37-1,140-53-4,TTWWZVGVBRPHLE-UHFFFAOYSA-N,FILKGCRCWDMBKA-UHFFFAOYSA-N,HQSCPPCMBMFJJN-UHFFFAOYSA-N,ABNDFSOIUFLJAH-UHFFFAOYSA-N,IVYMIRMKXZAHRV-UHFFFAOYSA-N,DTXSID6074833,DTXSID2051895,DTXSID60211352,DTXSID5020156,DTXSID8051708
DTXSID6022478,-2.08,[-2.15:-2.01],-0.63,[-0.7:-0.56],0,0.562,0.6515,10236-47-2,20702-77-6,18916-17-1,520-26-3,520-27-4,DFPMSGMNTNDNHN-UHFFFAOYSA-N,ITVGXXMINPYUHD-UHFFFAOYSA-N,CWBZAESOUBENAP-UHFFFAOYSA-N,QUQPHWDTPGMPEX-UHFFFAOYSA-N,GZSOSUNBTXMUFQ-UHFFFAOYSA-N,DTXSID6022478,DTXSID3025706,DTXSID10940428,DTXSID9044328,DTXSID4045892
DTXSID1024126,4.98,[4.98:5.02],4.98,[4.98:5.02],0,0.5,0.434,1024-57-3,60-57-1|72-20-8,76-44-8,56641-38-4,NOCAS_866573,ZXFXBSWRVIQKOD-UHFFFAOYSA-N,DFBKLUNHFCTMDC-UHFFFAOYSA-N,FRCCEHPWNOQAEU-UHFFFAOYSA-N,SVGYVZYRIHEIML-UHFFFAOYSA-N,OSFPUJNCRLXHDW-UHFFFAOYSA-N,DTXSID1024126,DTXSID9020453|DTXSID6020561,DTXSID3020679,DTXSID10912347,DTXSID10866573
DTXSID0026175,1.38,[-2.13:4.89],-0.19,[-5.6:5.22],1,0.7005,0.7,1025-15-6,NOCAS_872045,64098-82-4,21839-33-8,51235-04-2,KOMNUTZXSVSERR-UHFFFAOYSA-N,WMGRASJOZJGTSP-UHFFFAOYSA-N,PVSNDBKXSKXPHM-UHFFFAOYSA-N,XRHUFADXPHBXFZ-UHFFFAOYSA-N,CAWXEEYDBZRFPE-UHFFFAOYSA-N,DTXSID0026175,DTXSID80872045,DTXSID30214294,DTXSID50439588,DTXSID4024145
DTXSID9025326,2.33,[2.13:2.53],2.33,[2.13:2.53],0,0.2105,0.353,592-57-4,107-05-1,544-25-2,71-43-2,628-41-1,MGNZXYYWBUKAII-UHFFFAOYSA-N,OSDWBNJEKMUWAV-UHFFFAOYSA-N,CHVJITGCYZJHLR-UHFFFAOYSA-N,UHOVQNZJYSORNB-UHFFFAOYSA-N,UVJHQYIOXKWHFD-UHFFFAOYSA-N,DTXSID30862259,DTXSID4039231,DTXSID5073909,DTXSID3039242,DTXSID0060854
DTXSID5029718,3.52,[1.86:5.18],4.51,[2.85:6.17],0,0.292,0.4065,109-28-4,NOCAS_875343,150423-89-5,NOCAS_875286,NOCAS_867557,UCWYGNTYSWIDSW-UHFFFAOYSA-N,GDLDDJDRDKYUJS-UHFFFAOYSA-N,QBHJURCDDSCKGH-UHFFFAOYSA-N,XOWXDTGTUWLKMQ-UHFFFAOYSA-N,YKFWMDHZMQLWBO-UHFFFAOYSA-N,DTXSID10873803,DTXSID70875343,DTXSID30878673,DTXSID10875286,DTXSID80867557
DTXSID4059257,1.19,[1.16:1.22],1.2,[1.17:1.23],1,1,0.9265,102-56-7,2933-75-7,6358-64-1,97-50-7,88203-06-9,NAZDVUBIEPVUKE-UHFFFAOYSA-N,CWDMDQXDGXFQFX-UHFFFAOYSA-N,YGUFQYGSBVXPMC-UHFFFAOYSA-N,OLCMNCWEUMBNIS-UHFFFAOYSA-N,BLTOCKUZVXQTPH-UHFFFAOYSA-N,DTXSID4059257,DTXSID40183568,DTXSID9040718,DTXSID1059153,DTXSID30236895
DTXSID9026689,-2.75,[-3.44:-2.06],-0.87,[-1.56:-0.18],0,0.3525,0.5855,63469-23-8,NOCAS_874133,NOCAS_874238,2781-11-5,NOCAS_874137,FFCUXTGIVGMUKC-UHFFFAOYSA-N,RTLGPTPFXSLMNV-UHFFFAOYSA-N,SHSXDBAUEKBHQZ-UHFFFAOYSA-N,CCJKFLLIJCGHMO-UHFFFAOYSA-N,HCWJFLOQEWDORU-UHFFFAOYSA-N,DTXSID00867014,DTXSID10874133,DTXSID50874238,DTXSID2029242,DTXSID50874137
DTXSID6024177,-0.8,[-6.15:4.55],-1.06,[-8.31:6.19],1,0.7155,0.8125,10265-92-6,144-48-9,16271-10-6,696-07-1,30560-19-1,NNKVPIKMPCQWCG-UHFFFAOYSA-N,PGLTVOMIXTUURA-UHFFFAOYSA-N,GJQVSHMRLSTSOT-UHFFFAOYSA-N,XXQHLZYQOKPGEY-UHFFFAOYSA-N,YASYVMFAVPKPKE-UHFFFAOYSA-N,DTXSID6024177,DTXSID9020742,DTXSID20875570,DTXSID3061009,DTXSID8023846
