MoleculeID,Clint_exp,Clint_pred,Clint_predRange,AD_Clint,AD_index_Clint,Conf_index_Clint,Clint_CAS_neighbor_1,Clint_CAS_neighbor_2,Clint_CAS_neighbor_3,Clint_CAS_neighbor_4,Clint_CAS_neighbor_5,Clint_InChiKey_neighbor_1,Clint_InChiKey_neighbor_2,Clint_InChiKey_neighbor_3,Clint_InChiKey_neighbor_4,Clint_InChiKey_neighbor_5,Clint_DTXSID_neighbor_1,Clint_DTXSID_neighbor_2,Clint_DTXSID_neighbor_3,Clint_DTXSID_neighbor_4,Clint_DTXSID_neighbor_5,Clint_Exp_neighbor_1,Clint_Exp_neighbor_2,Clint_Exp_neighbor_3,Clint_Exp_neighbor_4,Clint_Exp_neighbor_5,Clint_pred_neighbor_1,Clint_pred_neighbor_2,Clint_pred_neighbor_3,Clint_pred_neighbor_4,Clint_pred_neighbor_5,maxHBint2,minHBint2,SHBd,nN,BCUTp_1h,minHBa,MLFER_A,ndO,nBase,GATS5e,SRW4,MDEO_12,AATS1i,MLFER_BO,SpMax4_Bhm,maxHBint9,ETA_dBetaP,ATSC0p,ATS3p,XLogP,maxHssNH,minHBint10,khs_ssNH,nssNH,mindssS,nTG12Ring,ATS4i,SRW6,MPC5,khs_ddsN,SdCH2,nF6Ring,nHBint7
DTXSID6026664,NaN,6.87,[1.85:20.06],1,0.376,0.472,100-41-4,95-63-6,91-20-3,95-16-9,91-22-5,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,GWHJZXXIDMPWGX-UHFFFAOYSA-N,UFWIBTONFRDIAS-UHFFFAOYSA-N,IOJUPLGTWVMSFF-UHFFFAOYSA-N,SMWDFEZZVXVKRB-UHFFFAOYSA-N,DTXSID3020596,DTXSID6021402,DTXSID8020913,DTXSID7024586,DTXSID1021798,2,1.85,10.39,18.9,38.6,8.84,23.73,14.94,29.89,14.01,0,0,0.265917352537723,0,9.0202449052457,0,0.003,0,0,1.1907526511314,3.97029191355212,0,138.559697042983,0.124,2.60208673379675,0,0.25,6.677985499396,45.228430699094,2.392,0,0,0,0,0,0,4111.80234468655,5.34233425196481,10,0,0,0,0
DTXSID1026665,0,0,[0:0.52],1,1,0.973,100-54-9,90-04-0,88-12-0,95-80-7,120-71-8,GZPHSAQLYPIAIN-UHFFFAOYSA-N,VMPITZXILSNTON-UHFFFAOYSA-N,WHNWPMSKXPGLAX-UHFFFAOYSA-N,VOZKAJLKRJDJLL-UHFFFAOYSA-N,WXWCDTXEKCVRRO-UHFFFAOYSA-N,DTXSID1026665,DTXSID5023877,DTXSID2021440,DTXSID4020402,DTXSID1020350,0,0,0,0,19.53,0,0,0,0,0,0,0,0,2,7.54727495943332,0,0.003,0,0,1.64757870864461,3.97029191355212,0,144.7864124993,0.537,2.32862930918808,0,0.53125,2.46286077293067,27.359296899698,0.493,0,0,0,0,0,0,2261.85928327325,5.34233425196481,10,0,0,0,0
DTXSID9021841,NaN,34.64,[13.12:299.24],1,0.368,0.414,103-69-5,102-27-2,122-39-4,101-54-2,156-10-5,OJGMBLNIHDZDGS-UHFFFAOYSA-N,GUYMMHOQXYZMJQ-UHFFFAOYSA-N,DMBHHRLKUKUOEG-UHFFFAOYSA-N,ATGUVEKSASEFFO-UHFFFAOYSA-N,OIJHFHYPXWSVPF-UHFFFAOYSA-N,DTXSID1025271,DTXSID4021848,DTXSID4021975,DTXSID7025895,DTXSID1021031,21.8,13.12,64.57,15.59,839,52.38,59.84,67.98,89.76,43.86,0,0,0.415694444444444,1,7.98756026318026,3.02694444444444,0.197,0,0,0.605340023512586,3.97029191355212,0,147.688488300559,0.55,2.44708789758246,0,0.25,3.962826158184,38.900899583943,1.668,0.415694444444444,0,1,1,0,0,4218.8734270616,5.34233425196481,10,0,0,0,0
DTXSID4021842,NaN,24.71,[0.85:116.58],1,0.245,0.292,111-76-2,108-44-1,94-09-7,579-66-8,134-20-3,POAOYUHQDCAZBD-UHFFFAOYSA-N,JJYPMNFTHPTTDI-UHFFFAOYSA-N,BLFLLBZGZJTVJG-UHFFFAOYSA-N,FOYHNROGBXVLLX-UHFFFAOYSA-N,VAMXMNNIEUEQDV-UHFFFAOYSA-N,DTXSID1024097,DTXSID1026792,DTXSID8021804,DTXSID6027218,DTXSID6025567,0.85,32.9,132,16.13,246,8.23,81.49,138.35,65.48,103.67,0,0,0.821388888888889,1,7.64166581340823,8.27898148148148,0.003,0,0,2.04506629020966,3.97029191355212,0,149.408437742113,0.577,2.28209194621187,0,-0.375,3.96043117972168,48.1515061875841,1.163,0,0,0,0,0,0,6797.79961641259,5.34233425196481,10,0,0,0,0
DTXSID0034857,NaN,35.42,[35.3:57.05],1,0.998,0.84,76578-14-8,66441-23-4|71283-80-2|113776-20-8,69806-40-2,175013-18-0,105512-06-9,OSUHJPCHFDQAIT-UHFFFAOYSA-N,PQKBPHSEKWERTG-UHFFFAOYSA-N,MFSWTRQUCLNFOM-UHFFFAOYSA-N,HZRSNVGNWUDEFX-UHFFFAOYSA-N,JBDHZKLJNAIJNC-UHFFFAOYSA-N,DTXSID9023889,DTXSID2032392| DTXSID2034598| DTXSID0040755,DTXSID6024123,DTXSID7032638,DTXSID6032354,35.3,519,467,53.93,1010,191.92,119.16,90.52,48.66,129.01,0,0,0,2,9.1374198522396,0.795548609248021,0.003,1,0,0.918618600289633,5.34233425196481,0.825481812223657,144.574422588296,1.414,3.53096273273874,0,0.07692,10.6235461401688,124.328031566188,4.36,0,0,0,0,0,0,12215.5705805658,6.83195356556585,74,0,0,0,0
DTXSID4041608,NaN,7.26,[2:14.62],1,0.337,0.544,87-62-7,100-41-4,108-88-3,122-99-6,99-97-8,UFFBMTHBGFGIHF-UHFFFAOYSA-N,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,YXFVVABEGXRONW-UHFFFAOYSA-N,QCDWFXQBSFUVSP-UHFFFAOYSA-N,GYVGXEWAOAAJEU-UHFFFAOYSA-N,DTXSID8026307,DTXSID3020596,DTXSID7021360,DTXSID9021976,DTXSID0021832,8.96,2,3.5,17.89,20.38,18.37,8.84,8.95,18.36,11.31,0,0,0,0,7.38090598796846,4.91416666666667,0.003,0,0,0.544830730032456,3.97029191355212,0,143.277073442075,0.35,2.4451716611355,0,0.25,3.861248463396,33.947243621396,1.937,0,0,0,0,0,0,3507.564322352,5.34233425196481,10,0,0,0,0
DTXSID1026667,NaN,0,[0:3.17],1,0.624,0.543,95-53-4,142-04-1,100-54-9,95-80-7,496-72-0,RNVCVTLRINQCPJ-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,GZPHSAQLYPIAIN-UHFFFAOYSA-N,VOZKAJLKRJDJLL-UHFFFAOYSA-N,DGRGLKZMKWPMOH-UHFFFAOYSA-N,DTXSID1026164,DTXSID3020091,DTXSID1026665,DTXSID4020402,DTXSID9024930,0,4.41,0,0,8.27,10.97,0,0,0,0,0,0,0,1,7.98303803103972,0,0.003,0,0,0.278801843317972,3.97029191355212,0,143.996041532687,0.448,2.37276056954,0,0.375,3.52685120610293,33.177424524245,1.374,0,0,0,0,0,0,3059.28489269065,5.34233425196481,10,0,3.56842592592593,0,0
DTXSID0037495,0,0,[0:0.14],1,1,0.835,1007-28-9,6190-65-4,135410-20-7,75438-57-2,1912-24-9,IVENSCMCQBJAKW-UHFFFAOYSA-N,DFWFIQKMSFGDCQ-UHFFFAOYSA-N,WCXDHFDTOYPNIE-UHFFFAOYSA-N,WPNJAUFVNXKLIM-UHFFFAOYSA-N,MXWJVTOOROXGIU-UHFFFAOYSA-N,DTXSID0037495,DTXSID5037494,DTXSID0034300,DTXSID5045170,DTXSID9020112,0,0,0,3,6.21,6.43,6.75,4.6,3,6.21,0,0,1.09698727639204,5,8.30776009091394,0.621523053665911,0.444,0,0,1.84774111400265,4.36944785246702,0,163.382885580653,1.149,2.71927632345988,0,-0.04545,4.28089826245853,40.101886868792,0.318,0.470262345679012,0,1,1,0,0,4503.46445373305,5.79605775076537,18,0,0,0,0
DTXSID5025312,NaN,1.13,[0.04:15.12],1,0.267,0.408,7378-99-6,872-50-4,637-92-3,1634-04-4,994-05-8,UQKAOOAFEFCDGT-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,NUMQCACRALPSHD-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,HVZJRWJGKQPSFL-UHFFFAOYSA-N,DTXSID2036299,DTXSID6020856,DTXSID0025604,DTXSID3020833,DTXSID8024521,35.14,0.04,0.6,0.92,2.1,9.27,2.7,1.31,0.65,0.51,0,0,0,1,7.89270601663738,2.39236111111111,0.003,0,1,0.615939510786118,3.97029191355212,0,150.887515431319,1.049,2.43287447188518,0,-0.65625,4.17796106229981,48.930267671886,0.086,0,0,0,0,0,0,7346.80071351839,5.34233425196481,10,0,0,0,0
DTXSID9034650,0,0,[0:2.24],1,1,0.858,100784-20-1,194542-49-9,CHEMBL492234,CHEMBL334167,CHEMBL1916271,FMGZEUWROYGLAY-UHFFFAOYSA-N,CWLFPWRNPQXWLD-UHFFFAOYSA-N,WSDBCZFGPGHNDE-UHFFFAOYSA-N,DFPYCCVFXMWMJM-UHFFFAOYSA-N,RVIAYIHTJMJVOV-UHFFFAOYSA-N,DTXSID9034650,?,?,?,?,0,3,150,27.54,9.5,2.82,3,149.7,27.51,9.49,8.0983532630205,1.27884325637931,1.25998774792839,6,12.6885383839278,0.105412447733589,0.103,4,0,1.01246407746631,5.4249500174814,1.83184303442715,154.314387008052,1.745,3.32940914473405,0,-0.05357,11.999076345967,120.491394646,1.558,0.66337250409423,0,2,2,0,0,14372.8856735631,6.9555926083963,77,0,0,0,3
DTXSID9021845,NaN,0.54,[0.04:1.22],1,0.271,0.588,637-92-3,994-05-8,1634-04-4,111-76-2,872-50-4,NUMQCACRALPSHD-UHFFFAOYSA-N,HVZJRWJGKQPSFL-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N,POAOYUHQDCAZBD-UHFFFAOYSA-N,SECXISVLQFMRJM-UHFFFAOYSA-N,DTXSID0025604,DTXSID8024521,DTXSID3020833,DTXSID1024097,DTXSID6020856,0.6,2.1,0.92,0.85,0.04,1.31,0.51,0.65,8.23,2.7,0,0,0.680833333333333,0,7.516443022581,5.16157407407407,0.259,0,0,0.328291320761354,4.26267987704132,0.577350269189626,149.686969903479,1.102,2.33355279310305,0,-0.63889,4.12772829008057,45.149505517094,-0.038,0,0,0,0,0,0,7322.72534018864,5.74620319054015,12,0,0,0,0
DTXSID0027721,0,0,[0:0.33],1,1,0.817,10081-67-1,7173-51-5,103-24-2,13680-35-8,117-84-0,UJAWGGOCYUPCPS-UHFFFAOYSA-N,JGFDZZLUDWMUQH-UHFFFAOYSA-N,ZDWGXBPVPXVXMQ-UHFFFAOYSA-N,NWIVYGKSHSJHEF-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,DTXSID0027721,DTXSID9032537,DTXSID3026697,DTXSID4048191,DTXSID1021956,0,18.65,3.15,8.2,0,10.11,18.65,3.16,8.21,6.26,0,0,0.2696200239355,1,11.6151489380085,3.54077128999748,0.003,0,0,0.676240605281894,5.57972982598622,0,141.170055525128,1.226,3.66348787994062,0,0.22581,15.3474081025789,243.022166098189,9.858,0.2696200239355,0,1,1,0,0,29215.023068437,7.13648320859025,92,0,0,0,0
DTXSID1047601,NaN,43.09,[19.9:75.89],1,0.45,0.622,2416-94-6,618-45-1,585-34-2,526-75-0,95-87-4,QQOMQLYQAXGHSU-UHFFFAOYSA-N,VLJSLTNSFSOYQR-UHFFFAOYSA-N,CYEKUDPFXBLGHH-UHFFFAOYSA-N,QWBBPBRQALCEIZ-UHFFFAOYSA-N,NKTOLZVEWDHZMU-UHFFFAOYSA-N,DTXSID6022187,DTXSID0044571,DTXSID9044825,DTXSID6025143,DTXSID6025145,106,19.9,40.2,40.7,33.8,39.32,60.88,41.04,35.27,45.96,0,0,0.45281887755102,0,8.89288671773107,9.47107709750567,0.348,0,0,1.28432215460421,4.4188406077966,0,143.882571451154,0.482,2.61918191383972,0,0.02273,5.94758291754984,71.470086357396,2.246,0,0,0,0,0,0,11098.6512286152,5.8664680569333,16,0,0,0,0
DTXSID20884445,NaN,0,[0:69.05],0,0.171,0.11,541-02-6,126-72-7,33979-03-2,626-39-1,79-94-7,XMSXQFUHVRWGNA-UHFFFAOYSA-N,PQYJRMFWJJONBO-UHFFFAOYSA-N,ICOAEPDGFWLUTI-UHFFFAOYSA-N,YWDUZLFWHVQCHY-UHFFFAOYSA-N,VEORPZCZECFIRK-UHFFFAOYSA-N,DTXSID1027184,DTXSID5021413,DTXSID3040302,DTXSID3052307,DTXSID1026081,0,177,0,0,50.5,0,176.91,0,25.5,0,3.01981724475536,3.01981724475536,0.250194686452069,1,7.80869945433274,3.14728040596049,0.371,1,0,1.09682138934172,5.50938833662798,0,145.333711369229,0.678,3.4998976027575,0,-0.44643,26.7751445776939,336.999750810805,19.574,0.250194686452069,0,1,1,0,0,53928.7353640504,6.71780469502369,38,0,0,0,0
DTXSID6020692,0,0,[0:0.44],1,1,0.837,100-97-0,86-30-6,92-84-2,61-73-4,119-61-9,VKYKSIONXSXAKP-UHFFFAOYSA-N,UBUCNCOMADRQHX-UHFFFAOYSA-N,WJFKNYWRSNBZNX-UHFFFAOYSA-N,RBTBFTRPCNLSDE-UHFFFAOYSA-N,RWCCWEUUXYIKHB-UHFFFAOYSA-N,DTXSID6020692,DTXSID6021030,DTXSID5021126,DTXSID0023296,DTXSID0021961,0,8.29,0,13.9,9.13,4.66,8.29,91.05,13.89,9.15,0,0,0,4,8.18508188967087,2.46875,0.003,0,4,0.229031465093412,4.57471097850338,0,158.39043697145,2.684,2.88117359468219,0,-0.9,4.05764668826727,75.49412688,-0.186,0,0,0,0,0,0,13999.8174951852,6.17586727010576,48,0,0,4,0
DTXSID3041584,NaN,92.98,[3.72:288.46],1,0.284,0.272,CHEMBL1829763,141517-21-7,148477-71-8,79241-46-6|69806-50-4|,87546-18-7,SLSMHOGJKAPYQU-UHFFFAOYSA-N,ONCZDRURRATYFI-UHFFFAOYSA-N,DTDSAWVUFPGDMX-UHFFFAOYSA-N,VAIZTNZGPYBOGF-UHFFFAOYSA-N,IRECWLYBCAZIJM-UHFFFAOYSA-N,?,DTXSID4032580,DTXSID6034928,DTXSID0034855| DTXSID3034612,DTXSID2032554,3.72,466,44.6,306.6,432,25.45,76.31,56.06,185.17,68.89,0,0,0,1,9.90183052689346,3.56816614538539,0.11,2,0,0.779179659557906,5.77144112313002,1.18958466621662,146.769722734605,1.354,3.7236593120642,0,-0.09868,14.5854475802966,178.079986967641,6.975,0,0,0,0,0,0,24409.1881962575,7.32712329225929,91,0,0,0,0
DTXSID0026252,NaN,62.44,[19.7:382.42],1,0.226,0.342,115-86-6,39515-41-8,63449-68-3,333-41-5,10453-86-8,XZZNDPSIHUTMOC-UHFFFAOYSA-N,XQUXKZZNEFRCAW-UHFFFAOYSA-N,YJFCKXVXEKHSEC-UHFFFAOYSA-N,FHIVAFMUCKRCQO-UHFFFAOYSA-N,VEMKTZHHVJILDY-UHFFFAOYSA-N,DTXSID1021952,DTXSID0024002,DTXSID7047697,DTXSID9020407,DTXSID7022253,26.44,19.7,846,30.5,98.96,309.54,39.81,206.32,19.79,70.48,0,0,0,0,7.76728030678707,6.00731502477534,0.003,0,0,3.12407441235103,5.12989871492307,0,140.194651713385,2.111,3.57869518432372,0,0.27273,14.5430427773019,119.495072074188,5.46,0,0,0,0,0,0,9871.60428444041,6.56385552653213,54,0,0,0,0
DTXSID9020089,22.5,22.52,[12.15:33.94],1,1,0.888,101-05-3,CHEMBL1622829,156-10-5,330-54-1,121552-61-2,IMHBYKMAHXWHRP-UHFFFAOYSA-N,BALPROIUYFMRJY-UHFFFAOYSA-N,OIJHFHYPXWSVPF-UHFFFAOYSA-N,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,HAORKNGNJCEJBX-UHFFFAOYSA-N,DTXSID9020089,?,DTXSID1021031,DTXSID0020446,DTXSID1032359,22.5,36.31,839,12.15,37.77,64.02,40.27,43.86,9.18,29.24,0,0,0.437731481481481,4,9.94638674161475,0.687989927338105,0.003,0,0,1.11259147212264,4.84418708645859,0,150.828285450223,1.436,3.27605276959119,0,0.17188,5.52882334704381,70.842407454547,2.883,0.437731481481481,0,1,1,0,0,5607.95555754862,6.32256523992728,38,0,0,0,0
DTXSID9034232,0,0,[0:0.06],1,1,0.987,101-10-0,94-74-6,120-36-5,94-75-7,1918-00-9,YNTJKQDWYXUTLZ-UHFFFAOYSA-N,WHKUVVPPKQRRBV-UHFFFAOYSA-N,MZHCENGPTKEIGP-UHFFFAOYSA-N,OVSKIKFHRZPJSS-UHFFFAOYSA-N,IWEDIXLBFLAXBO-UHFFFAOYSA-N,DTXSID9034232,DTXSID4024195,DTXSID0020440,DTXSID0020442,DTXSID4024018,0,0,2.23,0,0.65,0,2.36,0,0,0,7.7156057503375,7.7156057503375,0.736658202632905,0,8.65615895828643,0.766091112370874,0.502,1,0,0.658496917462534,4.55387689160054,0.666666666666667,144.723282948561,0.663,2.7962888435375,0,0.05769,5.95464141287877,57.331769922245,2.467,0,0,0,0,0,0,5778.36433121659,5.98896141688986,21,0,0,0,1
DTXSID5020865,NaN,9.74,[2.77:32.42],1,0.283,0.415,838-88-0,101-77-9,CHEMBL2089276,CHEMBL1502752,58-14-0,WECDUOXQLAIPQW-UHFFFAOYSA-N,YBRVSVVVWCFQMG-UHFFFAOYSA-N,LSIHYXGBAHHPTI-UHFFFAOYSA-N,SLOSQZWEGNDMAF-UHFFFAOYSA-N,WKSAUQYGYAYLPV-UHFFFAOYSA-N,DTXSID5020867,DTXSID6022422,?,?,DTXSID9021217,3.98,3.37,52.48,46.77,2.77,6.79,9.79,14.21,13.49,16.06,0,0,0.934356103552532,2,9.8615643069426,0.816498420241439,0.497,0,0,1.01644073360324,4.91998092582813,0,147.00071164088,0.838,3.23407187385684,0.381450141246794,0.23529,8.14954889479986,106.647805809698,3.598,0,2.73625306048366,0,0,0,0,10904.2182800424,6.41836493593621,42,0,0,0,0
DTXSID1045033,NaN,0,[0:0.02],1,0.998,0.997,13614-98-7,60-54-8,186392-65-4,88-85-7,6153-64-6|2058-46-0|,ZZZRUAITSXLWBH-UHFFFAOYSA-N,MUHBBHLZPHKTTR-UHFFFAOYSA-N,GVDRRZOORHCTAN-UHFFFAOYSA-N,OWZPCEFYPSAJFR-UHFFFAOYSA-N,TUEWQXNXQFRUTK-UHFFFAOYSA-N,DTXSID8044545,DTXSID7023645,DTXSID4047252,DTXSID3020207,DTXSID4023412| DTXSID5021097,0,0,2.09,0,0,0,0,2.09,0,0,7.14156442979464,7.14156442979464,1.09466937191088,3,12.0701401632217,1.46193363147728,0.603,5,1,1.15624252661774,5.72031177660741,0,147.554870287248,3.106,3.38130158133069,0.556558290218294,-0.21212,13.153832631541,250.062482603641,-0.805999999999999,0,2.01676811973679,0,0,0,3,34970.6865879196,7.36454701425564,173,0,0,0,2
DTXSID8024101,NaN,2.92,[0.91:8.55],1,0.276,0.484,181274-15-7,83055-99-6,82097-50-5,74223-64-6,36734-19-7,JTHMVYBOQLDDIY-UHFFFAOYSA-N,XMQFTWRPUQYINF-UHFFFAOYSA-N,XOPFESVZMSQIKC-UHFFFAOYSA-N,RSMUVYRMZCOLBH-UHFFFAOYSA-N,ONUFESLQCSAYKA-UHFFFAOYSA-N,DTXSID9034864,DTXSID7024164,DTXSID0024345,DTXSID6023864,DTXSID3024154,0.91,1.65,14.58,2.32,11.7,6.78,2.9,2.08,2.9,10.6,7.05573411212115,0.503686812769657,0.554978977702192,5,12.3106386184873,0.907578184051398,0.24,4,0,1.20684373840557,5.37989735354046,1.35477131544119,150.399921902838,1.401,3.36514356338214,0,-0.00926,11.804095165493,127.294123292547,0.604,0.554978977702192,0,1,1,0,0,15616.1484835698,6.91274282049318,72,0,0,0,0
DTXSID4026214,NaN,17.72,[5.4:30.51],1,0.251,0.532,149877-41-8,68157-60-8,1103523-24-5,188425-85-6,23950-58-5,VHLKTXFWDRXILV-UHFFFAOYSA-N,GPXLRLUVLMHHIK-UHFFFAOYSA-N,AZYDQCGCBQYFSE-UHFFFAOYSA-N,WYEMLYFITZORAB-UHFFFAOYSA-N,PHNUZKMIPFFYSO-UHFFFAOYSA-N,DTXSID5032525,DTXSID1034634,?,DTXSID6034392,DTXSID2020420,41.15,26.87,12.02,17.28,5.4,14.4,13.1,23.6,9.63,19.93,5.62179839282832,1.31692234874529,0.936581930097142,2,9.79778021787923,0.838983085812558,-0.0959999999999999,1,0,1.44217760388993,5.00394630594546,0,146.024386671893,0.593,3.3968644443708,0,0.21053,8.01346956004211,100.848121026547,4.348,0.473430798759833,0,2,2,0,0,8412.87190047264,6.4723462945009,43,0,0,0,2
DTXSID0057918,NaN,13.17,[3.35:42.55],1,0.455,0.573,74051-80-2,149979-41-9,55268-74-1,15299-99-7,23184-66-9,NMHGOXYVOKDNHF-UHFFFAOYSA-N,LHTJZXMWYGUVJS-UHFFFAOYSA-N,FSVJFNAIGNNGKK-UHFFFAOYSA-N,WXZVAROIGSFCFJ-UHFFFAOYSA-N,HKPHPIREJKHECO-UHFFFAOYSA-N,DTXSID9024304,DTXSID7034252,DTXSID9021182,DTXSID5024211,DTXSID3034402,11.87,3.35,17.38,15.15,100.8,13.31,11.01,8.4,31.13,33.32,0,0,0,1,10.9469401454045,-0.56270320012138,0.003,2,0,1.4149147578475,5.11799381241676,0.4,144.358930777486,1.405,3.17980138925476,0,-0.375,14.072035901394,164.255089524017,2.729,0,0,0,0,0,0,21860.9513304454,6.60258789218934,60,0,0,0,0
DTXSID7020764,78.1,78.03,[76.6:78.1],1,1,0.882,101-21-3,5234-68-4,95-25-0,63-25-2,2634-33-5,CWJSHJJYOPWUGX-UHFFFAOYSA-N,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,TZFWDZFKRBELIQ-UHFFFAOYSA-N,CVXBEEMKQHEXEN-UHFFFAOYSA-N,DMSMPAJRVJJAGA-UHFFFAOYSA-N,DTXSID7020764,DTXSID0023951,DTXSID9022813,DTXSID9020247,DTXSID5032523,78.1,24.41,10.96,27.27,34.74,23.87,20.96,15.04,11.75,24.16,5.88572146471186,2.60182245003911,0.524845679012346,1,8.97998452156378,0.802485429128213,-0.113,1,0,2.4960909866033,4.61512051684126,0.5,147.296540221623,0.324,3.06173484652926,0,0,6.80767220487046,67.471982476792,2.952,0.524845679012346,0,1,1,0,0,7768.40171166383,6.02344759296103,21,0,0,0,0
DTXSID70554727,NaN,4.7,[2:9.35],1,0.215,0.486,103-23-1,103-24-2,64706-54-3,117-81-7,59227-89-3,SAOKZLXYCUGLFA-UHFFFAOYSA-N,ZDWGXBPVPXVXMQ-UHFFFAOYSA-N,UIEATEWHFDRYRU-UHFFFAOYSA-N,BJQHLKABXJIVAM-UHFFFAOYSA-N,AXTGDCSMTYGJND-UHFFFAOYSA-N,DTXSID0020606,DTXSID3026697,DTXSID3022663,DTXSID5020607,DTXSID0042086,13.56,3.15,2,2.65,9.8,12.49,14.47,21.64,18.99,31.56,0,0,0.0655694185869242,1,9.98307348562641,3.62836027292771,0.324,1,1,2.05601762535951,5.17614973257383,0.5,146.445883728266,1.063,3.29722030954765,0,-0.48958,14.067216342268,199.893116351055,7.526,0.0655694185869242,0,1,1,0,0,35186.8730004942,6.62140565176413,38,0,0,0,0
DTXSID8037754,9.27,9.27,[9.13:9.41],1,1,0.953,101-37-1,131-17-9,110-26-9,35554-44-0,93-15-2,BJELTSYBAHKXRW-UHFFFAOYSA-N,QUDWYFHPNIMBFC-UHFFFAOYSA-N,ZIUHHBKFKCYYJD-UHFFFAOYSA-N,PZBPKYOVPCNPJY-UHFFFAOYSA-N,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,DTXSID8037754,DTXSID7020392,DTXSID8025595,DTXSID8024151,DTXSID5025607,9.27,8.22,2.95,1.02,26.56,6.27,23.72,9.88,25.67,15.4,0,0,0,3,7.91453815969049,5.20448837868481,0.003,0,0,0.996533343850811,4.79579054559674,0,150.291341821318,1.411,3.2673792228453,0,-0.08333,6.97099960512819,63.937216396188,2.673,0,0,0,0,0,0,9434.41001359469,6.17586727010576,36,0,10.6037514172336,0,0
DTXSID4025587,NaN,46.36,[18.5:104.26],1,0.305,0.489,2416-94-6,576-26-1,527-60-6,5471-51-2,91-59-8,QQOMQLYQAXGHSU-UHFFFAOYSA-N,NXXYKOUNUYWIHA-UHFFFAOYSA-N,BPRYUXCVCCNUFE-UHFFFAOYSA-N,NJGBTKGETPDVIK-UHFFFAOYSA-N,JBIJLHTVPXGSAM-UHFFFAOYSA-N,DTXSID6022187,DTXSID9024063,DTXSID7022049,DTXSID5044495,DTXSID2020921,106,20.52,163,29.1,18.5,39.32,75.24,38.87,47.86,46.11,0,0,0,0,8.97038182134141,10.2409103363568,0.003,1,0,0.720554947594576,4.31748811353631,0,140.595826973524,0.487,2.61918191383972,0,0.29545,5.15997513397095,56.282295059396,2.171,0,0,0,0,0,0,6482.40861983834,5.70044357339069,16,0,0,0,0
DTXSID1044352,NaN,84.1,[22.26:409.68],1,0.362,0.394,119-36-8,65216-93-5,4940-11-8,131-11-3,97-54-1,OSWPMRLSEDHDFF-UHFFFAOYSA-N,PPGXDBJURPEKDZ-UHFFFAOYSA-N,BDTOBOMFWCKGRG-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,BJIOGJUNALELMI-UHFFFAOYSA-N,DTXSID5025659,DTXSID70215523,DTXSID5041516,DTXSID3022455,DTXSID7022413,817,26,81,22.26,71.78,95.14,101.06,103.6,99.45,28.18,0,0,0,0,8.50467208864456,4.51519557823129,0.003,1,0,1.37071114082416,4.31748811353631,0.5,143.124300528286,0.466,2.61918191383971,0,0.11364,4.97644934730428,51.404085453396,1.77,0,0,0,0,0,0,5911.65064313464,5.70044357339069,16,0,0,0,0
DTXSID7037551,2.89,2.89,[2.89:3.4],1,1,0.884,101-42-8,150-68-5,330-54-1,2164-17-2,330-55-2,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,BMLIZLVNXIYGCK-UHFFFAOYSA-N,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,RZILCCPWPBTYDO-UHFFFAOYSA-N,XKJMBINCVNINCA-UHFFFAOYSA-N,DTXSID7037551,DTXSID0020311,DTXSID0020446,DTXSID8020628,DTXSID2024163,2.89,3.09,12.15,10.06,33.05,10.67,8.82,9.18,9.45,6.68,5.55270245181406,0.745076195987654,0.499027777777778,2,8.64807843638861,1.49305555555556,-0.207,1,0,1.29360738243251,4.44265125649032,0,150.599593806383,0.906,2.61918191383972,0,0.04167,5.25932738642733,58.386219945396,1.058,0.499027777777778,0,1,1,0,0,8455.18656851293,5.85507192220243,18,0,0,0,0
